address,city,region,sqr_meter,nr_rooms,rent_month,final_price,sold_date,price_increase,price_sqr_m,housing_type,other_srq,land_area
Kavaljersgatan 20,Göteborgs kommun,Hisings Backa,78.2,3.0,5454.0,2000000.0,2022-03-17,,25575.0,Lägenhet,,0
Basungatan 25,Göteborgs kommun,Kaverös,55.0,2.0,3239.0,2162500.0,2022-03-17,9.0,39318.0,Lägenhet,,0
Videlundsgatan 12B,Göteborgs kommun,Näset,186.0,7.0,,11700000.0,2022-03-17,0.0,62903.0,Villa,40.0,0
Sankt Jörgens väg 28 C,Göteborgs kommun,Sankt Jörgen,81.0,3.0,4239.0,3385000.0,2022-03-17,13.0,41790.0,Lägenhet,,0
Gibraltargatan 18,Göteborgs kommun,Nedre Johanneberg,94.0,3.0,4426.0,7825000.0,2022-03-17,14.0,83245.0,Lägenhet,,0
Båtsman hisings gata 32,Göteborgs kommun,Backatorp,99.0,4.0,,4425000.0,2022-03-17,-4.0,44697.0,Radhus,12.0,0
Morgongatan 7,Göteborgs kommun,Kortedala,115.0,5.0,,3625000.0,2022-03-17,5.0,31522.0,Radhus,5.0,0
Doktor Forselius gata 16,Göteborgs kommun,Guldheden,81.5,4.0,5091.0,4350000.0,2022-03-17,10.0,53374.0,Lägenhet,,0
Göketorpsgatan 34,Göteborgs kommun,Örgryte - Bö,102.0,5.0,5873.0,6700000.0,2022-03-17,,65686.0,Lägenhet,,0
Kabbeleksgatan 2A,Göteborgs kommun,Kvillebäcken,54.0,2.0,2353.0,2725000.0,2022-03-17,24.0,50463.0,Lägenhet,,0
Fridkullagatan 17A,Göteborgs kommun,Johanneberg,59.5,2.0,3832.0,3175000.0,2022-03-17,6.0,53361.0,Lägenhet,,0
Rubingatan 13,Göteborgs kommun,Tynnered,52.0,2.0,3020.0,1770000.0,2022-03-17,9.0,34038.0,Lägenhet,,0
Famngatan 32,Göteborgs kommun,Flatås,55.0,2.0,3586.0,3080000.0,2022-03-17,0.0,56000.0,Lägenhet,,0
Norra Skeppspromenaden 6,Göteborgs kommun,Eriksberg,75.0,3.0,4214.0,4075000.0,2022-03-17,9.0,54333.0,Lägenhet,,0
Ernst Torulfsgatan 7B,Göteborgs kommun,Munkebäck,50.0,2.0,3000.0,2800000.0,2022-03-17,,56000.0,Lägenhet,,0
Erik Dahlbergsgatan 33 C,Göteborgs kommun,Vasastaden,81.0,3.0,4458.0,5500000.0,2022-03-17,6.0,67901.0,Lägenhet,,0
Önskevädersgatan 21,Göteborgs kommun,Biskopsgården,55.9,2.0,3642.0,1320000.0,2022-03-17,0.0,23614.0,Lägenhet,,0
Kabelgatan 39D,Göteborgs kommun,Majorna,52.5,2.0,3915.0,3070000.0,2022-03-17,12.0,58476.0,Lägenhet,,0
Hammarsmedsgatan 4,Göteborgs kommun,Utby,101.0,5.0,,5560000.0,2022-03-17,9.0,55050.0,Radhus,53.0,0
Kringlekullen 21E,Göteborgs kommun,Säve,,,,1975000.0,2022-03-16,0.0,,Tomt,0.0,0
Kvastpricksvägen 11,Göteborgs kommun,Torslanda - Hällsvik,57.0,3.0,,5500000.0,2022-03-16,24.0,96491.0,Villa,28.0,0
Kalendervägen 51,Göteborgs kommun,Kortedala,54.0,2.0,3362.0,1700000.0,2022-03-16,10.0,31481.0,Lägenhet,,0
Eklandagatan 41B,Göteborgs kommun,Johanneberg,52.2,2.0,2597.0,3350000.0,2022-03-16,12.0,64176.0,Lägenhet,,0
Lammelyckan 17C,Göteborgs kommun,Övre Eriksberg,35.0,1.0,2170.0,1900000.0,2022-03-16,0.0,54286.0,Lägenhet,,0
Briljantgatan 89,Göteborgs kommun,Tynnered,70.0,3.0,4573.0,1900000.0,2022-03-16,0.0,27143.0,Lägenhet,,0
Antenngatan 33H,Göteborgs kommun,Järnbrott,115.0,5.0,8588.0,4600000.0,2022-03-16,28.0,40000.0,Radhus,0.0,0
Kastellgatan 21A,Göteborgs kommun,Linnéstaden,59.0,2.0,3720.0,4800000.0,2022-03-16,12.0,81356.0,Lägenhet,,0
Ängåsgatan 12,Göteborgs kommun,Ekebäck,220.0,8.0,,10150000.0,2022-03-16,7.0,46136.0,Villa,46.0,0
Segelflyget 14,Göteborgs kommun,Torslanda - Amhult,72.0,2.0,4172.0,3750000.0,2022-03-16,,52083.0,Lägenhet,,0
Ångaren Ernas gata 13,Göteborgs kommun,Sannegårdshamnen,62.5,2.0,5020.0,4025000.0,2022-03-16,12.0,64400.0,Lägenhet,,0
Frödingsgatan 8C,Göteborgs kommun,Strömmensberg,55.5,2.0,3485.0,2400000.0,2022-03-16,,43243.0,Lägenhet,,0
Storhöjdsgatan 9,Göteborgs kommun,Strömmensberg,49.0,2.0,3886.0,2750000.0,2022-03-16,17.0,56122.0,Lägenhet,,0
Burgårdsgatan 16 A,Göteborgs kommun,Lorensberg,168.0,5.0,6913.0,10300000.0,2022-03-16,3.0,61310.0,Lägenhet,,0
Doktor Allards gata 14,Göteborgs kommun,Guldheden,46.5,2.0,2739.0,3100000.0,2022-03-16,7.0,66667.0,Lägenhet,,0
Hulanvägen 40B,Göteborgs kommun,Billdal,160.0,5.0,,8950000.0,2022-03-16,3.0,55938.0,Villa,0.0,0
Pontus Wiknersgatan 9,Göteborgs kommun,Nedre Johanneberg,69.0,3.0,4064.0,5100000.0,2022-03-16,,73913.0,Lägenhet,,0
Kallebäcksvägen 13A,Göteborgs kommun,Kallebäck,74.0,3.0,5157.0,2700000.0,2022-03-16,,36486.0,Lägenhet,,0
Träringen 57,Göteborgs kommun,Björkekärr,53.5,2.0,3858.0,2670000.0,2022-03-16,7.0,49907.0,Lägenhet,,0
Chalmersgatan 18,Göteborgs kommun,Vasastaden,67.0,2.0,2118.0,4490000.0,2022-03-16,0.0,67015.0,Lägenhet,,0
Bohusgatan 26,Göteborgs kommun,Heden,64.0,2.0,3881.0,3700000.0,2022-03-16,0.0,57813.0,Lägenhet,,0
Räbbåsvägen 11,Göteborgs kommun,Torslanda - Björlanda,79.0,4.0,,5320000.0,2022-03-16,18.0,67342.0,Villa,0.0,0
Ebbe Lieberathsgatan 16B,Göteborgs kommun,Johanneberg - Almedal,34.0,1.5,2049.0,2390000.0,2022-03-16,0.0,70294.0,Lägenhet,,0
Cypressgatan 3,Göteborgs kommun,Älvsborg,152.0,4.0,,8300000.0,2022-03-16,-7.0,54605.0,Villa,0.0,0
Storhöjdsgatan 2B,Göteborgs kommun,Strömmensberg,34.8,1.0,2396.0,2400000.0,2022-03-16,14.0,68966.0,Lägenhet,,0
Wingårdsgatan 5C,Göteborgs kommun,Kålltorp,52.0,2.0,3798.0,3100000.0,2022-03-16,,59615.0,Lägenhet,,0
Långängen 41C,Göteborgs kommun,Göteborg,52.0,2.0,2268.0,2600000.0,2022-03-16,21.0,50000.0,Lägenhet,,0
Sagogången 45,Göteborgs kommun,Hisings Backa,96.5,4.0,6570.0,2800000.0,2022-03-16,,29016.0,Lägenhet,,0
Brygghusvägen 27,Göteborgs kommun,Torslanda - Björlanda,89.0,4.0,4672.0,4400000.0,2022-03-16,0.0,49438.0,Lägenhet,,0
Övralidsgatan 23,Göteborgs kommun,Hisings Backa,60.0,2.0,3820.0,1600000.0,2022-03-16,-6.0,26667.0,Lägenhet,,0
Mölndalsvägen 41,Göteborgs kommun,Almedal,61.5,2.0,3025.0,3400000.0,2022-03-16,15.0,55285.0,Lägenhet,,0
Södra vägen 41,Göteborgs kommun,Lorensberg,28.0,1.0,467.0,3000000.0,2022-03-16,,107143.0,Lägenhet,,0
Vattugatan 2 D,Göteborgs kommun,Gamla Masthugget,35.0,1.0,1927.0,3110000.0,2022-03-16,32.0,88857.0,Lägenhet,,0
Lillekärr Norra 76,Göteborgs kommun,Hisings Kärra,65.2,2.0,3999.0,2325000.0,2022-03-16,3.0,35660.0,Lägenhet,,0
Klyfteråsen 42,Göteborgs kommun,Skintebo,114.0,5.0,,6705000.0,2022-03-15,14.0,58816.0,Radhus,15.0,0
Nya Älvegårdsvägen 11,Göteborgs kommun,Torslanda - Lilleby,70.0,4.0,3327.0,3600000.0,2022-03-15,3.0,51429.0,Lägenhet,,0
Enekullegatan 3A,Göteborgs kommun,Övre Eriksberg,45.5,1.5,2936.0,2050000.0,2022-03-15,3.0,45055.0,Lägenhet,,0
Badvädersgatan 19,Göteborgs kommun,Biskopsgården,66.9,3.0,4339.0,1770000.0,2022-03-15,-2.0,26457.0,Lägenhet,,0
Prebendegatan 25,Göteborgs kommun,Kyrkbyn,90.0,4.0,,5200000.0,2022-03-15,22.0,57778.0,Villa,28.0,0
Gamlestadstorget 33,Göteborgs kommun,Gamlestaden,50.0,2.0,3689.0,2300000.0,2022-03-15,7.0,46000.0,Lägenhet,,0
Svängrumsgatan 26,Göteborgs kommun,Flatås,97.5,4.0,5014.0,3600000.0,2022-03-15,13.0,36923.0,Lägenhet,,0
Famngatan 16 lägenhet 2224-1005,Göteborgs kommun,Högsbo,29.0,1.0,1598.0,1550000.0,2022-03-15,0.0,53448.0,Lägenhet,,0
Låkebergsgatan 63,Göteborgs kommun,Torslanda - Centrum,107.0,4.0,,5600000.0,2022-03-15,8.0,52336.0,Radhus,0.0,0
Margit Halls Gata 57,Göteborgs kommun,Kviberg,34.0,1.0,2217.0,2110000.0,2022-03-15,2.0,62059.0,Lägenhet,,0
Folkungagatan 11A,Göteborgs kommun,Stampen,64.0,2.0,3383.0,3325000.0,2022-03-15,2.0,51953.0,Lägenhet,,0
Drottninggatan 14,Göteborgs kommun,Inom Vallgraven,72.5,2.5,3213.0,5230000.0,2022-03-15,15.0,72138.0,Lägenhet,,0
Engelbrektsgatan 35,Göteborgs kommun,Lorensberg,210.0,6.0,4345.0,18270000.0,2022-03-15,0.0,87000.0,Lägenhet,,0
Mandolingatan 7,Göteborgs kommun,Ruddalen,46.5,2.0,1953.0,2000000.0,2022-03-15,14.0,43011.0,Lägenhet,,0
Bögatan 43D,Göteborgs kommun,Örgryte,41.0,1.5,2870.0,2550000.0,2022-03-15,11.0,62195.0,Lägenhet,,0
"Badvädersgatan 15, VÅN 8 / 8",Göteborgs kommun,Biskopsgården,66.9,3.0,4061.0,1805000.0,2022-03-15,6.0,26981.0,Lägenhet,,0
Ostindiefararen 5,Göteborgs kommun,Eriksberg,55.0,2.0,3234.0,3195000.0,2022-03-15,0.0,58091.0,Lägenhet,,0
Sixten Camps Gata 2,Göteborgs kommun,Nya Gårda,76.0,3.0,3712.0,4800000.0,2022-03-15,10.0,63158.0,Lägenhet,,0
Kläppestigen 5A,Göteborgs kommun,Hovås,160.0,5.0,,12060000.0,2022-03-15,10.0,75375.0,Villa,0.0,0
Nordhemsgatan 54A,Göteborgs kommun,Linnéstaden,70.0,3.0,4429.0,5550000.0,2022-03-15,5.0,79286.0,Lägenhet,,0
Svängrumsgatan 81,Göteborgs kommun,Högsbo,77.0,3.0,4212.0,3750000.0,2022-03-15,1.0,48701.0,Lägenhet,,0
A R Lorents gata 73,Göteborgs kommun,Majorna - Klippan,81.0,3.0,4283.0,4950000.0,2022-03-15,15.0,61111.0,Lägenhet,,0
Rubingatan 6,Göteborgs kommun,Västra Frölunda,25.5,1.0,1513.0,1350000.0,2022-03-15,0.0,52941.0,Lägenhet,,0
Nordhemsgatan 41 C,Göteborgs kommun,Linnéstaden,8.0,3.0,4818.0,7100000.0,2022-03-15,,86585.0,Lägenhet,,0
Ordonnansgatan 5,Göteborgs kommun,Kviberg,80.0,3.5,3956.0,4200000.0,2022-03-15,15.0,52500.0,Lägenhet,,0
Belegatan 4,Göteborgs kommun,Eriksberg,133.3,4.0,3086.0,9350000.0,2022-03-15,,70143.0,Lägenhet,,0
Kastellgatan 17B,Göteborgs kommun,Linné,37.0,1.5,2234.0,3750000.0,2022-03-15,7.0,101351.0,Lägenhet,,0
Kjellbergsgatan 8,Göteborgs kommun,Nedre Johanneberg,83.0,3.0,3071.0,5900000.0,2022-03-15,,71084.0,Lägenhet,,0
Trebackegatan 2,Göteborgs kommun,Vidkärr - Kålltorp,97.0,4.0,5345.0,5850000.0,2022-03-15,13.0,60309.0,Lägenhet,,0
Birkagatan 16B,Göteborgs kommun,Örgryte,54.0,2.0,3712.0,3200000.0,2022-03-15,,59259.0,Lägenhet,,0
Mölndalsvägen 39,Göteborgs kommun,Almedal,60.0,2.0,2999.0,3400000.0,2022-03-15,3.0,56667.0,Lägenhet,,0
Lagmansgatan 17 C,Göteborgs kommun,Kålltorp,48.0,2.0,2588.0,2800000.0,2022-03-15,,58333.0,Lägenhet,,0
Nymilsgatan 7,Göteborgs kommun,Högsbo,76.5,3.0,3925.0,3000000.0,2022-03-15,5.0,39216.0,Lägenhet,,0
Nilssonsberg 3,Göteborgs kommun,Linnéstaden,58.7,2.0,3188.0,3675000.0,2022-03-15,,62606.0,Lägenhet,,0
Rubingatan 8,Göteborgs kommun,Tynnered,79.5,3.0,4709.0,2295000.0,2022-03-15,10.0,28868.0,Lägenhet,,0
Fjärde Långgatan 43,Göteborgs kommun,Linné,55.0,2.5,2803.0,3480000.0,2022-03-15,9.0,63273.0,Lägenhet,,0
Kaggeledsgatan 38C,Göteborgs kommun,Munkebäck,84.0,3.0,5158.0,3650000.0,2022-03-15,7.0,43452.0,Lägenhet,,0
Fiolgatan 4,Göteborgs kommun,Ruddalen,91.5,4.0,6280.0,2650000.0,2022-03-15,-5.0,28962.0,Lägenhet,,0
Poetgatan 43,Göteborgs kommun,Hisings Backa,81.5,3.0,5539.0,2395000.0,2022-03-15,0.0,29387.0,Lägenhet,,0
Kärralundsgatan 52B,Göteborgs kommun,Kålltorp,54.0,2.0,2969.0,2900000.0,2022-03-15,0.0,53704.0,Lägenhet,,0
Haga Kyrkogata 8,Göteborgs kommun,Vasastaden,76.0,3.0,3410.0,6100000.0,2022-03-15,,80263.0,Lägenhet,,0
Fjärde Långgatan 20,Göteborgs kommun,Linnéstaden,72.5,3.0,3730.0,6800000.0,2022-03-15,14.0,93793.0,Lägenhet,,0
Monsungatan 81,Göteborgs kommun,Eriksberg,42.5,2.0,2777.0,3600000.0,2022-03-15,4.0,84706.0,Lägenhet,,0
Lövskogsgatan 11 C,Göteborgs kommun,Norra Guldheden,34.5,1.0,2427.0,2925000.0,2022-03-15,15.0,84783.0,Lägenhet,,0
Turkosgatan 32,Göteborgs kommun,Tynnered,77.8,3.0,4660.0,2300000.0,2022-03-14,7.0,29563.0,Lägenhet,,0
Bufjällsleden 2C,Göteborgs kommun,Slättadamm- C  Hisingen,56.5,2.0,4382.0,2005000.0,2022-03-14,1.0,35487.0,Lägenhet,,0
Fjärdingsgatan 16C,Göteborgs kommun,Centrala Hisingen,63.0,3.0,3256.0,2800000.0,2022-03-14,4.0,44444.0,Lägenhet,,0
Stampgatan 58B,Göteborgs kommun,Stampen,98.0,3.0,4114.0,6100000.0,2022-03-14,16.0,62245.0,Lägenhet,,0
Lövskogsgatan 18,Göteborgs kommun,Norra Guldheden,56.5,2.0,3401.0,4200000.0,2022-03-14,28.0,74336.0,Lägenhet,,0
Astris Gata 62,Göteborgs kommun,Eriksberg,92.0,4.0,4131.0,5500000.0,2022-03-14,10.0,59783.0,Lägenhet,,0
Vårvindsgatan 37,Göteborgs kommun,Bräcke,129.0,8.0,,6500000.0,2022-03-14,12.0,50388.0,Villa,0.0,0
Långströmsgatan 4D,Göteborgs kommun,Centrala Hisingen,30.0,1.0,2298.0,1595000.0,2022-03-14,0.0,53167.0,Lägenhet,,0
Prilyckegatan 64,Göteborgs kommun,Hisings Kärra,110.0,5.0,,5070000.0,2022-03-14,,46091.0,Radhus,27.0,0
Björkuddsgatan 3,Göteborgs kommun,Johanneberg,70.0,2.0,3300.0,3100000.0,2022-03-14,4.0,44286.0,Lägenhet,,0
Famngatan 16,Göteborgs kommun,Högsbo,29.0,1.0,1598.0,1550000.0,2022-03-14,0.0,53448.0,Lägenhet,,0
Poetgatan 29,Göteborgs kommun,Hisings Backa,63.0,2.0,4612.0,1600000.0,2022-03-14,-3.0,25397.0,Lägenhet,,0
Sagogången 51,Göteborgs kommun,Hisings Backa,63.0,2.0,4468.0,1775000.0,2022-03-14,11.0,28175.0,Lägenhet,,0
Övre Buråsliden 9B,Göteborgs kommun,Johanneberg,39.0,2.0,2972.0,2725000.0,2022-03-14,0.0,69872.0,Lägenhet,,0
Solhagagatan 134,Göteborgs kommun,Hisings Kärra,92.3,4.0,6250.0,2900000.0,2022-03-14,8.0,31419.0,Lägenhet,,0
Prinsgatan 4B,Göteborgs kommun,Stigberget,66.5,2.0,2565.0,6000000.0,2022-03-14,4.0,90226.0,Lägenhet,,0
Vintervädersgatan 1,Göteborgs kommun,Biskopsgården,69.4,3.0,3727.0,1780000.0,2022-03-14,2.0,25648.0,Lägenhet,,0
Storhöjdsgatan 6A,Göteborgs kommun,Strömmensberg,70.0,3.0,5248.0,3910000.0,2022-03-14,19.0,55857.0,Lägenhet,,0
Hisingsgatan 10,Göteborgs kommun,Centrala Hisingen,42.0,1.0,3607.0,2350000.0,2022-03-14,2.0,55952.0,Lägenhet,,0
Sergelsgatan 4B,Göteborgs kommun,Lunden,37.0,1.0,2551.0,2400000.0,2022-03-14,5.0,64865.0,Lägenhet,,0
Frida Hjertbergs Gata 1,Göteborgs kommun,Johanneberg,50.0,2.0,2077.0,4100000.0,2022-03-13,,82000.0,Lägenhet,,0
Borstbindaregatan 3,Göteborgs kommun,Kvillebäcken,58.5,2.0,3532.0,2550000.0,2022-03-13,11.0,43590.0,Lägenhet,,0
Lilleby kronogård 56,Göteborgs kommun,Lilleby,149.0,6.0,,7600000.0,2022-03-13,0.0,51007.0,Villa,0.0,0
Skanstorget 5B,Göteborgs kommun,Linnéstaden,61.0,2.0,3069.0,5500000.0,2022-03-13,22.0,90164.0,Lägenhet,,0
Svängrumsgatan 65,Göteborgs kommun,Flatås,53.0,2.0,3138.0,2495000.0,2022-03-13,0.0,47075.0,Lägenhet,,0
Nordhemsgatan 43,Göteborgs kommun,Linnéstaden,74.0,3.0,3520.0,5475000.0,2022-03-13,1.0,73986.0,Lägenhet,,0
Doktor Forselius gata 16,Göteborgs kommun,Guldheden,29.8,1.0,1884.0,2200000.0,2022-03-13,13.0,73826.0,Lägenhet,,0
Hallegatan 13,Göteborgs kommun,Centrala Hisingen,35.5,1.5,2903.0,2255000.0,2022-03-13,13.0,63521.0,Lägenhet,,0
Kransen 4C,Göteborgs kommun,Strömmensberg,39.0,1.0,2590.0,2400000.0,2022-03-13,,61538.0,Lägenhet,,0
Rödklövern 7A,Göteborgs kommun,Torslanda Gatugården 423 33,122.0,5.0,,6060000.0,2022-03-12,8.0,49672.0,Radhus,8.0,0
Arvesgärde 19,Göteborgs kommun,Tuve,65.5,2.0,4445.0,2100000.0,2022-03-12,5.0,32061.0,Lägenhet,,0
Karl Johansgatan 114B,Göteborgs kommun,Kungsladugård,102.5,4.0,6344.0,6000000.0,2022-03-12,11.0,58537.0,Lägenhet,,0
Plockerotegatan 107,Göteborgs kommun,Backatorp - Hisings Backa,99.3,3.5,6473.0,3700000.0,2022-03-12,3.0,37261.0,Radhus,0.0,0
Batterigatan 7C,Göteborgs kommun,Gamlestaden,38.0,1.0,2360.0,1870000.0,2022-03-12,4.0,49211.0,Lägenhet,,0
Berguven 30,Göteborgs kommun,Hovås,54.4,2.0,3040.0,2980000.0,2022-03-12,0.0,54779.0,Lägenhet,,0
T-Backen 6,Göteborgs kommun,Olofstorp,121.0,4.0,,4850000.0,2022-03-11,-2.0,40083.0,Villa,22.0,0
Basungatan 27,Göteborgs kommun,Ruddalen,82.5,4.0,4944.0,3130000.0,2022-03-11,5.0,37939.0,Lägenhet,,0
Sjömilsgatan 4,Göteborgs kommun,Flatås,76.5,3.0,3925.0,2995000.0,2022-03-11,0.0,39150.0,Lägenhet,,0
Gamla Tuvevägen 8,Göteborgs kommun,Kvillebäcken,39.0,2.0,2609.0,2500000.0,2022-03-11,,64103.0,Lägenhet,,0
Lars Kaggsgatan 28 F,Göteborgs kommun,Gamlestaden - Bellevue,39.5,2.0,3124.0,2250000.0,2022-03-11,13.0,56962.0,Lägenhet,,0
Munkebäcksgatan 34B,Göteborgs kommun,Kålltorp,72.0,4.0,4217.0,4400000.0,2022-03-11,,61111.0,Lägenhet,,0
Framnäsgatan 10,Göteborgs kommun,Johanneberg Almedal,37.0,1.0,2408.0,2420000.0,2022-03-11,,65405.0,Lägenhet,,0
Högsbogatan 29,Göteborgs kommun,Högsbo,95.0,4.0,5643.0,4250000.0,2022-03-11,-3.0,44737.0,Lägenhet,,0
Bratteråsbacken 35,Göteborgs kommun,Eriksberg,99.0,4.0,5425.0,5900000.0,2022-03-11,0.0,59596.0,Lägenhet,,0
Eklandagatan 38,Göteborgs kommun,Johanneberg,32.0,1.0,1832.0,3050000.0,2022-03-11,18.0,95313.0,Lägenhet,,0
Fjordvägen 4B,Göteborgs kommun,Hovås,355.0,9.0,,17500000.0,2022-03-11,0.0,49296.0,Villa,65.0,0
Skogaberg 102,Göteborgs kommun,Sankt Jörgen,121.0,,,6300000.0,2022-03-11,2.0,52066.0,Villa,18.0,0
Nordostpassagen 55,Göteborgs kommun,Linné,30.0,1.0,1918.0,2415000.0,2022-03-11,12.0,80500.0,Lägenhet,,0
Lådämnesgatan 7,Göteborgs kommun,Björkekärr,54.7,2.0,2459.0,2600000.0,2022-03-11,6.0,47532.0,Lägenhet,,0
Storhöjdsgatan 11,Göteborgs kommun,Strömmensberg,43.0,2.0,2743.0,2600000.0,2022-03-11,,60465.0,Lägenhet,,0
Lillekärr norra 89,Göteborgs kommun,Hisings Kärra,69.0,2.0,4248.0,2900000.0,2022-03-11,2.0,42029.0,Radhus,0.0,0
Gibraltargatan 98,Göteborgs kommun,Johanneberg,81.0,3.0,4366.0,4310000.0,2022-03-11,0.0,53210.0,Lägenhet,,0
Eddabacken 6,Göteborgs kommun,Tolered,115.0,4.0,,5400000.0,2022-03-11,,46957.0,Radhus,0.0,0
Soldatvägen 3,Göteborgs kommun,Torslanda - Lilleby,155.0,6.0,,9150000.0,2022-03-11,5.0,59032.0,Villa,33.0,0
Planthagen 16,Göteborgs kommun,Fräntorp,86.0,6.0,,5910000.0,2022-03-11,,68721.0,Villa,101.0,0
Nordhemsgatan 63A,Göteborgs kommun,Linnéstaden,35.0,2.0,1447.0,3925000.0,2022-03-11,2.0,112143.0,Lägenhet,,0
Arkivgatan 6,Göteborgs kommun,Lorensberg,75.0,3.5,3413.0,5500000.0,2022-03-11,0.0,73333.0,Lägenhet,,0
Bratteråsgatan 46,Göteborgs kommun,Eriksberg,44.0,2.0,2655.0,2920000.0,2022-03-11,,66364.0,Lägenhet,,0
Stekastigen 10,Göteborgs kommun,Agnesberg,60.5,2.0,4689.0,1375000.0,2022-03-11,2.0,22727.0,Lägenhet,,0
Ernst Torulfsgatan 19C,Göteborgs kommun,Munkebäck,67.3,2.0,6326.0,2050000.0,2022-03-11,0.0,30461.0,Lägenhet,,0
Barytongatan 13,Göteborgs kommun,Kaverös,93.3,4.0,5594.0,3700000.0,2022-03-11,,39657.0,Lägenhet,,0
Monsungatan 51,Göteborgs kommun,Eriksberg,76.5,3.0,3775.0,5670000.0,2022-03-11,3.0,74118.0,Lägenhet,,0
Norra Skeppspromenaden 7,Göteborgs kommun,Eriksberg,93.0,3.0,5309.0,5300000.0,2022-03-11,,56989.0,Lägenhet,,0
Basungatan 30,Göteborgs kommun,Ruddalen,47.5,1.5,2817.0,1920000.0,2022-03-11,7.0,40421.0,Lägenhet,,0
Noleredsvägen 15C,Göteborgs kommun,Torslanda - Centralt,58.5,2.0,3358.0,2540000.0,2022-03-11,,43419.0,Lägenhet,,0
Masthuggstorget 5,Göteborgs kommun,Linnéstaden,42.2,1.0,2800.0,2640000.0,2022-03-11,4.0,62559.0,Lägenhet,,0
Kvarnkullevägen 4M,Göteborgs kommun,Torslanda - Centralt,61.0,2.0,3206.0,3050000.0,2022-03-11,22.0,50000.0,Lägenhet,,0
Masthuggsterrassen 8G,Göteborgs kommun,Masthugget,31.0,1.0,2113.0,2200000.0,2022-03-11,5.0,70968.0,Lägenhet,,0
Fjällgatan 3 B,Göteborgs kommun,Gamla Masthugget,43.0,2.0,3026.0,3550000.0,2022-03-11,20.0,82558.0,Lägenhet,,0
Karlatornet (Lodjursstråket 1),Göteborgs kommun,Lindholmen,48.5,2.0,3782.0,3890000.0,2022-03-10,0.0,80206.0,Lägenhet,,0
Söndagsgatan 37,Göteborgs kommun,Kortedala,42.0,1.0,2890.0,1410000.0,2022-03-10,1.0,33571.0,Lägenhet,,0
Perukmakaregatan 4D,Göteborgs kommun,Utby,91.0,5.0,,5525000.0,2022-03-10,5.0,60714.0,Radhus,53.0,0
Hovås Stenbärsväg 10,Göteborgs kommun,Hovås,47.5,2.0,2841.0,2640000.0,2022-03-10,-1.0,55579.0,Lägenhet,,0
Södra vägen 59,Göteborgs kommun,Lorensberg,110.4,2.0,3141.0,9500000.0,2022-03-10,-3.0,86051.0,Lägenhet,,0
Förtroligheten 22,Göteborgs kommun,Örgryte / Skår,67.0,2.0,2652.0,3495000.0,2022-03-10,0.0,52164.0,Lägenhet,,0
Majtorpsgatan 55,Göteborgs kommun,Backa,137.0,6.0,,5055000.0,2022-03-10,4.0,36898.0,Radhus,0.0,0
Ernst Torulfsgatan 7E,Göteborgs kommun,Munkebäck,50.0,2.0,3000.0,2900000.0,2022-03-10,12.0,58000.0,Lägenhet,,0
Birkagatan 16B,Göteborgs kommun,Örgryte,54.0,2.0,3712.0,3250000.0,2022-03-10,,60185.0,Lägenhet,,0
Soprangatan 5,Göteborgs kommun,Kaverös,107.6,4.0,5952.0,4250000.0,2022-03-10,10.0,39498.0,Lägenhet,,0
Götaverksgatan 26,Göteborgs kommun,Lindholmen,64.5,2.0,3565.0,4040000.0,2022-03-10,6.0,62636.0,Lägenhet,,0
Olof Rudbecksgatan 15,Göteborgs kommun,Johanneberg,51.5,2.0,3588.0,3650000.0,2022-03-10,0.0,70874.0,Lägenhet,,0
Sandrevelsvägen 9,Göteborgs kommun,Skogome,34.2,1.0,2911.0,1450000.0,2022-03-10,12.0,42398.0,Lägenhet,,0
Purpurgatan 40,Göteborgs kommun,Näset/Åkered,121.0,5.0,,6010000.0,2022-03-10,6.0,49669.0,Radhus,1.0,0
Kungshöjdsgatan 2A,Göteborgs kommun,Kungshöjd,61.0,2.0,1746.0,4950000.0,2022-03-10,13.0,81148.0,Lägenhet,,0
Bielkegatan 13C,Göteborgs kommun,Lunden,61.7,3.0,3348.0,3860000.0,2022-03-10,7.0,62561.0,Lägenhet,,0
Karin Boyes Gata 4,Göteborgs kommun,Prippska Tomten,53.0,2.0,3201.0,3000000.0,2022-03-10,21.0,56604.0,Lägenhet,,0
Godemansgatan 9D,Göteborgs kommun,Centrala Hisingen Gamla Kvillebäcken,38.0,1.0,3199.0,1650000.0,2022-03-10,-3.0,43421.0,Lägenhet,,0
Fredriksdalsgatan 6B,Göteborgs kommun,Fredriksdal,55.2,2.0,3499.0,3100000.0,2022-03-10,15.0,56159.0,Lägenhet,,0
Fiolgatan 2,Göteborgs kommun,Ruddalen,55.5,2.0,4173.0,2250000.0,2022-03-10,13.0,40541.0,Lägenhet,,0
Smögengatan 16,Göteborgs kommun,Björkekärr,77.0,3.0,4071.0,5200000.0,2022-03-10,,67532.0,Lägenhet,,0
Nordhemsgatan 63A,Göteborgs kommun,Linnéstaden,66.0,2.0,2782.0,4850000.0,2022-03-10,14.0,73485.0,Lägenhet,,0
Nilssonsberg 12,Göteborgs kommun,Göteborg,74.0,3.0,3925.0,4375000.0,2022-03-10,0.0,59122.0,Lägenhet,,0
Arsenalsgatan 6B,Göteborgs kommun,Kungshöjd,44.0,1.0,2529.0,3450000.0,2022-03-10,5.0,78409.0,Lägenhet,,0
