address,city,region,sqr_meter,nr_rooms,rent_month,final_price,sold_date,price_increase,price_sqr_m,housing_type,other_srq,land_area
Nordhemsgatan 27B,Göteborgs kommun,Linnéstaden,63.0,2.0,3201.0,4470000.0,2022-02-15,24.0,70952.0,Lägenhet,,0
Runslingan 66,Göteborgs kommun,Torslanda - Centralt,112.0,5.0,,4500000.0,2022-02-15,0.0,40179.0,Villa,0.0,0
Blåsutgatan 8,Göteborgs kommun,Majorna,84.2,3.0,5748.0,4825000.0,2022-02-15,38.0,57304.0,Lägenhet,,0
Åsstigen 20,Göteborgs kommun,Askim,232.0,7.0,,9150000.0,2022-02-15,-8.0,39440.0,Villa,35.0,0
Rambergsvägen 25A,Göteborgs kommun,Centrala Hisingen,35.0,2.0,2202.0,2000000.0,2022-02-15,,57143.0,Lägenhet,,0
Stabbegatan 59,Göteborgs kommun,Björkekärr,62.0,3.0,4376.0,3050000.0,2022-02-15,,49194.0,Lägenhet,,0
Norra Fjädermolnsgatan 42,Göteborgs kommun,Länsmansgården,75.3,4.0,4529.0,2845000.0,2022-02-15,10.0,37782.0,Lägenhet,,0
Götabergsgatan 30,Göteborgs kommun,Lorensberg,61.0,2.0,1944.0,5500000.0,2022-02-15,12.0,90164.0,Lägenhet,,0
Wadmansgatan 4A,Göteborgs kommun,Lorensberg,112.0,4.0,3771.0,9000000.0,2022-02-15,13.0,80357.0,Lägenhet,,0
Kastellgatan 15B,Göteborgs kommun,Linnéstaden,41.0,2.0,2443.0,4300000.0,2022-02-15,26.0,104878.0,Lägenhet,,0
Fridhemsgatan 29A,Göteborgs kommun,Majorna,47.0,2.0,3620.0,2550000.0,2022-02-15,0.0,54255.0,Lägenhet,,0
Falkenbergsgatan 11A,Göteborgs kommun,Johanneberg - Almedal,54.0,2.0,3435.0,2910000.0,2022-02-15,8.0,53889.0,Lägenhet,,0
Topasgatan 70,Göteborgs kommun,Tynnered,92.0,4.0,5426.0,2250000.0,2022-02-15,13.0,24457.0,Lägenhet,,0
Klippan 1E,Göteborgs kommun,Klippan,69.0,3.0,4800.0,4675000.0,2022-02-15,10.0,67754.0,Lägenhet,,0
Torslanda Hästeviks väg 27,Göteborgs kommun,Torslanda - Hästevik,183.0,5.0,,9600000.0,2022-02-15,1.0,52459.0,Villa,12.0,0
Smörslottsgatan 57,Göteborgs kommun,Björkekärr,79.2,3.0,5448.0,4525000.0,2022-02-15,,57134.0,Lägenhet,,0
Viktoriagatan 22A,Göteborgs kommun,Vasastaden,81.0,3.0,2413.0,5995000.0,2022-02-15,0.0,74012.0,Lägenhet,,0
Önskevädersgatan 23,Göteborgs kommun,Biskopsgården,66.5,3.0,4271.0,1500000.0,2022-02-15,0.0,22556.0,Lägenhet,,0
Sjömilsgatan 19,Göteborgs kommun,Flatås,61.5,2.0,3276.0,2200000.0,2022-02-15,10.0,35772.0,Lägenhet,,0
Kavaljersgatan 34,Göteborgs kommun,Backa,74.3,3.0,5150.0,1840000.0,2022-02-15,5.0,24764.0,Lägenhet,,0
Gamla Tuvevägen 8,Göteborgs kommun,Centrala Hisingen - Nya Kvillebäcken,55.0,2.0,3410.0,2875000.0,2022-02-15,7.0,52273.0,Lägenhet,,0
Fredrikdalsgatan 12A,Göteborgs kommun,Johanneberg Almedal,52.0,2.0,3319.0,2875000.0,2022-02-15,,55288.0,Lägenhet,,0
Värmlandsgatan 28,Göteborgs kommun,Linnéstaden,139.0,4.5,4424.0,12000000.0,2022-02-15,9.0,86331.0,Lägenhet,,0
Gyllenkrooksgatan 1,Göteborgs kommun,Johanneberg,39.0,1.0,2410.0,3450000.0,2022-02-15,28.0,88462.0,Lägenhet,,0
Sten-Åke Cederhöks Gata 3B,Göteborgs kommun,Örgryte Torp,49.0,2.0,2767.0,4050000.0,2022-02-15,5.0,82653.0,Lägenhet,,0
Västergatan 18,Göteborgs kommun,Linné,72.0,3.0,3326.0,4400000.0,2022-02-15,,61111.0,Lägenhet,,0
Korsåsgatan 41,Göteborgs kommun,Tynnered,107.0,4.0,,4250000.0,2022-02-15,0.0,39720.0,Radhus,9.0,0
Toredalsgatan 67,Göteborgs kommun,Centrala Hisingen,67.0,5.0,,5250000.0,2022-02-15,8.0,78358.0,Villa,50.0,0
Ånäsvägen 4A,Göteborgs kommun,Bagaregården,66.5,3.0,4152.0,4570000.0,2022-02-15,14.0,68722.0,Lägenhet,,0
Konstapelsgatan 3a,Göteborgs kommun,Gamlestaden - Bellevue,54.5,2.0,3025.0,2740000.0,2022-02-15,14.0,50275.0,Lägenhet,,0
Nobelgatan 25D,Göteborgs kommun,Östra Centrum,48.0,1.5,3498.0,2610000.0,2022-02-15,-3.0,54375.0,Lägenhet,,0
Chalmersgatan 27 A,Göteborgs kommun,Vasastaden - Lorensberg,87.0,3.0,3813.0,7100000.0,2022-02-15,10.0,81609.0,Lägenhet,,0
Rubingatan 2,Göteborgs kommun,Tynnered,79.0,3.0,4689.0,2500000.0,2022-02-14,0.0,31646.0,Lägenhet,,0
Svängrumsgatan 85,Göteborgs kommun,Flatås,76.5,3.0,4190.0,3870000.0,2022-02-14,6.0,50588.0,Lägenhet,,0
Virveltorget 6,Göteborgs kommun,Centrala Hisingen,35.0,1.5,2494.0,1850000.0,2022-02-14,9.0,52857.0,Lägenhet,,0
Sagogången 11,Göteborgs kommun,Backa / Hisings Backa,82.0,3.0,5655.0,2180000.0,2022-02-14,9.0,26585.0,Lägenhet,,0
Sparvgatan 7,Göteborgs kommun,Bagaregården,78.0,3.0,3937.0,4900000.0,2022-02-14,,62821.0,Lägenhet,,0
Jägaregatan 2B,Göteborgs kommun,Centrala Hisingen,44.0,1.5,2823.0,1895000.0,2022-02-14,0.0,43068.0,Lägenhet,,0
Cederflychts gata 1,Göteborgs kommun,Hisings Backa,66.1,2.0,4545.0,2050000.0,2022-02-14,,31014.0,Lägenhet,,0
Banehagsgatan 16,Göteborgs kommun,Klippan - Södra Älvstranden,68.1,3.0,3405.0,5500000.0,2022-02-14,22.0,80764.0,Lägenhet,,0
Torkelsgatan 5,Göteborgs kommun,Lunden,56.1,2.0,3334.0,3630000.0,2022-02-14,21.0,64706.0,Lägenhet,,0
Liedstrandsgatan 1C,Göteborgs kommun,Lunden,79.0,3.0,3718.0,4250000.0,2022-02-14,,53797.0,Lägenhet,,0
Gamlestadstorget 35,Göteborgs kommun,Gamlestaden,85.0,3.0,5413.0,3550000.0,2022-02-14,5.0,41765.0,Lägenhet,,0
Amhults byväg 19,Göteborgs kommun,Torslanda - Amhult,85.0,3.0,6370.0,3700000.0,2022-02-14,3.0,43529.0,Lägenhet,,0
Lotta Svärdsgatan 3d,Göteborgs kommun,Gamlestaden,41.4,2.0,2812.0,1900000.0,2022-02-14,9.0,45894.0,Lägenhet,,0
"Salviatorget 2, MED EGEN UTEPLATS!",Göteborgs kommun,Gårdsten,35.0,1.0,2643.0,1230000.0,2022-02-14,3.0,35143.0,Lägenhet,,0
Ostindiefararen 13,Göteborgs kommun,Eriksberg,76.0,3.0,4082.0,5020000.0,2022-02-14,,66053.0,Lägenhet,,0
Antenngatan 5A - 55 +,Göteborgs kommun,Flatås - Högsbo,52.0,2.0,3026.0,2495000.0,2022-02-14,0.0,47981.0,Lägenhet,,0
Fågleviks fjällväg 18,Göteborgs kommun,Torslanda - Lilleby,200.0,7.0,,10000000.0,2022-02-14,,50000.0,Villa,26.0,0
Fiolgatan 8,Göteborgs kommun,Ruddalen,70.7,3.0,5012.0,2640000.0,2022-02-14,12.0,37341.0,Lägenhet,,0
Erik Dahlbergsgatan 29 C,Göteborgs kommun,Vasastaden,61.7,2.0,3772.0,5400000.0,2022-02-14,11.0,87520.0,Lägenhet,,0
Ernst Torulfsgatan 15B,Göteborgs kommun,Munkebäck,49.5,2.0,4136.0,2300000.0,2022-02-13,10.0,46465.0,Lägenhet,,0
Borstbindaregatan 15,Göteborgs kommun,Centrala Hisingen,43.0,2.0,2939.0,2325000.0,2022-02-13,-1.0,54070.0,Lägenhet,,0
Konsertgatan 13,Göteborgs kommun,Kaverös,59.5,2.0,2532.0,2440000.0,2022-02-13,6.0,41008.0,Lägenhet,,0
Önskevädersgatan 39,Göteborgs kommun,Biskopsgården,84.2,4.0,4901.0,1700000.0,2022-02-13,3.0,20190.0,Lägenhet,,0
Västergatan 16,Göteborgs kommun,Linnéstaden / Annedal,49.0,2.0,2264.0,3600000.0,2022-02-12,,73469.0,Lägenhet,,0
Fagottgatan 2,Göteborgs kommun,Ruddalen,68.0,3.0,3671.0,2500000.0,2022-02-12,,36765.0,Lägenhet,,0
Kungshöjdsgatan 9A,Göteborgs kommun,Kungshöjd,67.0,2.0,3657.0,5688000.0,2022-02-12,2.0,84896.0,Lägenhet,,0
Distansgatan 23 B,Göteborgs kommun,Högsbo - Flatås,78.3,3.0,4469.0,3520000.0,2022-02-12,0.0,44955.0,Lägenhet,,0
Bronsfatsgatan 5,Göteborgs kommun,Kannebäck,141.0,7.0,,8700000.0,2022-02-12,14.0,61702.0,Villa,109.0,0
Timotejgången 3,Göteborgs kommun,Fräntorp,75.0,4.0,,4750000.0,2022-02-12,,63333.0,Radhus,33.0,0
Brygghusvägen 15,Göteborgs kommun,Torslanda - Björlanda,59.0,2.0,3372.0,3100000.0,2022-02-12,5.0,52542.0,Lägenhet,,0
Turkosgatan 5,Göteborgs kommun,Frölunda,60.7,2.0,3869.0,1860000.0,2022-02-12,0.0,30643.0,Lägenhet,,0
Karl Staaffsgatan 16C,Göteborgs kommun,Tolered,43.0,2.0,2658.0,1750000.0,2022-02-12,9.0,40698.0,Lägenhet,,0
Vaktmästaregången 7,Göteborgs kommun,Masthugget,24.5,1.0,1751.0,2300000.0,2022-02-12,24.0,93878.0,Lägenhet,,0
Lillekärr norra 8,Göteborgs kommun,Hisings Kärra,30.9,1.0,2421.0,1550000.0,2022-02-12,0.0,50162.0,Lägenhet,,0
"Andra långgatan 34, Vån 7 / 8",Göteborgs kommun,Linné,56.0,2.0,2987.0,3550000.0,2022-02-12,19.0,63393.0,Lägenhet,,0
Astris Gata 90,Göteborgs kommun,Eriksberg,40.0,1.5,2488.0,2375000.0,2022-02-12,-1.0,59375.0,Lägenhet,,0
Lasarettsgatan 6,Göteborgs kommun,Kungshöjd,77.0,3.0,2996.0,6050000.0,2022-02-12,10.0,78571.0,Lägenhet,,0
Friedländers gata 14,Göteborgs kommun,Hisings Backa,83.6,3.5,5507.0,1875000.0,2022-02-11,1.0,22428.0,Lägenhet,,0
Bratteråsgatan 44,Göteborgs kommun,Eriksberg,79.0,2.0,4135.0,3800000.0,2022-02-11,12.0,48101.0,Lägenhet,,0
Kålgårdsgatan 3B,Göteborgs kommun,Kungsladugård,48.0,2.0,3369.0,3600000.0,2022-02-11,20.0,75000.0,Lägenhet,,0
"Fiolgatan 8, vån 11",Göteborgs kommun,Ruddalen,55.5,2.0,4034.0,2300000.0,2022-02-11,15.0,41441.0,Lägenhet,,0
Linnefjällsvägen 6B,Göteborgs kommun,Torslanda,143.0,,,8990000.0,2022-02-11,11.0,62867.0,Villa,0.0,0
Svalegatan 5A,Göteborgs kommun,Backa - Aröd,141.0,5.0,,6700000.0,2022-02-11,25.0,47518.0,Villa,0.0,0
Gösta andrées gata 4,Göteborgs kommun,Torslanda - Amhult,80.0,3.0,5313.0,4000000.0,2022-02-11,,50000.0,Lägenhet,,0
Övralidsgatan 3,Göteborgs kommun,Backadalen - Hisings Backa,64.5,2.0,4527.0,1625000.0,2022-02-11,-2.0,25194.0,Lägenhet,,0
Kvillegatan 7,Göteborgs kommun,Centrala Hisingen,74.0,3.0,3929.0,3765000.0,2022-02-11,11.0,50878.0,Lägenhet,,0
Svängrumsgatan 10,Göteborgs kommun,Flatås,97.5,4.0,5014.0,3625000.0,2022-02-11,7.0,37179.0,Lägenhet,,0
Mässingsgatan 4,Göteborgs kommun,Kungssten,173.0,8.0,,11000000.0,2022-02-11,5.0,63584.0,Villa,0.0,0
Kungsgatan 7b,Göteborgs kommun,Kungshöjd,38.0,1.5,2064.0,3050000.0,2022-02-11,5.0,80263.0,Lägenhet,,0
Fagottgatan 6,Göteborgs kommun,Frölunda,83.0,4.0,4199.0,3300000.0,2022-02-11,,39759.0,Lägenhet,,0
Sjöbackevägen 18,Göteborgs kommun,Billdal,74.0,3.0,4018.0,4500000.0,2022-02-11,-3.0,60811.0,Lägenhet,,0
"Fiolgatan 2, vån. 11",Göteborgs kommun,Ruddalen,55.5,2.0,4173.0,2250000.0,2022-02-11,0.0,40541.0,Lägenhet,,0
Virvelvindsgatan 26,Göteborgs kommun,Centrala Hisingen,70.5,3.0,4246.0,2700000.0,2022-02-11,10.0,38298.0,Lägenhet,,0
Gibraltargatan 64,Göteborgs kommun,Johanneberg,53.0,2.0,3428.0,3775000.0,2022-02-11,9.0,71226.0,Lägenhet,,0
Madängsgatan 4C,Göteborgs kommun,Brämaregården,32.0,1.0,2241.0,1875000.0,2022-02-11,0.0,58594.0,Lägenhet,,0
Astris Gata 60,Göteborgs kommun,Eriksberg,75.0,3.0,3570.0,4250000.0,2022-02-11,6.0,56667.0,Lägenhet,,0
Liedstrandsgatan 1A,Göteborgs kommun,Lunden,33.0,1.5,1567.0,2500000.0,2022-02-11,16.0,75758.0,Lägenhet,,0
Trumpetgatan 14,Göteborgs kommun,Frölunda,82.5,3.0,5017.0,4140000.0,2022-02-11,6.0,50182.0,Lägenhet,,0
Seglaregatan 21,Göteborgs kommun,Majorna,50.7,2.0,3971.0,2500000.0,2022-02-11,-2.0,49310.0,Lägenhet,,0
Bratteråsgatan 72,Göteborgs kommun,Eriksberg,48.0,1.5,3238.0,3000000.0,2022-02-11,5.0,62500.0,Lägenhet,,0
Segelflyget 8,Göteborgs kommun,Torslanda - Amhult,49.0,2.0,2843.0,3100000.0,2022-02-11,7.0,63265.0,Lägenhet,,0
Burgårdsgatan 10B,Göteborgs kommun,Lorensberg,51.0,1.5,2283.0,4200000.0,2022-02-11,6.0,82353.0,Lägenhet,,0
Kvadrantgatan 16,Göteborgs kommun,Bergsjön,61.8,2.0,4969.0,1195000.0,2022-02-11,0.0,19337.0,Lägenhet,,0
Bratteråsgatan 60,Göteborgs kommun,Eriksberg,61.0,2.0,3153.0,3900000.0,2022-02-11,,63934.0,Lägenhet,,0
Seglaregatan 17,Göteborgs kommun,Majorna,69.7,3.0,5176.0,2750000.0,2022-02-11,2.0,39455.0,Lägenhet,,0
Fastlagsgatan 25,Göteborgs kommun,Kortedala,52.5,2.0,3908.0,1750000.0,2022-02-11,0.0,33333.0,Lägenhet,,0
Träringen 15,Göteborgs kommun,Björkekärr,54.0,2.0,3626.0,2650000.0,2022-02-11,,49074.0,Lägenhet,,0
Malörtsgatan 119,Göteborgs kommun,Gårdsten,121.0,5.0,4555.0,2900000.0,2022-02-11,16.0,23967.0,Radhus,0.0,0
Gamlestads Brygga 11,Göteborgs kommun,Gamlestaden,35.0,1.5,2132.0,2300000.0,2022-02-11,5.0,65714.0,Lägenhet,,0
Norra Skeppspromenaden 4,Göteborgs kommun,Eriksberg,75.0,2.0,4214.0,3850000.0,2022-02-11,,51333.0,Lägenhet,,0
Kobbeslätten 10,Göteborgs kommun,Askim,54.0,2.0,3300.0,2600000.0,2022-02-11,4.0,48148.0,Lägenhet,,0
Önskevädersgatan 31,Göteborgs kommun,Biskopsgården,60.3,2.0,3961.0,1150000.0,2022-02-11,10.0,19071.0,Lägenhet,,0
Brygghusvägen 10,Göteborgs kommun,Torslanda - Björlanda,59.0,2.0,3240.0,2700000.0,2022-02-11,0.0,45763.0,Lägenhet,,0
Brygghusvägen 12,Göteborgs kommun,Torslanda - Björlanda,74.0,3.0,3890.0,3300000.0,2022-02-11,0.0,44595.0,Lägenhet,,0
Brygghusvägen 4,Göteborgs kommun,Torslanda - Björlanda,48.0,2.0,2763.0,2450000.0,2022-02-11,0.0,51042.0,Lägenhet,,0
Ångaren Ediths gata 5,Göteborgs kommun,Sannegårdshamnen,42.0,1.0,2468.0,2850000.0,2022-02-11,0.0,67857.0,Lägenhet,,0
Övralidsgatan 17,Göteborgs kommun,Hisings Backa,80.0,3.0,5263.0,2070000.0,2022-02-10,4.0,25875.0,Lägenhet,,0
Uppegårdsvägen 43,Göteborgs kommun,Grimmered,116.0,5.0,,6835000.0,2022-02-10,17.0,58922.0,Radhus,62.0,0
Brygghusvägen 23,Göteborgs kommun,Torslanda - Björlanda,75.0,3.0,4066.0,3650000.0,2022-02-10,6.0,48667.0,Lägenhet,,0
Helmutsrogatan 3 A,Göteborgs kommun,Almedal,38.0,1.0,2167.0,2300000.0,2022-02-10,10.0,60526.0,Lägenhet,,0
Mölndalsvägen 37,Göteborgs kommun,Almedal,65.5,2.0,3134.0,3440000.0,2022-02-10,16.0,52519.0,Lägenhet,,0
Godhemsgatan 3E,Göteborgs kommun,Kungsladugård,78.0,3.0,3866.0,5780000.0,2022-02-10,17.0,74103.0,Lägenhet,,0
Legendgatan 5,Göteborgs kommun,Hisings Backa,79.0,3.0,5611.0,2225000.0,2022-02-10,3.0,28165.0,Lägenhet,,0
Storhöjdsgatan 19,Göteborgs kommun,Strömmensberg,43.0,2.0,2249.0,2650000.0,2022-02-10,6.0,61628.0,Lägenhet,,0
Västra Stillestorpsgatan 9,Göteborgs kommun,Brämaregården,32.9,1.0,2643.0,1650000.0,2022-02-10,3.0,50152.0,Lägenhet,,0
Träringen 53,Göteborgs kommun,Björkekärr,53.5,2.0,3659.0,2625000.0,2022-02-10,5.0,49065.0,Lägenhet,,0
Fjällgatan 3J,Göteborgs kommun,Gamla Masthugget,40.0,2.0,2777.0,3100000.0,2022-02-10,11.0,77500.0,Lägenhet,,0
Nolehultsvägen 3,Göteborgs kommun,Tuve,61.0,2.0,3470.0,2650000.0,2022-02-10,,43443.0,Lägenhet,,0
Valthornsgatan 6,Göteborgs kommun,Västra Frölunda,54.0,2.0,3256.0,2650000.0,2022-02-10,0.0,49074.0,Lägenhet,,0
Snövädersgatan 9,Göteborgs kommun,Biskopsgården,65.0,3.0,3778.0,1600000.0,2022-02-10,0.0,24615.0,Lägenhet,,0
Arvid Lindmansgatan 17B,Göteborgs kommun,Centrala Hisingen,63.0,3.0,3721.0,2250000.0,2022-02-10,5.0,35714.0,Lägenhet,,0
Famngatan 34,Göteborgs kommun,Högsbo,70.0,3.0,4564.0,3350000.0,2022-02-10,0.0,47857.0,Lägenhet,,0
Astris Gata 76,Göteborgs kommun,Eriksberg,62.0,2.5,3128.0,3425000.0,2022-02-10,7.0,55242.0,Lägenhet,,0
Västra Stillestorpsgatan 17,Göteborgs kommun,Ramberget,96.5,4.0,6712.0,3435000.0,2022-02-10,4.0,35596.0,Lägenhet,,0
Ånäsvägen 8A,Göteborgs kommun,Bagaregården,50.5,2.0,3977.0,3000000.0,2022-02-10,18.0,59406.0,Lägenhet,,0
Slätten 4B,Göteborgs kommun,Lunden,67.0,3.0,4465.0,3350000.0,2022-02-10,12.0,50000.0,Lägenhet,,0
Amiralitetsgatan 9B,Göteborgs kommun,Majorna,56.0,2.0,3221.0,3800000.0,2022-02-10,21.0,67857.0,Lägenhet,,0
Bredängen 1,Göteborgs kommun,Billdal - Skintebo,130.0,6.0,,6775000.0,2022-02-10,5.0,52115.0,Radhus,18.0,0
Lillekärr Södra 184,Göteborgs kommun,Hisings Kärra,62.0,2.0,3937.0,1965000.0,2022-02-10,4.0,31694.0,Lägenhet,,0
Akkas gata 2,Göteborgs kommun,Backa,62.5,2.0,4643.0,1925000.0,2022-02-10,7.0,30800.0,Lägenhet,,0
Fridkullagatan 17C,Göteborgs kommun,Johanneberg,54.5,2.0,3405.0,3300000.0,2022-02-10,,60550.0,Lägenhet,,0
Banehagsgatan 18,Göteborgs kommun,Klippan,70.0,3.0,3471.0,5575000.0,2022-02-10,24.0,79643.0,Lägenhet,,0
Nilssonsberg 26,Göteborgs kommun,Linnéstaden,91.3,2.5,4258.0,4750000.0,2022-02-10,7.0,52026.0,Lägenhet,,0
Brynolfsgatan 3B,Göteborgs kommun,Johanneberg Almedal,55.2,2.0,3488.0,3000000.0,2022-02-10,12.0,54348.0,Lägenhet,,0
Borstbindaregatan 7,Göteborgs kommun,Centrala Hisingen,54.0,2.0,3353.0,2650000.0,2022-02-10,3.0,49074.0,Lägenhet,,0
Nordhemsgatan 45C,Göteborgs kommun,Linnéstaden,36.0,1.5,2029.0,3400000.0,2022-02-10,15.0,94444.0,Lägenhet,,0
Kransen 4F,Göteborgs kommun,Strömmensberg,55.5,2.0,3485.0,2460000.0,2022-02-10,24.0,44324.0,Lägenhet,,0
Smörgatan 18,Göteborgs kommun,Kallebäck,88.0,3.5,5944.0,3875000.0,2022-02-10,11.0,44034.0,Lägenhet,,0
Lill-Edvards väg 9,Göteborgs kommun,Torslanda Tumlehed,,,,5900000.0,2022-02-10,31.0,,Tomt,0.0,0
Enekullegatan 12B,Göteborgs kommun,Centrala Hisingen,47.0,2.0,3779.0,2000000.0,2022-02-10,6.0,42553.0,Lägenhet,,0
Sägengatan 66,Göteborgs kommun,Hisings Backa,33.4,1.0,2865.0,1410000.0,2022-02-10,18.0,42216.0,Lägenhet,,0
Aschebergsgatan 7A,Göteborgs kommun,Vasastaden,33.0,1.0,1136.0,2950000.0,2022-02-10,,89394.0,Lägenhet,,0
Framnäsgatan 10,Göteborgs kommun,Johanneberg Almedal,37.0,1.0,2408.0,2520000.0,2022-02-10,5.0,68108.0,Lägenhet,,0
Fjärde Långgatan 25,Göteborgs kommun,Linné,61.1,3.0,3147.0,3900000.0,2022-02-10,6.0,63830.0,Lägenhet,,0
Björcksgatan 32A,Göteborgs kommun,Kålltorp,53.0,2.0,3163.0,2650000.0,2022-02-10,6.0,50000.0,Lägenhet,,0
Storkgatan 4B,Göteborgs kommun,Bagaregården,35.8,1.0,2346.0,2400000.0,2022-02-10,15.0,67039.0,Lägenhet,,0
Övre Husargatan 25 A,Göteborgs kommun,Linnéstaden,207.0,6.0,9872.0,12250000.0,2022-02-10,0.0,59179.0,Lägenhet,,0
Klarinettgatan 9,Göteborgs kommun,Västra Frölunda,81.0,4.0,4929.0,3800000.0,2022-02-10,10.0,46914.0,Lägenhet,,0
Regnvädersgatan 22,Göteborgs kommun,Biskopsgården,65.5,3.0,3861.0,1790000.0,2022-02-10,0.0,27328.0,Lägenhet,,0
Birkagatan 43 A,Göteborgs kommun,Örgryte,36.0,1.0,2782.0,2435000.0,2022-02-09,16.0,67639.0,Lägenhet,,0
Salviadalen 32,Göteborgs kommun,Angered - Gårdsten,70.0,3.0,5115.0,1575000.0,2022-02-09,5.0,22500.0,Lägenhet,,0
Övralidsgatan 25,Göteborgs kommun,Hisings Backa,60.0,2.0,3714.0,1500000.0,2022-02-09,25.0,25000.0,Lägenhet,,0
Ångaren Indias gata 10,Göteborgs kommun,Sannegårdshamnen,59.5,2.0,4899.0,3600000.0,2022-02-09,9.0,60504.0,Lägenhet,,0
Långströmsgatan 4D,Göteborgs kommun,Centrala Hisingen,53.0,2.0,2929.0,2250000.0,2022-02-09,3.0,42453.0,Lägenhet,,0
Ekebygatan 20,Göteborgs kommun,Hisings Backa,74.3,3.0,5360.0,1980000.0,2022-02-09,4.0,26649.0,Lägenhet,,0
Mandolingatan 5,Göteborgs kommun,Högsbo,83.0,4.0,4332.0,3300000.0,2022-02-09,10.0,39759.0,Lägenhet,,0
Seglaregatan 10,Göteborgs kommun,Majorna,53.3,2.0,4279.0,2800000.0,2022-02-09,12.0,52533.0,Lägenhet,,0
Sanatoriegatan 29A,Göteborgs kommun,Kålltorp,94.0,3.5,4189.0,5900000.0,2022-02-09,-2.0,62766.0,Lägenhet,,0
Stampgatan 66,Göteborgs kommun,Stampen,63.0,2.0,2965.0,3350000.0,2022-02-09,0.0,53175.0,Lägenhet,,0
Långängen 10,Göteborgs kommun,Kvillebäcken,55.0,2.0,3490.0,2860000.0,2022-02-09,6.0,52000.0,Lägenhet,,0
Hinderbanan 20,Göteborgs kommun,Kviberg,74.0,3.0,3542.0,4220000.0,2022-02-09,8.0,57027.0,Lägenhet,,0
Lambergsgatan 1A,Göteborgs kommun,Övre Eriksberg,49.0,2.0,3239.0,1800000.0,2022-02-09,1.0,36735.0,Lägenhet,,0
Paradisgatan 20,Göteborgs kommun,Masthugget,74.5,2.0,4116.0,3750000.0,2022-02-09,8.0,50336.0,Lägenhet,,0
Marbogatan 4A,Göteborgs kommun,Gamlestaden,34.5,1.0,2682.0,1775000.0,2022-02-09,9.0,51449.0,Lägenhet,,0
Tenorgatan 12,Göteborgs kommun,Flatås,61.2,2.0,3731.0,2550000.0,2022-02-09,9.0,41667.0,Lägenhet,,0
Tynneredsvägen 11,Göteborgs kommun,Önnered,189.0,9.0,,7455000.0,2022-02-09,10.0,39444.0,Villa,123.0,0
Mölndalsvägen 31,Göteborgs kommun,Almedal,81.5,3.0,3737.0,4470000.0,2022-02-09,6.0,54847.0,Lägenhet,,0
Andra långgatan 8B,Göteborgs kommun,Linnéstaden,71.0,3.0,3706.0,5100000.0,2022-02-09,16.0,71831.0,Lägenhet,,0
Långströmsgatan 38D,Göteborgs kommun,Göteborg – Hisingen,30.0,1.0,2298.0,1350000.0,2022-02-09,4.0,45000.0,Lägenhet,,0
Ångaren Indias gata 9,Göteborgs kommun,Sannegården,70.0,2.5,4126.0,4170000.0,2022-02-09,10.0,59571.0,Lägenhet,,0
Långängen 7,Göteborgs kommun,Centrala Hisingen - Kvillebäcken,37.0,2.0,2295.0,2445000.0,2022-02-09,11.0,66081.0,Lägenhet,,0
Sveagatan 5,Göteborgs kommun,Linnéstaden,40.8,1.0,1764.0,3150000.0,2022-02-09,0.0,77206.0,Lägenhet,,0
Penselgatan 10,Göteborgs kommun,Kvillebäcken,94.0,3.0,4899.0,5600000.0,2022-02-09,,59574.0,Lägenhet,,0
Skillnadsgatan 58A,Göteborgs kommun,Örgryte,48.0,2.0,3484.0,2920000.0,2022-02-09,6.0,60833.0,Lägenhet,,0
Sixten Camps Gata 14,Göteborgs kommun,Nya Gårda,68.0,3.0,3403.0,4175000.0,2022-02-09,8.0,61397.0,Lägenhet,,0
Svängrumsgatan 38,Göteborgs kommun,Flatås,76.5,3.0,3995.0,2925000.0,2022-02-09,5.0,38235.0,Lägenhet,,0
Miragatan 1,Göteborgs kommun,Sannegårdshamnen,146.0,3.0,8941.0,7900000.0,2022-02-09,0.0,54110.0,Lägenhet,,0
Chapmansgatan 2,Göteborgs kommun,Majorna,96.0,4.0,4205.0,6100000.0,2022-02-09,28.0,63542.0,Lägenhet,,0
Monsungatan 92A,Göteborgs kommun,Eriksberg,88.0,4.0,3652.0,6960000.0,2022-02-09,7.0,79091.0,Lägenhet,,0
Hedåsgatan 20,Göteborgs kommun,Lorensberg,83.0,3.0,3725.0,6500000.0,2022-02-09,0.0,78313.0,Lägenhet,,0
Valthornsgatan 6,Göteborgs kommun,Västra Frölunda,80.0,3.0,4212.0,3900000.0,2022-02-09,3.0,48750.0,Lägenhet,,0
Inägogatan 21K,Göteborgs kommun,Övre Eriksberg,89.3,3.0,4595.0,5250000.0,2022-02-09,22.0,58791.0,Lägenhet,,0
Sjömansgatan 3,Göteborgs kommun,Masthugget,80.9,3.0,4509.0,4930000.0,2022-02-09,20.0,60939.0,Lägenhet,,0
Fyrverkaregatan 5D,Göteborgs kommun,Landala Egnahem,72.5,3.0,4310.0,4640000.0,2022-02-09,17.0,64000.0,Lägenhet,,0
Kungsladugårdsgatan 22B,Göteborgs kommun,Göteborg,40.0,1.0,2502.0,2520000.0,2022-02-09,5.0,63000.0,Lägenhet,,0
Gullrisgatan 5B,Göteborgs kommun,Centrala Hisingen,33.5,1.0,3021.0,1650000.0,2022-02-09,0.0,49254.0,Lägenhet,,0
