address,city,sqr_meter,nr_rooms,rent_month,final_price,sold_date,price_increase,price_sqr_m,housing_type,other_srq,land_area,latitude,longitude,post_code,region
Vidsundsvägen 1E,Göteborgs kommun,,,,7625000.0,2022-03-21,22.0,,Tomt,0.0,0,57.588745,11.9284034, 436 58,Billdal
Hulanvägen 40B,Göteborgs kommun,160.0,5.0,,8950000.0,2022-03-16,3.0,55938.0,Villa,0.0,0,57.5772332,11.9515375, 427 39,Billdal
Klyfteråsen 42,Göteborgs kommun,114.0,5.0,,6705000.0,2022-03-15,14.0,58816.0,Radhus,15.0,0,57.5947546,11.9365707, 427 36,Billdal
Berguven 30,Göteborgs kommun,54.4,2.0,3040.0,2980000.0,2022-03-12,0.0,54779.0,Lägenhet,,0,57.59721235,11.952759525465687, 436 53,Billdal
Gaterseredsvägen 51,Göteborgs kommun,168.0,5.0,,7980000.0,2022-03-07,8.0,47500.0,Villa,10.0,0,57.5653305,11.96697867917917, 429 32,Billdal
Uggledalsvägen 73,Göteborgs kommun,124.0,4.0,6289.0,6000000.0,2022-03-07,3.0,48387.0,Lägenhet,,0,57.5903706,11.9552798, 436 53,Billdal
Sjöbackevägen 18,Göteborgs kommun,67.0,3.0,3726.0,3650000.0,2022-03-05,3.0,54478.0,Lägenhet,,0,57.5675224,11.9403751, 427 39,Billdal
Sjöbackevägen 18,Göteborgs kommun,74.0,3.0,4018.0,4500000.0,2022-02-11,-3.0,60811.0,Lägenhet,,0,57.5675224,11.9403751, 427 39,Billdal
Hovås pilbladsstig 13,Göteborgs kommun,112.0,6.0,,7225000.0,2022-03-03,6.0,64509.0,Radhus,64.0,0,57.6014973,11.9586035, 436 53,Billdal
Billdals sommarväg 17,Göteborgs kommun,238.0,8.0,,11500000.0,2022-03-02,2.0,48319.0,Villa,15.0,0,57.562834800000005,11.940346049999992, 427 37,Billdal
Letsegårdsstigen 10,Göteborgs kommun,177.0,6.0,,10225000.0,2022-03-02,10.0,57768.0,Villa,26.0,0,57.5792455,11.9623749, 427 39,Billdal
Berguven 6,Göteborgs kommun,65.0,3.0,3435.0,4300000.0,2022-03-01,,66154.0,Lägenhet,,0,57.5963594,11.9516807980426, 436 53,Billdal
Sjöbackevägen 24,Göteborgs kommun,103.0,4.0,5228.0,5100000.0,2022-02-28,9.0,49515.0,Lägenhet,,0,57.5675198,11.9391901, 427 39,Billdal
Hovås rönnbärsgång 2,Göteborgs kommun,120.0,4.0,,6950000.0,2022-02-21,5.0,57917.0,Radhus,0.0,0,57.5960175,11.9595528, 436 53,Billdal
Bredängen 1,Göteborgs kommun,130.0,6.0,,6775000.0,2022-02-10,5.0,52115.0,Radhus,18.0,0,57.5880027,11.9382483, 427 36,Billdal
Holmbacken 3,Göteborgs kommun,74.0,3.0,4875.0,3750000.0,2022-02-07,0.0,50676.0,Lägenhet,,0,57.5901887,11.937601100379464, 427 36,Billdal
Sjöbacken 3,Göteborgs kommun,82.0,3.0,6088.0,3200000.0,2022-02-07,8.0,39024.0,Lägenhet,,0,57.56937375,11.941090410761586, 427 39,Billdal
Berguven 12,Göteborgs kommun,87.0,3.0,4585.0,5100000.0,2022-02-07,4.0,58621.0,Lägenhet,,0,57.5963287,11.949958678157241, 436 53,Billdal
Uggleberget 24,Göteborgs kommun,95.0,4.0,5158.0,7400000.0,2022-05-06,3.0,77895.0,Lägenhet,,0,57.596371700000006,11.953127679016466, 436 53,Billdal
Arvid Lindmansgatan 25F,Göteborgs kommun,54.0,2.0,3322.0,1835000.0,2022-05-05,5.0,33981.0,Lägenhet,,0,57.730901,11.921506, 417 26,Slättadamm
Arvid lindmansgatan 25F,Göteborgs kommun,54.0,2.0,3322.0,2310000.0,2022-03-24,7.0,42778.0,Lägenhet,,0,57.730901,11.921506, 417 26,Slättadamm
Scholandersgatan 7B,Göteborgs kommun,58.7,2.5,4065.0,2400000.0,2022-04-28,12.0,40886.0,Lägenhet,,0,57.7309803,11.9293889, 417 26,Slättadamm
Toleredsgatan 15,Göteborgs kommun,54.5,2.0,4382.0,1975000.0,2022-04-28,0.0,36239.0,Lägenhet,,0,57.73178555,11.923685899999999, 417 27,Slättadamm
Kamomillvägen 25,Göteborgs kommun,62.0,2.0,4095.0,2800000.0,2022-04-27,0.0,45161.0,Lägenhet,,0,57.7324615,11.9418469, 417 19,Slättadamm
Arvid Lindmansgatan 19D,Göteborgs kommun,63.0,3.0,3736.0,2520000.0,2022-04-27,5.0,40000.0,Lägenhet,,0,57.7296356,11.9250563, 417 26,Slättadamm
Slättadammsgatan 7D,Göteborgs kommun,58.2,2.0,4760.0,1795000.0,2022-04-26,6.0,30842.0,Lägenhet,,0,57.7313793,11.9286712, 417 26,Slättadamm
Karl Staaffsgatan 22C,Göteborgs kommun,51.0,2.0,3152.0,1610000.0,2022-04-14,7.0,31569.0,Lägenhet,,0,57.7315924,11.9215524, 417 26,Slättadamm
Scholandersgatan 2,Göteborgs kommun,46.0,2.0,2961.0,2200000.0,2022-04-14,13.0,47826.0,Lägenhet,,0,57.7298112,11.932273173825504, 417 27,Slättadamm
Lupinvägen 10,Göteborgs kommun,120.0,4.0,6530.0,5550000.0,2022-04-12,,46250.0,Radhus,0.0,0,57.7312649,11.9414454, 417 19,Slättadamm
Växthusvägen 38,Göteborgs kommun,77.5,3.0,4500.0,4310000.0,2022-04-12,11.0,55613.0,Lägenhet,,0,57.7324787,11.9403553, 417 19,Slättadamm
Arvid Lindmansgatan 21G,Göteborgs kommun,53.5,2.0,3300.0,2300000.0,2022-04-12,2.0,42991.0,Lägenhet,,0,57.7300776,11.9233736, 417 26,Slättadamm
Karl Staaffsgatan 14A,Göteborgs kommun,53.0,2.0,3269.0,1940000.0,2022-04-07,18.0,36604.0,Lägenhet,,0,57.7299362,11.9259065, 417 26,Slättadamm
Toleredsgatan 21,Göteborgs kommun,53.0,2.0,4261.0,1995000.0,2022-03-30,0.0,37642.0,Lägenhet,,0,57.7314305,11.925557201863871, 417 27,Slättadamm
Taklöksvägen 4,Göteborgs kommun,78.0,3.0,3800.0,3950000.0,2022-03-29,10.0,50641.0,Lägenhet,,0,57.7310596,11.938730194065574, 417 19,Slättadamm
Toleredsgatan 19,Göteborgs kommun,53.0,2.0,4198.0,1895000.0,2022-03-24,0.0,35755.0,Lägenhet,,0,57.7315117,11.924954, 417 27,Slättadamm
Toleredsgatan 19,Göteborgs kommun,54.5,2.0,4214.0,1850000.0,2022-02-18,0.0,33945.0,Lägenhet,,0,57.7315117,11.924954, 417 27,Slättadamm
Toleredsgatan 16A,Göteborgs kommun,64.0,3.0,5142.0,2800000.0,2022-03-22,23.0,43750.0,Lägenhet,,0,57.7319136,11.9241047, 417 27,Slättadamm
Toleredsgatan 18C,Göteborgs kommun,64.0,3.0,5142.0,2350000.0,2022-02-21,7.0,36719.0,Lägenhet,,0,57.7319136,11.9241047, 417 27,Slättadamm
Solslättsvägen 20,Göteborgs kommun,131.0,5.0,6239.0,6380000.0,2022-03-18,16.0,48702.0,Radhus,0.0,0,57.72978175,11.939710762342285, 417 19,Slättadamm
Bufjällsleden 2C,Göteborgs kommun,56.5,2.0,4382.0,2005000.0,2022-03-14,1.0,35487.0,Lägenhet,,0,57.7322418,11.9250048, 417 27,Slättadamm
Arvid Lindmansgatan 25A,Göteborgs kommun,39.5,1.5,2443.0,1600000.0,2022-02-23,-3.0,40506.0,Lägenhet,,0,57.7311657,11.9221747, 417 26,Slättadamm
Toleredsgatan 26a,Göteborgs kommun,56.5,2.0,4382.0,1970000.0,2022-02-17,1.0,34867.0,Lägenhet,,0,57.7317549,11.925831, 417 27,Slättadamm
Karl Staaffsgatan 16C,Göteborgs kommun,43.0,2.0,2658.0,1750000.0,2022-02-12,9.0,40698.0,Lägenhet,,0,57.7303632,11.9243853, 417 26,Slättadamm
Arvid Lindmansgatan 17B,Göteborgs kommun,63.0,3.0,3721.0,2250000.0,2022-02-10,5.0,35714.0,Lägenhet,,0,57.7293932,11.9253128, 417 26,Slättadamm
Kamomillvägen 51,Göteborgs kommun,120.0,4.0,6732.0,5200000.0,2022-02-08,,43333.0,Radhus,0.0,0,57.7330265,11.9411019, 417 19,Slättadamm
Arvid Lindmansgatan 23E,Göteborgs kommun,52.0,2.0,3142.0,1900000.0,2022-02-05,6.0,36538.0,Lägenhet,,0,57.7302833,11.9226625, 417 26,Slättadamm
Lindholmsallén 59,Göteborgs kommun,93.0,4.0,5735.0,5600000.0,2022-05-05,,60215.0,Lägenhet,,0,57.7080349,11.9356467, 417 53,Lindholmen
Lindholmsallén 59,Göteborgs kommun,84.0,4.0,5180.0,5200000.0,2022-03-17,5.0,61905.0,Lägenhet,,0,57.7080349,11.9356467, 417 53,Lindholmen
Götaverksgatan 20,Göteborgs kommun,34.5,1.0,2483.0,2700000.0,2022-05-04,10.0,78261.0,Lägenhet,,0,57.7083688,11.9432269, 417 80,Lindholmen
Götaverksgatan 24,Göteborgs kommun,89.0,3.0,4770.0,5600000.0,2022-04-29,,62921.0,Lägenhet,,0,57.7083688,11.9432269, 417 80,Lindholmen
Götaverksgatan 20,Göteborgs kommun,62.0,2.0,3464.0,4460000.0,2022-04-11,12.0,71935.0,Lägenhet,,0,57.7083688,11.9432269, 417 80,Lindholmen
Götaverksgatan 20,Göteborgs kommun,35.0,1.0,2669.0,2550000.0,2022-03-25,6.0,72857.0,Lägenhet,,0,57.7083688,11.9432269, 417 80,Lindholmen
Götaverksgatan 20,Göteborgs kommun,34.5,1.0,2648.0,2650000.0,2022-03-22,11.0,76812.0,Lägenhet,,0,57.7083688,11.9432269, 417 80,Lindholmen
Götaverksgatan 26,Göteborgs kommun,64.5,2.0,3565.0,4040000.0,2022-03-10,6.0,62636.0,Lägenhet,,0,57.7083688,11.9432269, 417 80,Lindholmen
Götaverksgatan 20,Göteborgs kommun,34.5,1.0,2483.0,2450000.0,2022-02-24,7.0,71014.0,Lägenhet,,0,57.7083688,11.9432269, 417 80,Lindholmen
Lindholmsvägen 12,Göteborgs kommun,141.0,5.0,9414.0,4495000.0,2022-04-29,0.0,31879.0,Lägenhet,,0,57.7062911,11.9306753, 417 57,Lindholmen
Lodjursstråket 1,Göteborgs kommun,25.0,1.0,2261.0,2500000.0,2022-04-29,0.0,100000.0,Lägenhet,,0,57.7095787,11.9390091, 402 71,Lindholmen
Lodjursstråket 1,Göteborgs kommun,25.0,1.0,2260.0,2395000.0,2022-04-14,0.0,95800.0,Lägenhet,,0,57.7095787,11.9390091, 402 71,Lindholmen
Lodjursstråket 1,Göteborgs kommun,92.5,3.0,5945.0,10500000.0,2022-04-08,-4.0,113514.0,Lägenhet,,0,57.7095787,11.9390091, 402 71,Lindholmen
Lodjursstråket 1,Göteborgs kommun,79.0,3.0,5368.0,7490000.0,2022-04-07,0.0,94810.0,Lägenhet,,0,57.7095787,11.9390091, 402 71,Lindholmen
Lodjursstråket 1,Göteborgs kommun,55.0,2.0,4126.0,4490000.0,2022-04-01,0.0,81636.0,Lägenhet,,0,57.7095787,11.9390091, 402 71,Lindholmen
Lodjursstråket 1,Göteborgs kommun,79.0,3.0,5368.0,5800000.0,2022-03-06,0.0,73418.0,Lägenhet,,0,57.7095787,11.9390091, 402 71,Lindholmen
Lodjursstråket 1,Göteborgs kommun,32.5,1.0,2646.0,2700000.0,2022-03-01,4.0,83077.0,Lägenhet,,0,57.7095787,11.9390091, 402 71,Lindholmen
Miragatan 1,Göteborgs kommun,65.0,2.0,4180.0,3300000.0,2022-04-27,-6.0,50769.0,Lägenhet,,0,57.7064293,11.9296168, 417 57,Lindholmen
Miragatan 1,Göteborgs kommun,146.0,3.0,8941.0,7900000.0,2022-02-09,0.0,54110.0,Lägenhet,,0,57.7064293,11.9296168, 417 57,Lindholmen
Karlatornet ,Göteborgs kommun,55.0,2.0,4126.0,4350000.0,2022-04-17,-3.0,79091.0,Lägenhet,,0,57.7098346,11.9392996, 402 71,Lindholmen
Karlatornet ,Göteborgs kommun,55.0,2.0,4162.0,4100000.0,2022-04-05,-5.0,74545.0,Lägenhet,,0,57.7098346,11.9392996, 402 71,Lindholmen
Karlatornet ,Göteborgs kommun,48.5,2.0,3782.0,3890000.0,2022-03-10,0.0,80206.0,Lägenhet,,0,57.7098346,11.9392996, 402 71,Lindholmen
Karlatornet ,Göteborgs kommun,48.5,2.0,3785.0,4025000.0,2022-03-04,0.0,82990.0,Lägenhet,,0,57.7098346,11.9392996, 402 71,Lindholmen
Karlatornet ,Göteborgs kommun,48.5,2.0,3782.0,4110000.0,2022-03-03,-6.0,84742.0,Lägenhet,,0,57.7098346,11.9392996, 402 71,Lindholmen
Karlatornet ,Göteborgs kommun,49.0,2.0,3817.0,4980000.0,2022-02-27,2.0,101633.0,Lägenhet,,0,57.7098346,11.9392996, 402 71,Lindholmen
Stenbocksgatan 5,Göteborgs kommun,35.0,1.0,2578.0,2300000.0,2022-04-14,5.0,65714.0,Lägenhet,,0,57.709541,11.9302656, 417 58,Lindholmen
Stenbocksgatan 11,Göteborgs kommun,78.0,3.0,4620.0,4850000.0,2022-04-01,3.0,62179.0,Lägenhet,,0,57.709541,11.9302656, 417 58,Lindholmen
Stenbocksgatan 11,Göteborgs kommun,97.0,4.0,5149.0,5840000.0,2022-03-03,10.0,60206.0,Lägenhet,,0,57.709541,11.9302656, 417 58,Lindholmen
Ceresplatsen 12,Göteborgs kommun,62.0,2.0,2278.0,4500000.0,2022-04-12,,72581.0,Lägenhet,,0,57.7091038,11.928216138177467, 417 58,Lindholmen
Lindholmshamnen 34,Göteborgs kommun,66.0,2.0,3736.0,4150000.0,2022-04-01,,62879.0,Lägenhet,,0,57.7089897,11.9425002, 402 71,Lindholmen
Lindholmshamnen 38,Göteborgs kommun,21.0,1.0,2258.0,3150000.0,2022-03-24,13.0,90000.0,Lägenhet,,0,57.7089897,11.9425002, 402 71,Lindholmen
Lindholmshamnen 38,Göteborgs kommun,30.0,1.0,2016.0,2395000.0,2022-03-04,0.0,79833.0,Lägenhet,,0,57.7089897,11.9425002, 402 71,Lindholmen
Lindholmsallén 53,Göteborgs kommun,52.2,2.0,3379.0,3300000.0,2022-03-31,18.0,63218.0,Lägenhet,,0,57.7081069,11.9364646, 417 53,Lindholmen
Lindholmsallén 53,Göteborgs kommun,52.2,2.0,3379.0,3150000.0,2022-02-04,,60345.0,Lägenhet,,0,57.7081069,11.9364646, 417 53,Lindholmen
Vintergatan 5,Göteborgs kommun,86.0,3.0,3117.0,5400000.0,2022-03-25,10.0,62791.0,Lägenhet,,0,57.7095029,11.9284784, 417 58,Lindholmen
Verkmästaregatan 1,Göteborgs kommun,79.5,3.0,4697.0,4575000.0,2022-03-04,10.0,57547.0,Lägenhet,,0,57.7057287,11.9328055, 417 57,Lindholmen
Hjalmar Brantingsgatan 21C,Göteborgs kommun,74.0,3.0,3836.0,2900000.0,2022-02-25,8.0,39189.0,Lägenhet,,0,57.720352,11.9557188, 417 08,Lindholmen
Ceresplatsen 13,Göteborgs kommun,84.0,3.0,4070.0,5325000.0,2022-02-09,12.0,63393.0,Lägenhet,,0,57.70889105,11.928503495038395, 417 58,Lindholmen
Ceresplatsen 2,Göteborgs kommun,82.0,3.0,3975.0,6820000.0,2022-02-08,14.0,83171.0,Lägenhet,,0,57.7092944,11.9274527, 417 58,Lindholmen
Lindholmsallén 26B,Göteborgs kommun,55.0,2.0,3516.0,3525000.0,2022-05-08,-5.0,64091.0,Lägenhet,,0,57.7105477,11.9423453, 402 71,Lindholmen
Kobbarnas Väg 3,Göteborgs kommun,52.9,2.0,1831.0,3200000.0,2022-05-05,,60491.0,Lägenhet,,0,57.7133164,11.99677877092208, 416 47,Olskroken
Övre Olskroksgatan 20,Göteborgs kommun,91.0,3.0,5288.0,4700000.0,2022-04-29,5.0,51648.0,Lägenhet,,0,57.7194761,12.00231, 416 66,Olskroken
Hökegatan 14,Göteborgs kommun,80.0,3.0,4239.0,4700000.0,2022-04-28,13.0,58750.0,Lägenhet,,0,57.7165383,12.0001042, 416 66,Olskroken
Hökegatan 14,Göteborgs kommun,63.5,2.0,3536.0,3600000.0,2022-03-08,13.0,56693.0,Lägenhet,,0,57.7165383,12.0001042, 416 66,Olskroken
Storkgatan 6K,Göteborgs kommun,54.7,2.0,2814.0,3300000.0,2022-04-25,,60329.0,Lägenhet,,0,57.7212887,12.0057678, 416 69,Olskroken
Storkgatan 4B,Göteborgs kommun,42.1,1.5,2634.0,2510000.0,2022-04-05,12.0,59620.0,Lägenhet,,0,57.7212887,12.0057678, 416 69,Olskroken
Storkgatan 6C,Göteborgs kommun,40.3,1.0,2075.0,2540000.0,2022-03-28,21.0,63027.0,Lägenhet,,0,57.7212887,12.0057678, 416 69,Olskroken
Storkgatan 5B,Göteborgs kommun,64.0,3.0,3176.0,4300000.0,2022-03-25,,67188.0,Lägenhet,,0,57.7212887,12.0057678, 416 69,Olskroken
Storkgatan 7C,Göteborgs kommun,74.0,3.0,3412.0,4620000.0,2022-03-23,17.0,62432.0,Lägenhet,,0,57.7212887,12.0057678, 416 69,Olskroken
Storkgatan 6H,Göteborgs kommun,35.8,1.0,2096.0,2400000.0,2022-03-09,,67039.0,Lägenhet,,0,57.7212887,12.0057678, 416 69,Olskroken
Storkgatan 6F,Göteborgs kommun,55.5,2.0,3069.0,3200000.0,2022-03-03,,57658.0,Lägenhet,,0,57.7212887,12.0057678, 416 69,Olskroken
Storkgatan 4A,Göteborgs kommun,34.0,1.5,2266.0,2600000.0,2022-02-21,13.0,76471.0,Lägenhet,,0,57.7212887,12.0057678, 416 69,Olskroken
Storkgatan 4B,Göteborgs kommun,35.8,1.0,2346.0,2400000.0,2022-02-10,15.0,67039.0,Lägenhet,,0,57.7212887,12.0057678, 416 69,Olskroken
Norra gubberogatan 5,Göteborgs kommun,56.0,2.0,3040.0,3125000.0,2022-04-25,8.0,55804.0,Lägenhet,,0,57.71408705,12.000787050371493, 416 63,Olskroken
Norra Gubberogatan 5,Göteborgs kommun,84.0,3.0,4444.0,4700000.0,2022-03-02,6.0,55952.0,Lägenhet,,0,57.71408705,12.000787050371493, 416 63,Olskroken
Övre Olskroksgatan 6,Göteborgs kommun,67.0,2.0,3536.0,3600000.0,2022-04-22,21.0,53731.0,Lägenhet,,0,57.7181471,12.0013816, 416 66,Olskroken
Övre Olskroksgatan 6,Göteborgs kommun,102.0,4.0,6268.0,4725000.0,2022-02-23,23.0,46324.0,Lägenhet,,0,57.7181471,12.0013816, 416 66,Olskroken
Ånäsvägen 8a,Göteborgs kommun,74.0,3.0,5391.0,4200000.0,2022-04-20,15.0,56757.0,Lägenhet,,0,57.7158092,12.0040426, 416 67,Olskroken
Ånäsvägen 10A,Göteborgs kommun,50.5,2.0,4248.0,2950000.0,2022-02-16,,58416.0,Lägenhet,,0,57.7158092,12.0040426, 416 67,Olskroken
Ånäsvägen 4A,Göteborgs kommun,66.5,3.0,4152.0,4570000.0,2022-02-15,14.0,68722.0,Lägenhet,,0,57.7158092,12.0040426, 416 67,Olskroken
Ånäsvägen 8A,Göteborgs kommun,50.5,2.0,3977.0,3000000.0,2022-02-10,18.0,59406.0,Lägenhet,,0,57.7158092,12.0040426, 416 67,Olskroken
Sparvgatan 7,Göteborgs kommun,39.0,1.5,2492.0,2360000.0,2022-04-14,8.0,60513.0,Lägenhet,,0,57.7192702,12.0040333, 416 67,Olskroken
Sparvgatan 7,Göteborgs kommun,54.0,2.0,2875.0,3400000.0,2022-02-24,,62963.0,Lägenhet,,0,57.7192702,12.0040333, 416 67,Olskroken
Sparvgatan 7,Göteborgs kommun,78.0,3.0,3937.0,4900000.0,2022-02-14,,62821.0,Lägenhet,,0,57.7192702,12.0040333, 416 67,Olskroken
Övre Olskroksgatan 24,Göteborgs kommun,53.0,2.0,3135.0,3100000.0,2022-04-12,,58491.0,Lägenhet,,0,57.7196459,12.0026602, 416 66,Olskroken
Övre Olskroksgatan 24,Göteborgs kommun,52.0,2.0,3002.0,2925000.0,2022-03-02,6.0,56250.0,Lägenhet,,0,57.7196459,12.0026602, 416 66,Olskroken
Övre Olskroksgatan 24,Göteborgs kommun,68.0,3.0,3646.0,3500000.0,2022-02-23,4.0,51471.0,Lägenhet,,0,57.7196459,12.0026602, 416 66,Olskroken
Norra Gubberogatan 11,Göteborgs kommun,38.0,1.0,2642.0,2550000.0,2022-04-09,11.0,67105.0,Lägenhet,,0,57.71364655,12.000184187172678, 416 63,Olskroken
Kobbarnas väg 5,Göteborgs kommun,65.0,2.0,3347.0,3100000.0,2022-03-28,3.0,47692.0,Lägenhet,,0,57.7131569,11.996845036183466, 416 47,Olskroken
Kobbarnas väg 5,Göteborgs kommun,52.0,2.0,2757.0,3100000.0,2022-03-25,,59615.0,Lägenhet,,0,57.7131569,11.996845036183466, 416 47,Olskroken
Norra Gubberogatan 9,Göteborgs kommun,39.0,2.0,2691.0,2610000.0,2022-03-25,5.0,66923.0,Lägenhet,,0,57.71379375,12.000372552526088, 416 63,Olskroken
Övre Olskroksgatan 4,Göteborgs kommun,53.0,2.0,3625.0,3650000.0,2022-03-22,22.0,68868.0,Lägenhet,,0,57.7179164,12.0012431, 416 66,Olskroken
Riddaregatan 19B,Göteborgs kommun,37.0,1.0,2208.0,2200000.0,2022-03-22,0.0,59459.0,Lägenhet,,0,57.7215693,12.0047871, 416 69,Olskroken
Olskroksgatan 25,Göteborgs kommun,50.0,2.0,3283.0,3000000.0,2022-03-08,13.0,60000.0,Lägenhet,,0,57.7179623,12.0007859, 416 66,Olskroken
Hökegatan 16,Göteborgs kommun,63.5,2.0,3536.0,3200000.0,2022-02-26,,50394.0,Lägenhet,,0,57.7163479,12.0002865, 416 66,Olskroken
Mintensgatan 5B,Göteborgs kommun,64.0,3.0,3156.0,4000000.0,2022-02-18,,62500.0,Lägenhet,,0,57.7137453,12.0026711, 416 63,Olskroken
Ejdergatan 2E,Göteborgs kommun,32.0,1.0,2376.0,1990000.0,2022-02-18,3.0,62188.0,Lägenhet,,0,57.7207061,12.003972, 416 69,Olskroken
Övre Olskroksgatan 30,Göteborgs kommun,55.0,2.5,3230.0,3150000.0,2022-02-16,,57273.0,Lägenhet,,0,57.7198793,12.003439, 416 69,Olskroken
Schéelegatan 5B,Göteborgs kommun,41.0,2.0,2779.0,2450000.0,2022-05-05,2.0,59756.0,Lägenhet,,0,57.7096076,12.0028062, 416 60,Lunden
Karlagatan 12A,Göteborgs kommun,62.0,2.0,3794.0,3650000.0,2022-05-05,,58871.0,Lägenhet,,0,57.712522,12.0043597, 416 61,Lunden
Karlagatan 12A,Göteborgs kommun,62.0,2.0,3793.0,3195000.0,2022-04-28,8.0,51532.0,Lägenhet,,0,57.712522,12.0043597, 416 61,Lunden
De Geersgatan 16,Göteborgs kommun,52.5,2.0,3502.0,3150000.0,2022-05-04,7.0,60000.0,Lägenhet,,0,57.7104284,12.0096395, 416 57,Lunden
Stafettgatan 4B,Göteborgs kommun,26.0,1.0,2044.0,2030000.0,2022-05-04,13.0,78077.0,Lägenhet,,0,57.7077254,12.0005155, 415 69,Lunden
Wrangels Trappgata 2,Göteborgs kommun,48.0,1.0,2936.0,2950000.0,2022-04-30,18.0,61458.0,Lägenhet,,0,57.7091957,11.999641, 416 60,Lunden
Kyrkåsgatan 6,Göteborgs kommun,96.0,4.0,4747.0,5950000.0,2022-04-29,0.0,61979.0,Lägenhet,,0,57.7122251,12.021653, 416 54,Lunden
De Geersgatan 18,Göteborgs kommun,73.5,4.0,4634.0,4600000.0,2022-04-28,,62585.0,Lägenhet,,0,57.7100362,12.009492, 416 57,Lunden
Modellörsgatan 4D,Göteborgs kommun,103.0,5.0,5569.0,7250000.0,2022-04-27,12.0,70388.0,Lägenhet,,0,57.7115163,12.0213078, 416 56,Lunden
Räntmästaregatan 23B,Göteborgs kommun,51.0,2.0,3302.0,3190000.0,2022-04-26,7.0,62549.0,Lägenhet,,0,57.7120644,12.0120513, 416 57,Lunden
Räntmästaregatan 28C,Göteborgs kommun,51.0,2.0,3828.0,3160000.0,2022-04-26,,61961.0,Lägenhet,,0,57.711865,12.0125362, 416 57,Lunden
Stenströmsgatan 14C,Göteborgs kommun,92.0,3.0,4031.0,5200000.0,2022-04-21,5.0,56522.0,Lägenhet,,0,57.711951,12.0206355, 416 56,Lunden
Räntmästaregatan 28A,Göteborgs kommun,51.0,2.0,3472.0,2650000.0,2022-04-20,6.0,51961.0,Lägenhet,,0,57.7120806,12.0126708, 416 57,Lunden
Räntmästaregatan 28A,Göteborgs kommun,51.0,2.0,3828.0,3260000.0,2022-04-05,,63922.0,Lägenhet,,0,57.7120806,12.0126708, 416 57,Lunden
Räntmästaregatan 28A,Göteborgs kommun,51.0,2.0,3828.0,3175000.0,2022-02-08,2.0,62255.0,Lägenhet,,0,57.7120806,12.0126708, 416 57,Lunden
Hebegatan 3C,Göteborgs kommun,38.0,1.5,2464.0,2150000.0,2022-04-19,21.0,56579.0,Lägenhet,,0,57.7095236,12.0055597, 416 59,Lunden
Femkampsgatan 6B,Göteborgs kommun,54.0,2.0,4190.0,3100000.0,2022-04-12,,57407.0,Lägenhet,,0,57.7081475,11.9993116, 415 69,Lunden
Femkampsgatan 2A,Göteborgs kommun,54.0,2.0,4075.0,2750000.0,2022-04-10,10.0,50926.0,Lägenhet,,0,57.7078511,11.9986338, 415 69,Lunden
Persgatan 11B,Göteborgs kommun,53.0,2.0,2857.0,3200000.0,2022-04-09,,60377.0,Lägenhet,,0,57.7122842,12.0095443, 416 57,Lunden
Liedstrandsgatan 12,Göteborgs kommun,49.0,2.0,2786.0,3200000.0,2022-04-08,0.0,65306.0,Lägenhet,,0,57.70996,12.008030425579426, 416 59,Lunden
Liedstrandsgatan 12,Göteborgs kommun,54.0,2.0,2611.0,3764000.0,2022-03-29,18.0,69704.0,Lägenhet,,0,57.70996,12.008030425579426, 416 59,Lunden
Liedstrandsgatan 12,Göteborgs kommun,33.0,1.0,2177.0,2650000.0,2022-03-03,,80303.0,Lägenhet,,0,57.70996,12.008030425579426, 416 59,Lunden
Liedstrandsgatan 12,Göteborgs kommun,74.0,3.0,3250.0,5425000.0,2022-03-02,5.0,73311.0,Lägenhet,,0,57.70996,12.008030425579426, 416 59,Lunden
Sergelsgatan 4E,Göteborgs kommun,37.0,1.0,2616.0,2350000.0,2022-04-07,,63514.0,Lägenhet,,0,57.7100654,12.012353, 416 57,Lunden
Femkampsgatan 3A,Göteborgs kommun,37.0,1.0,2951.0,2375000.0,2022-04-03,,64189.0,Lägenhet,,0,57.7077803,11.9992131, 415 69,Lunden
Ulfsparregatan 22,Göteborgs kommun,50.0,2.0,2741.0,3800000.0,2022-04-01,,76000.0,Lägenhet,,0,57.7108233,12.0138407, 416 57,Lunden
Ulfsparregatan 26,Göteborgs kommun,50.0,2.0,2741.0,3500000.0,2022-03-29,10.0,70000.0,Lägenhet,,0,57.7108233,12.0138407, 416 57,Lunden
Ulfsparregatan 26,Göteborgs kommun,50.0,2.0,2741.0,3900000.0,2022-03-03,,78000.0,Lägenhet,,0,57.7108233,12.0138407, 416 57,Lunden
Ulfsparregatan 26,Göteborgs kommun,67.0,3.0,3564.0,4800000.0,2022-02-25,,71642.0,Lägenhet,,0,57.7108233,12.0138407, 416 57,Lunden
Ulfsparregatan 26,Göteborgs kommun,82.0,3.0,4151.0,6400000.0,2022-02-23,,78049.0,Lägenhet,,0,57.7108233,12.0138407, 416 57,Lunden
Ulfsparregatan 22,Göteborgs kommun,57.0,2.0,3016.0,3900000.0,2022-02-03,,68421.0,Lägenhet,,0,57.7108233,12.0138407, 416 57,Lunden
Ulfsparregatan 26,Göteborgs kommun,40.0,1.5,2271.0,3050000.0,2022-02-03,,76250.0,Lägenhet,,0,57.7108233,12.0138407, 416 57,Lunden
