address,city,sqr_meter,nr_rooms,rent_month,final_price,sold_date,price_increase,price_sqr_m,housing_type,other_srq,land_area,latitude,longitude,post_code,region
Räntmästaregatan 25G,Göteborgs kommun,40.5,2.0,2776.0,2835000.0,2022-04-01,,70000.0,Lägenhet,,0,57.7109835,12.0115068, 416 57,Lunden
Ulfsparregatan 9E,Göteborgs kommun,37.0,1.0,2498.0,2230000.0,2022-04-01,13.0,60270.0,Lägenhet,,0,57.7105554,12.0135387, 416 57,Lunden
Sankt Pauligatan 40,Göteborgs kommun,170.0,6.0,3939.0,6500000.0,2022-03-31,0.0,81250.0,Lägenhet,,0,57.7091969,12.0040026, 416 60,Lunden
Sankt Pauligatan 40,Göteborgs kommun,37.0,1.0,1468.0,2520000.0,2022-02-03,27.0,68108.0,Lägenhet,,0,57.7091969,12.0040026, 416 60,Lunden
Wrangelsgatan 2B,Göteborgs kommun,64.0,2.5,4243.0,3350000.0,2022-03-26,12.0,52344.0,Lägenhet,,0,57.7119042,12.0025263, 416 61,Lunden
Karlagatan 10B,Göteborgs kommun,37.0,1.0,2385.0,2475000.0,2022-03-23,15.0,66892.0,Lägenhet,,0,57.712615,12.0042522, 416 61,Lunden
Räntmästaregatan 21D,Göteborgs kommun,51.0,2.0,3546.0,3300000.0,2022-03-18,12.0,64706.0,Lägenhet,,0,57.7126088,12.012392, 416 57,Lunden
Stenströmsgatan 7A,Göteborgs kommun,98.0,3.0,5091.0,4150000.0,2022-03-17,-1.0,42347.0,Lägenhet,,0,57.7118633,12.02157, 416 56,Lunden
Kärralundsgatan 52B,Göteborgs kommun,54.0,2.0,2969.0,2900000.0,2022-03-15,0.0,53704.0,Lägenhet,,0,57.7109447,12.021681, 416 56,Lunden
Sergelsgatan 4B,Göteborgs kommun,37.0,1.0,2551.0,2400000.0,2022-03-14,5.0,64865.0,Lägenhet,,0,57.7103122,12.0125194, 416 57,Lunden
Bielkegatan 13C,Göteborgs kommun,61.7,3.0,3348.0,3860000.0,2022-03-10,7.0,62561.0,Lägenhet,,0,57.712107,12.0104404, 416 57,Lunden
Bielkegatan 13B,Göteborgs kommun,53.0,2.0,2891.0,3225000.0,2022-03-04,12.0,60849.0,Lägenhet,,0,57.7122122,12.010458, 416 57,Lunden
Karlagatan 26B,Göteborgs kommun,78.0,3.5,4450.0,3800000.0,2022-02-28,0.0,48718.0,Lägenhet,,0,57.7113404,12.0040976, 416 61,Lunden
Bergsträdgården 4,Göteborgs kommun,132.0,5.0,,8600000.0,2022-02-26,-2.0,65152.0,Radhus,15.0,0,57.7096597,12.00099572314217, 416 60,Lunden
Karlagatan 12B,Göteborgs kommun,62.0,3.0,3494.0,3870000.0,2022-02-24,18.0,62419.0,Lägenhet,,0,57.7124248,12.0044721, 416 61,Lunden
Stenströmsgatan 10,Göteborgs kommun,45.0,2.0,3447.0,1900000.0,2022-02-24,-5.0,42222.0,Lägenhet,,0,57.7112323,12.020242303461291, 416 56,Lunden
Göketorpsgatan 21,Göteborgs kommun,100.0,4.0,5771.0,6550000.0,2022-02-23,17.0,65500.0,Lägenhet,,0,57.7098516,12.0193801, 416 56,Lunden
Femkampsgatan 1B,Göteborgs kommun,37.0,1.0,2951.0,2220000.0,2022-02-21,,60000.0,Lägenhet,,0,57.7077167,11.9990553, 415 69,Lunden
Lilla Kärralundsgatan 15A,Göteborgs kommun,77.5,3.5,4141.0,5000000.0,2022-02-18,1.0,64516.0,Lägenhet,,0,57.7114235,12.0173592, 416 56,Lunden
Persgatan 2B,Göteborgs kommun,34.0,1.0,2418.0,2150000.0,2022-02-18,3.0,63235.0,Lägenhet,,0,57.7136418,12.0101546, 416 57,Lunden
Sergelsgatan 4F,Göteborgs kommun,37.0,1.0,2706.0,2450000.0,2022-02-17,18.0,66216.0,Lägenhet,,0,57.7099791,12.0122956, 416 57,Lunden
Nobelgatan 25D,Göteborgs kommun,48.0,1.5,3498.0,2610000.0,2022-02-15,-3.0,54375.0,Lägenhet,,0,57.7135045,12.0123894, 416 57,Lunden
Torkelsgatan 5,Göteborgs kommun,56.1,2.0,3334.0,3630000.0,2022-02-14,21.0,64706.0,Lägenhet,,0,57.7119391,12.0082588, 416 59,Lunden
Liedstrandsgatan 1C,Göteborgs kommun,79.0,3.0,3718.0,4250000.0,2022-02-14,,53797.0,Lägenhet,,0,57.7112757,12.0081424, 416 59,Lunden
Liedstrandsgatan 1A,Göteborgs kommun,33.0,1.5,1567.0,2500000.0,2022-02-11,16.0,75758.0,Lägenhet,,0,57.7111135,12.0081083, 416 59,Lunden
Slätten 4B,Göteborgs kommun,67.0,3.0,4465.0,3350000.0,2022-02-10,12.0,50000.0,Lägenhet,,0,57.7110143,12.0018409, 416 60,Lunden
Utjordsgatan 10,Göteborgs kommun,58.0,2.0,2930.0,2800000.0,2022-02-07,,48276.0,Lägenhet,,0,57.7122773,12.0201277, 416 56,Lunden
Kärralundsgatan 65B,Göteborgs kommun,75.0,3.0,3579.0,4225000.0,2022-02-04,,56333.0,Lägenhet,,0,57.7106068,12.0230749, 416 56,Lunden
De Geersgatan 2,Göteborgs kommun,52.5,2.0,3452.0,3000000.0,2022-02-03,4.0,57143.0,Lägenhet,,0,57.7115288,12.0098609, 416 57,Lunden
Räntmästaregatan 26A,Göteborgs kommun,60.0,3.0,4755.0,3925000.0,2022-02-03,,65417.0,Lägenhet,,0,57.7129009,12.0131991, 416 57,Lunden
Ulfsparregatan 11D,Göteborgs kommun,48.5,2.0,3398.0,3120000.0,2022-05-05,16.0,64330.0,Lägenhet,,0,57.7098672,12.0130646, 416 57,Lunden
Hjäleviken 8B,Göteborgs kommun,57.0,2.0,3162.0,2800000.0,2022-05-05,4.0,49123.0,Lägenhet,,0,57.6194824,11.7732258, 430 84,Södra Skärgården
Vassdalsvägen 14A,Göteborgs kommun,90.0,4.0,4180.0,4700000.0,2022-04-27,-3.0,52222.0,Lägenhet,,0,57.6499485,11.7757277, 430 85,Södra Skärgården
Styrsö tångenväg 55,Göteborgs kommun,108.0,7.0,,4500000.0,2022-03-21,-4.0,41667.0,Villa,108.0,0,57.61784005,11.777760938982741, 430 84,Södra Skärgården
Lotta Svärdsgatan 3B,Göteborgs kommun,41.4,2.0,2966.0,1855000.0,2022-05-05,6.0,44807.0,Lägenhet,,0,57.7336668,12.0197062, 415 05,Gamlestaden
Lotta Svärdsgatan 3d,Göteborgs kommun,41.4,2.0,2812.0,1900000.0,2022-02-14,9.0,45894.0,Lägenhet,,0,57.7336668,12.0197062, 415 05,Gamlestaden
Björnekärrsgatan 6C,Göteborgs kommun,58.0,2.0,3372.0,2425000.0,2022-05-04,6.0,41810.0,Lägenhet,,0,57.7328204,12.0196976, 415 05,Gamlestaden
Björnekärrsgatan 6C,Göteborgs kommun,58.0,2.0,3372.0,2400000.0,2022-04-11,7.0,41379.0,Lägenhet,,0,57.7328204,12.0196976, 415 05,Gamlestaden
Kadettgatan 3,Göteborgs kommun,92.0,4.0,5472.0,4400000.0,2022-05-03,,47826.0,Lägenhet,,0,57.7320241,12.0261043, 415 26,Gamlestaden
Batterigatan 11A,Göteborgs kommun,37.0,1.0,3085.0,1850000.0,2022-04-29,3.0,50000.0,Lägenhet,,0,57.7317733,12.0149955, 415 01,Gamlestaden
Batterigatan 11C,Göteborgs kommun,52.0,2.0,3559.0,2350000.0,2022-04-14,8.0,45192.0,Lägenhet,,0,57.7317733,12.0149955, 415 01,Gamlestaden
Batterigatan 7D,Göteborgs kommun,57.0,2.0,3320.0,2700000.0,2022-04-04,10.0,47368.0,Lägenhet,,0,57.7317733,12.0149955, 415 01,Gamlestaden
Batterigatan 7C,Göteborgs kommun,38.0,1.0,2360.0,1870000.0,2022-03-12,4.0,49211.0,Lägenhet,,0,57.7317733,12.0149955, 415 01,Gamlestaden
Batterigatan 11C,Göteborgs kommun,37.0,1.0,2728.0,1860000.0,2022-03-09,5.0,50270.0,Lägenhet,,0,57.7317733,12.0149955, 415 01,Gamlestaden
Batterigatan 6A,Göteborgs kommun,28.0,1.0,1641.0,1800000.0,2022-03-03,3.0,64286.0,Lägenhet,,0,57.7317733,12.0149955, 415 01,Gamlestaden
Batterigatan 1A,Göteborgs kommun,53.0,2.0,2300.0,2460000.0,2022-02-24,18.0,46415.0,Lägenhet,,0,57.7317733,12.0149955, 415 01,Gamlestaden
Björnekärrsgatan 6D,Göteborgs kommun,39.0,1.0,2586.0,1930000.0,2022-04-27,8.0,49487.0,Lägenhet,,0,57.7328981,12.0197188, 415 05,Gamlestaden
Soldathemsgatan 28,Göteborgs kommun,46.0,2.0,3112.0,2350000.0,2022-04-26,2.0,51087.0,Lägenhet,,0,57.7329784,12.0298063, 415 28,Gamlestaden
Soldathemsgatan 15,Göteborgs kommun,80.0,3.0,4816.0,3750000.0,2022-04-23,9.0,46875.0,Lägenhet,,0,57.7329784,12.0298063, 415 28,Gamlestaden
Ordonnansgatan 3,Göteborgs kommun,89.0,4.0,4392.0,4700000.0,2022-04-26,18.0,52809.0,Lägenhet,,0,57.7323728,12.0267883, 415 26,Gamlestaden
Ordonnansgatan 3,Göteborgs kommun,47.0,2.0,2783.0,2550000.0,2022-02-04,9.0,54255.0,Lägenhet,,0,57.7323728,12.0267883, 415 26,Gamlestaden
Bångegatan 2B,Göteborgs kommun,43.0,2.0,3279.0,2200000.0,2022-04-25,11.0,51163.0,Lägenhet,,0,57.7338803,12.0172331, 415 05,Gamlestaden
Anna Branzells Gata 22,Göteborgs kommun,46.0,2.0,2658.0,2800000.0,2022-04-24,0.0,60870.0,Lägenhet,,0,57.7329131,12.0312, 415 28,Gamlestaden
Anna Branzells Gata 8,Göteborgs kommun,94.5,4.0,5189.0,4800000.0,2022-04-07,5.0,50794.0,Lägenhet,,0,57.7329131,12.0312, 415 28,Gamlestaden
Anna branzells gata 4,Göteborgs kommun,38.5,1.5,2330.0,2250000.0,2022-03-24,8.0,58442.0,Lägenhet,,0,57.7329131,12.0312, 415 28,Gamlestaden
Stockholmsgatan 40F,Göteborgs kommun,35.8,1.0,2250.0,2300000.0,2022-04-21,7.0,64246.0,Lägenhet,,0,57.7235123,12.0088676, 416 69,Gamlestaden
Stockholmsgatan 40P,Göteborgs kommun,64.5,2.0,3791.0,4040000.0,2022-03-27,11.0,62636.0,Lägenhet,,0,57.7235123,12.0088676, 416 69,Gamlestaden
Stockholmsgatan 40B,Göteborgs kommun,40.6,1.0,2494.0,2700000.0,2022-03-18,,66502.0,Lägenhet,,0,57.7235123,12.0088676, 416 69,Gamlestaden
Anna Branzells Gata 20,Göteborgs kommun,74.0,3.0,3720.0,3975000.0,2022-04-19,0.0,53716.0,Lägenhet,,0,57.7334313,12.0321499, 415 28,Gamlestaden
Gamlestadstorget 20,Göteborgs kommun,42.0,1.0,3243.0,1985000.0,2022-04-18,-1.0,47262.0,Lägenhet,,0,57.7303282,12.0088325, 415 03,Gamlestaden
Gamlestads Brygga 11,Göteborgs kommun,35.0,1.5,2666.0,2320000.0,2022-04-14,6.0,66286.0,Lägenhet,,0,57.7275558,12.0061213, 415 02,Gamlestaden
Gamlestads Brygga 11,Göteborgs kommun,35.0,1.5,2132.0,2300000.0,2022-02-11,5.0,65714.0,Lägenhet,,0,57.7275558,12.0061213, 415 02,Gamlestaden
Björnekärrsgatan 4A,Göteborgs kommun,61.0,3.0,3733.0,2800000.0,2022-04-12,4.0,45902.0,Lägenhet,,0,57.7322508,12.0201907, 415 05,Gamlestaden
Rustmästaregatan 5,Göteborgs kommun,70.0,3.0,4016.0,3400000.0,2022-04-10,7.0,48571.0,Lägenhet,,0,57.73187735,12.024082999999997, 415 26,Gamlestaden
Rustmästaregatan 5,Göteborgs kommun,46.0,1.5,2931.0,2300000.0,2022-02-25,1.0,50000.0,Lägenhet,,0,57.73187735,12.024082999999997, 415 26,Gamlestaden
Gamlestads Brygga 17,Göteborgs kommun,73.0,3.0,3688.0,4550000.0,2022-04-08,0.0,62329.0,Lägenhet,,0,57.7276513,12.0066592, 415 02,Gamlestaden
Gamlestads Brygga 17,Göteborgs kommun,73.0,3.0,4180.0,4700000.0,2022-04-05,18.0,64384.0,Lägenhet,,0,57.7276513,12.0066592, 415 02,Gamlestaden
Gamlestads Brygga 17,Göteborgs kommun,59.0,2.0,2992.0,3550000.0,2022-03-07,5.0,60169.0,Lägenhet,,0,57.7276513,12.0066592, 415 02,Gamlestaden
Måns Bryntessonsgatan 19A,Göteborgs kommun,51.0,2.0,3795.0,2200000.0,2022-04-08,5.0,43137.0,Lägenhet,,0,57.7340986,12.0081667, 415 03,Gamlestaden
Måns Bryntessonsgatan 15C,Göteborgs kommun,51.0,2.0,3795.0,2125000.0,2022-03-31,7.0,41667.0,Lägenhet,,0,57.7340986,12.0081667, 415 03,Gamlestaden
Vänersborgsgatan 1B,Göteborgs kommun,57.0,2.0,3311.0,3050000.0,2022-04-07,18.0,53509.0,Lägenhet,,0,57.7319405,12.0149365, 415 01,Gamlestaden
Rustmästaregatan 19,Göteborgs kommun,82.0,3.0,4026.0,4000000.0,2022-04-05,9.0,48780.0,Lägenhet,,0,57.7327526,12.0263136, 415 26,Gamlestaden
Gamlestads Brygga 5,Göteborgs kommun,59.0,2.0,2950.0,3350000.0,2022-04-05,2.0,56780.0,Lägenhet,,0,57.7274604,12.0055922, 415 02,Gamlestaden
Gamlestads Brygga 5,Göteborgs kommun,35.0,1.5,2092.0,2350000.0,2022-03-17,3.0,67143.0,Lägenhet,,0,57.7274604,12.0055922, 415 02,Gamlestaden
Gamlestads Brygga 5,Göteborgs kommun,73.0,3.0,4180.0,4345000.0,2022-02-09,-1.0,59521.0,Lägenhet,,0,57.7274604,12.0055922, 415 02,Gamlestaden
Margit halls gata 33,Göteborgs kommun,44.0,2.0,2996.0,2500000.0,2022-04-02,4.0,56818.0,Lägenhet,,0,57.7339044,12.0335962, 415 28,Gamlestaden
Befälsgatan 6,Göteborgs kommun,74.5,3.0,3414.0,2510000.0,2022-04-01,10.0,33691.0,Lägenhet,,0,57.7420971,12.0271567, 415 27,Gamlestaden
Befälsgatan 8,Göteborgs kommun,53.0,2.0,2411.0,2175000.0,2022-03-31,-5.0,41038.0,Lägenhet,,0,57.7420971,12.0271567, 415 27,Gamlestaden
Befälsgatan 4,Göteborgs kommun,57.0,2.0,2643.0,2100000.0,2022-02-19,6.0,36842.0,Lägenhet,,0,57.7420971,12.0271567, 415 27,Gamlestaden
Befälsgatan 6,Göteborgs kommun,53.0,2.0,2490.0,2120000.0,2022-02-16,7.0,40000.0,Lägenhet,,0,57.7420971,12.0271567, 415 27,Gamlestaden
Befälsgatan 10,Göteborgs kommun,57.0,2.0,2685.0,2250000.0,2022-02-04,3.0,39474.0,Lägenhet,,0,57.7420971,12.0271567, 415 27,Gamlestaden
Regementsvägen 4,Göteborgs kommun,59.0,2.0,3955.0,2700000.0,2022-04-01,,45763.0,Lägenhet,,0,57.7361005,12.0256435, 415 27,Gamlestaden
Rustmästaregatan 13,Göteborgs kommun,79.0,3.0,4581.0,3800000.0,2022-03-29,3.0,48101.0,Lägenhet,,0,57.7324041,12.0251777, 415 26,Gamlestaden
Marbogatan 4C,Göteborgs kommun,36.5,1.0,2863.0,1760000.0,2022-03-28,4.0,48219.0,Lägenhet,,0,57.7341929,12.0185214, 415 05,Gamlestaden
Margit Halls Gata 57,Göteborgs kommun,48.0,2.0,2757.0,2675000.0,2022-03-25,8.0,55729.0,Lägenhet,,0,57.7341346,12.0339843, 415 28,Gamlestaden
Margit Halls Gata 57,Göteborgs kommun,34.0,1.0,2217.0,2110000.0,2022-03-15,2.0,62059.0,Lägenhet,,0,57.7341346,12.0339843, 415 28,Gamlestaden
Hinderbanan 14,Göteborgs kommun,102.0,4.0,5594.0,4800000.0,2022-03-24,0.0,47059.0,Lägenhet,,0,57.7339437,12.0276312, 415 28,Gamlestaden
Fanjunkaregatan 2F,Göteborgs kommun,52.0,2.0,3490.0,2250000.0,2022-03-18,13.0,43269.0,Lägenhet,,0,57.7337105,12.0234019, 415 26,Gamlestaden
Ingeborg Hammarskjölds Gata 57,Göteborgs kommun,55.5,2.0,3216.0,3020000.0,2022-03-17,10.0,54414.0,Lägenhet,,0,57.7340484,12.0357886, 415 28,Gamlestaden
Gamlestadstorget 33,Göteborgs kommun,50.0,2.0,3689.0,2300000.0,2022-03-15,7.0,46000.0,Lägenhet,,0,57.7301504,12.0094101, 415 03,Gamlestaden
Ordonnansgatan 5,Göteborgs kommun,80.0,3.5,3956.0,4200000.0,2022-03-15,15.0,52500.0,Lägenhet,,0,57.7321967,12.0269499, 415 26,Gamlestaden
Lars Kaggsgatan 28F,Göteborgs kommun,39.5,2.0,3124.0,2250000.0,2022-03-11,13.0,56962.0,Lägenhet,,0,57.7343459,12.017902, 415 05,Gamlestaden
Kadettgatan 1,Göteborgs kommun,46.5,2.0,2979.0,2630000.0,2022-03-08,2.0,56559.0,Lägenhet,,0,57.7322547,12.0258898, 415 26,Gamlestaden
Hinderbanan 20,Göteborgs kommun,80.0,3.0,3704.0,3975000.0,2022-02-28,7.0,49688.0,Lägenhet,,0,57.7342114,12.0269432, 415 27,Gamlestaden
Hinderbanan 20,Göteborgs kommun,80.0,3.5,3704.0,4180000.0,2022-02-23,8.0,52250.0,Lägenhet,,0,57.7342114,12.0269432, 415 27,Gamlestaden
Hinderbanan 20,Göteborgs kommun,74.0,3.0,3542.0,4220000.0,2022-02-09,8.0,57027.0,Lägenhet,,0,57.7342114,12.0269432, 415 27,Gamlestaden
Ingeborg Hammarskjölds gata 58,Göteborgs kommun,90.5,3.0,4984.0,3900000.0,2022-02-24,6.0,43094.0,Lägenhet,,0,57.7343419,12.0356721, 415 28,Gamlestaden
Generalsgatan 6,Göteborgs kommun,66.0,3.0,3177.0,4020000.0,2022-02-24,9.0,60909.0,Lägenhet,,0,57.7310921,12.0243886, 415 26,Gamlestaden
Generalsgatan 6,Göteborgs kommun,55.0,2.0,3280.0,2600000.0,2022-02-08,9.0,47273.0,Lägenhet,,0,57.7310921,12.0243886, 415 26,Gamlestaden
Generalsgatan 6,Göteborgs kommun,70.0,3.0,4016.0,3000000.0,2022-02-04,0.0,42857.0,Lägenhet,,0,57.7310921,12.0243886, 415 26,Gamlestaden
Ryttaregatan 4A,Göteborgs kommun,51.0,2.0,3795.0,2200000.0,2022-02-23,2.0,43137.0,Lägenhet,,0,57.7335943,12.0104614, 415 03,Gamlestaden
Ryttaregatan 8E,Göteborgs kommun,41.0,1.0,2845.0,1900000.0,2022-02-17,6.0,46341.0,Lägenhet,,0,57.7335943,12.0104614, 415 03,Gamlestaden
Lars kaggsgatan 30A,Göteborgs kommun,55.5,2.0,4181.0,2550000.0,2022-02-22,,45946.0,Lägenhet,,0,57.7338149,12.0187414, 415 05,Gamlestaden
Rustmästaregatan 25,Göteborgs kommun,90.0,3.0,4685.0,4050000.0,2022-02-21,,45000.0,Lägenhet,,0,57.7328073,12.027358, 415 26,Gamlestaden
Anna Branzells Gata 16,Göteborgs kommun,55.0,2.0,2957.0,2850000.0,2022-02-15,10.0,51818.0,Lägenhet,,0,57.7334647,12.0323907, 415 28,Gamlestaden
Konstapelsgatan 3a,Göteborgs kommun,54.5,2.0,3025.0,2740000.0,2022-02-15,14.0,50275.0,Lägenhet,,0,57.7340208,12.0213576, 415 05,Gamlestaden
Gamlestadstorget 35,Göteborgs kommun,85.0,3.0,5413.0,3550000.0,2022-02-14,5.0,41765.0,Lägenhet,,0,57.7300721,12.009031, 415 03,Gamlestaden
Marbogatan 4A,Göteborgs kommun,34.5,1.0,2682.0,1775000.0,2022-02-09,9.0,51449.0,Lägenhet,,0,57.734044,12.0184678, 415 05,Gamlestaden
Nylösegatan 10C,Göteborgs kommun,53.0,2.0,2871.0,2750000.0,2022-02-08,22.0,51887.0,Lägenhet,,0,57.7328992,12.0075403, 415 03,Gamlestaden
Rustmästaregatan 17,Göteborgs kommun,81.0,3.5,3991.0,3800000.0,2022-02-08,4.0,46914.0,Lägenhet,,0,57.7326518,12.025904, 415 26,Gamlestaden
Alivallsgatan 30,Göteborgs kommun,134.0,5.0,,5820000.0,2022-02-07,9.0,43433.0,Radhus,0.0,0,57.7368617,12.0241727, 415 27,Gamlestaden
Artillerigatan 38,Göteborgs kommun,84.0,4.0,4983.0,4200000.0,2022-02-04,5.0,50000.0,Lägenhet,,0,57.7305321,12.0179982, 415 01,Gamlestaden
Ingeborg Hammarskjölds Gata 52,Göteborgs kommun,38.5,1.5,2349.0,2100000.0,2022-02-02,2.0,54545.0,Lägenhet,,0,57.7339863,12.035331, 415 28,Gamlestaden
Gamlestadstorget 43,Göteborgs kommun,67.0,3.0,4547.0,3150000.0,2022-05-05,0.0,47015.0,Lägenhet,,0,57.729526,12.0077883, 415 03,Gamlestaden
Ingeborg Hammarskjölds Gata 56,Göteborgs kommun,35.0,1.0,2136.0,2000000.0,2022-05-06,6.0,57143.0,Lägenhet,,0,57.734305,12.0353312, 415 28,Gamlestaden
Götaholmsgatan 3A,Göteborgs kommun,87.0,3.0,4619.0,3500000.0,2022-05-06,8.0,40230.0,Lägenhet,,0,57.7295579,12.0087196, 415 03,Gamlestaden
Sofiagatan 50C,Göteborgs kommun,72.3,3.0,5192.0,4900000.0,2022-05-05,15.0,67773.0,Lägenhet,,0,57.7203332,12.02032, 416 72,Bagaregården
Sofiagatan 50C,Göteborgs kommun,43.5,2.0,3290.0,2500000.0,2022-04-06,,57471.0,Lägenhet,,0,57.7203332,12.02032, 416 72,Bagaregården
Kransen 2A,Göteborgs kommun,67.2,2.0,4818.0,1950000.0,2022-05-02,0.0,29018.0,Lägenhet,,0,57.72113415,12.017486697165015, 416 72,Bagaregården
Kransen 2A,Göteborgs kommun,82.8,3.0,5908.0,3300000.0,2022-04-12,,39855.0,Lägenhet,,0,57.72113415,12.017486697165015, 416 72,Bagaregården
Kransen 2A,Göteborgs kommun,67.2,2.0,4973.0,2400000.0,2022-04-09,9.0,35714.0,Lägenhet,,0,57.72113415,12.017486697165015, 416 72,Bagaregården
Kransen 2A,Göteborgs kommun,82.8,3.0,5908.0,3000000.0,2022-02-25,8.0,36232.0,Lägenhet,,0,57.72113415,12.017486697165015, 416 72,Bagaregården
Kobergsgatan 12,Göteborgs kommun,38.5,2.0,2655.0,2375000.0,2022-04-29,8.0,61688.0,Lägenhet,,0,57.7205589,12.0165645, 416 71,Bagaregården
Kobergsgatan 14,Göteborgs kommun,40.5,2.0,2890.0,2520000.0,2022-04-27,12.0,62222.0,Lägenhet,,0,57.7205525,12.0163798, 416 71,Bagaregården
Kobergsgatan 25,Göteborgs kommun,56.5,2.0,3198.0,3200000.0,2022-04-20,,56637.0,Lägenhet,,0,57.7202312,12.0137211, 416 71,Bagaregården
Kobergsgatan 19,Göteborgs kommun,56.5,2.0,3198.0,3050000.0,2022-04-14,,53982.0,Lägenhet,,0,57.7206407,12.0136807, 416 71,Bagaregården
Storhöjdsgatan 5B,Göteborgs kommun,46.5,2.0,2675.0,2800000.0,2022-04-11,,60215.0,Lägenhet,,0,57.7200975,12.0174125, 416 71,Bagaregården
Storhöjdsgatan 15,Göteborgs kommun,49.0,2.0,4575.0,2550000.0,2022-04-07,,52041.0,Lägenhet,,0,57.7198799,12.0156447, 416 71,Bagaregården
Storhöjdsgatan 12,Göteborgs kommun,42.9,2.0,2281.0,2580000.0,2022-04-07,3.0,60140.0,Lägenhet,,0,57.7195742,12.015003, 416 71,Bagaregården
Storhöjdsgatan 12,Göteborgs kommun,54.0,2.0,2890.0,3150000.0,2022-04-06,15.0,58333.0,Lägenhet,,0,57.7195742,12.015003, 416 71,Bagaregården
Ottfjällsgatan 1,Göteborgs kommun,48.0,2.0,3562.0,2620000.0,2022-04-05,10.0,54583.0,Lägenhet,,0,57.718279,12.0172007, 416 72,Bagaregården
Kransen 5,Göteborgs kommun,53.0,2.0,3242.0,2795000.0,2022-03-30,0.0,52736.0,Lägenhet,,0,57.7215079,12.019865026104544, 416 72,Bagaregården
Morängatan 12,Göteborgs kommun,47.0,2.0,3373.0,2215000.0,2022-03-28,3.0,47128.0,Lägenhet,,0,57.7205313,12.0176478, 416 71,Bagaregården
Sofiagatan 56K,Göteborgs kommun,57.8,2.0,4263.0,3200000.0,2022-03-23,0.0,55363.0,Lägenhet,,0,57.7206576,12.0213597, 416 72,Bagaregården
Blåhammarsgatan 19,Göteborgs kommun,44.5,2.0,3315.0,2650000.0,2022-03-18,6.0,59551.0,Lägenhet,,0,57.7182141,12.0182754, 416 72,Bagaregården
Frödingsgatan 8C,Göteborgs kommun,55.5,2.0,3485.0,2400000.0,2022-03-16,,43243.0,Lägenhet,,0,57.7220207,12.020301, 416 72,Bagaregården
Storhöjdsgatan 9,Göteborgs kommun,49.0,2.0,3886.0,2750000.0,2022-03-16,17.0,56122.0,Lägenhet,,0,57.7197304,12.0165067, 416 71,Bagaregården
Storhöjdsgatan 2B,Göteborgs kommun,34.8,1.0,2396.0,2400000.0,2022-03-16,14.0,68966.0,Lägenhet,,0,57.7198684,12.0179368, 416 71,Bagaregården
Storhöjdsgatan 6A,Göteborgs kommun,70.0,3.0,5248.0,3910000.0,2022-03-14,19.0,55857.0,Lägenhet,,0,57.7195813,12.0174106, 416 71,Bagaregården
Kransen 4C,Göteborgs kommun,39.0,1.0,2590.0,2400000.0,2022-03-13,,61538.0,Lägenhet,,0,57.7214187,12.0183482, 416 72,Bagaregården
Storhöjdsgatan 11,Göteborgs kommun,43.0,2.0,2743.0,2600000.0,2022-03-11,,60465.0,Lägenhet,,0,57.7194752,12.0158922, 416 71,Bagaregården
Sofiagatan 56J,Göteborgs kommun,44.0,2.0,3201.0,2800000.0,2022-03-09,8.0,63636.0,Lägenhet,,0,57.7205731,12.0212719, 416 72,Bagaregården
Kobergsgatan 11,Göteborgs kommun,68.0,3.0,3680.0,3500000.0,2022-03-03,10.0,51471.0,Lägenhet,,0,57.7208217,12.0143946, 416 71,Bagaregården
Sofiagatan 60E,Göteborgs kommun,39.0,1.0,2508.0,2500000.0,2022-03-02,,64103.0,Lägenhet,,0,57.7211131,12.0211901, 416 72,Bagaregården
Gustavsgatan 84,Göteborgs kommun,90.0,3.0,4699.0,3500000.0,2022-02-25,,38889.0,Lägenhet,,0,57.7239839,12.01915572542849, 416 71,Bagaregården
Kobergsgatan 34,Göteborgs kommun,40.0,2.0,2665.0,2380000.0,2022-02-22,0.0,59500.0,Lägenhet,,0,57.7199003,12.0144451, 416 71,Bagaregården
Kobergsgatan 7,Göteborgs kommun,68.0,3.0,3680.0,3650000.0,2022-02-16,,53676.0,Lägenhet,,0,57.7208371,12.0149234, 416 71,Bagaregården
Storhöjdsgatan 19,Göteborgs kommun,43.0,2.0,2249.0,2650000.0,2022-02-10,6.0,61628.0,Lägenhet,,0,57.7193771,12.0142902, 416 71,Bagaregården
Kransen 4F,Göteborgs kommun,55.5,2.0,3485.0,2460000.0,2022-02-10,24.0,44324.0,Lägenhet,,0,57.72114,12.0180662, 416 72,Bagaregården
Kobergsgatan 20,Göteborgs kommun,45.0,2.0,3161.0,2925000.0,2022-02-08,,65000.0,Lägenhet,,0,57.7205365,12.0158481, 416 71,Bagaregården
Kransen 2B,Göteborgs kommun,81.0,2.0,5704.0,3100000.0,2022-02-07,,38272.0,Lägenhet,,0,57.72123445,12.016886225, 416 72,Bagaregården
Sofiagatan 42A,Göteborgs kommun,21.2,1.0,1275.0,2000000.0,2022-02-06,,94340.0,Lägenhet,,0,57.7197639,12.0189258, 416 72,Bagaregården
Stenbacken 3B,Göteborgs kommun,52.0,2.0,3140.0,2340000.0,2022-02-03,4.0,45000.0,Lägenhet,,0,57.7233804,12.0160932, 416 71,Bagaregården
