address,housing_type,region,city,sqr_meter,nr_rooms,rent_month,final_price,sold_date,price_increase,price_sqr_m,land_area,other_srq,latitude,longitude
Penselgatan 10,Lägenhet,Centrala Hisingen,Göteborgs kommun,55.3,2.0,3465.0,2500000,2022-07-28,-4.0,45208.0,0.0,0.0,57.7236429,11.9492663
Kvillegatan 23,Lägenhet,Kvillebäcken,Göteborgs kommun,30.0,1.0,1565.0,2350000,2022-07-28,12.0,78333.0,0.0,0.0,57.7188183,11.9514389
Skolgatan 7A,Lägenhet,Haga,Göteborgs kommun,77.6,3.0,5942.0,4200000,2022-07-28,6.0,54124.0,0.0,0.0,57.6972357,11.9579416
Teleskopgatan 16,Lägenhet,Bergsjön,Göteborgs kommun,77.0,4.0,6223.0,1350000,2022-07-28,0.0,17532.0,0.0,0.0,57.76014685,12.060952571212123
Briljantgatan 71,Lägenhet,Tynnered,Göteborgs kommun,65.0,2.0,3574.0,1595000,2022-07-27,0.0,24538.0,0.0,0.0,57.6471065,11.9067559
Virginsgatan 20 B,Lägenhet,Kålltorp,Göteborgs kommun,36.0,1.0,2014.0,2090000,2022-07-27,13.0,58056.0,0.0,0.0,57.7112642,12.0281304
Bratteråsgatan 46,Lägenhet,Eriksberg,Göteborgs kommun,62.0,2.0,3556.0,3610000,2022-07-27,-2.0,58226.0,0.0,0.0,57.7049651,11.9136668
Chalmersgatan 18,Lägenhet,Lorensberg,Göteborgs kommun,61.0,2.0,1997.0,3965000,2022-07-27,0.0,65000.0,0.0,0.0,57.6987251,11.9745722
Litteraturgatan 216,Lägenhet,Hisings Backa,Göteborgs kommun,76.0,3.0,4745.0,2550000,2022-07-27,2.0,33553.0,0.0,0.0,57.7498284,11.9805833
Rubingatan 19,Lägenhet,Västra Frölunda,Göteborgs kommun,36.5,1.0,2289.0,1490000,2022-07-27,7.0,40822.0,0.0,0.0,57.6452804,11.9007439
Hjorthagsgatan 3A,Lägenhet,Gamla Masthugget,Göteborgs kommun,41.0,2.0,2839.0,2800000,2022-07-27,4.0,68293.0,0.0,0.0,57.6936395,11.9389857
Fastlagsgatan 17,Lägenhet,Kortedala,Göteborgs kommun,66.5,3.0,5497.0,1495000,2022-07-27,0.0,22481.0,0.0,0.0,57.7552671,12.0307602
Noleredsvägen 9D,Lägenhet,Torslanda,Göteborgs kommun,71.5,3.0,3980.0,2700000,2022-07-27,4.0,37762.0,0.0,0.0,57.7229731,11.7637985
Bildradiogatan 2,Lägenhet,Järnbrott,Göteborgs kommun,55.0,2.0,3999.0,1900000,2022-07-27,-3.0,34545.0,0.0,0.0,57.6586767,11.9322784
Lövskogsgatan 7A,Lägenhet,Guldheden,Göteborgs kommun,62.5,3.0,4063.0,3500000,2022-07-26,6.0,56000.0,0.0,0.0,57.68834,11.9641331
Sjömilsgatan 15,Lägenhet,Flatås,Göteborgs kommun,61.5,2.0,3276.0,2100000,2022-07-26,-4.0,34146.0,0.0,0.0,57.6617386,11.9286885
Bandtraktorgatan 1,Lägenhet,Angered,Göteborgs kommun,31.0,1.0,1947.0,1100000,2022-07-26,0.0,35484.0,0.0,0.0,57.7963013,12.045988798658318
Kusttorget 2,Lägenhet,Majorna,Göteborgs kommun,44.0,1.0,2788.0,2275000,2022-07-26,3.0,51705.0,0.0,0.0,57.6944856,11.9189441
Hovås Allé 9,Lägenhet,Nya Hovås,Göteborgs kommun,41.0,2.0,2738.0,3100000,2022-07-26,6.0,75610.0,0.0,0.0,57.6004582,11.9539867
Östanvindsgatan 7A,Lägenhet,Centrala Hisingen,Göteborgs kommun,42.0,2.0,2714.0,1575000,2022-07-26,-1.0,37500.0,0.0,0.0,57.7235555,11.9316988
Lövskogsgatan 3A,Lägenhet,Guldheden,Göteborgs kommun,51.5,2.0,3520.0,3175000,2022-07-26,0.0,61650.0,0.0,0.0,57.687598,11.9639741
Kalendervägen 49,Lägenhet,Kortedala,Göteborgs kommun,40.0,1.0,2454.0,1300000,2022-07-25,4.0,32500.0,0.0,0.0,57.750322,12.0358746
Hjuviks Bryggväg 50,Lägenhet,Torslanda,Göteborgs kommun,68.0,3.0,4191.0,3850000,2022-07-25,-1.0,56618.0,0.0,0.0,57.7049821,11.7117188
Rambergsvägen 27D,Lägenhet,Centrala Hisingen,Göteborgs kommun,26.0,1.0,1854.0,1600000,2022-07-25,0.0,61538.0,0.0,0.0,57.7166308,11.9305272
Saxofongatan 1,Lägenhet,Västra Frölunda,Göteborgs kommun,28.5,1.0,2291.0,1575000,2022-07-25,-1.0,55263.0,0.0,0.0,57.6605958,11.9200926
Linnégatan 45,,Lägenhet,Linné,Göteborgs kommun,94.0,3.0,4450.0,6100000,2022-07-25,-6.0,64894.0,0.0,0.0,57.693885,11.9519755
Sergelsgatan 3A,Lägenhet,Lunden,Göteborgs kommun,43.5,2.0,3178.0,2700000,2022-07-25,-3.0,62069.0,0.0,0.0,57.7107139,12.0123715
Arvesgärde 11,Lägenhet,Tuve,Göteborgs kommun,65.5,2.0,3783.0,1915000,2022-07-25,4.0,29237.0,0.0,0.0,57.7525157,11.9241558
Turkosgatan 6,Lägenhet,Tynnered,Göteborgs kommun,77.8,3.0,4866.0,1970000,2022-07-25,1.0,25321.0,0.0,0.0,57.6494714,11.8990979
Långströmsgatan 26,Lägenhet,Jättesten,Göteborgs kommun,30.0,1.0,2298.0,1550000,2022-07-25,0.0,51667.0,0.0,0.0,57.72428565,11.90100437972842
Träringen 17,Lägenhet,Björkekärr,Göteborgs kommun,40.0,1.0,2961.0,1950000,2022-07-25,-2.0,48750.0,0.0,0.0,57.7141678,12.0534158
Topasgatan 62,Lägenhet,Tynnered,Göteborgs kommun,70.0,3.0,3959.0,2000000,2022-07-25,8.0,28571.0,0.0,0.0,57.6493935,11.9074059
Norra Skeppspromenaden 9,Lägenhet,Eriksberg,Göteborgs kommun,50.9,2.0,3251.0,2805000,2022-07-25,0.0,55108.0,0.0,0.0,57.70344215,11.92076714619158
Mintensgatan 5A,Lägenhet,Lunden,Göteborgs kommun,48.0,2.0,2430.0,3000000,2022-07-25,5.0,62500.0,0.0,0.0,57.7137731,12.0031112
Sjömilsgatan 7,Lägenhet,Flatås,Göteborgs kommun,76.5,3.0,3155.0,2500000,2022-07-25,2.0,32680.0,0.0,0.0,57.6612074,11.9287914
Kristinehöjdsgatan 7,Lägenhet,Johanneberg,Göteborgs kommun,84.0,3.0,5010.0,5680000,2022-07-25,-1.0,67619.0,0.0,0.0,57.6909964,11.9892828
Lilla Bällskärsgatan 2,Villa,Hisings backa,Göteborgs kommun,221.0,8.0,,7500000,2022-07-25,-3.0,33937.0,1496.2,54.0,57.7405734,11.9862766
Ulfsparregatan 9C,Lägenhet,Lunden,Göteborgs kommun,37.0,1.0,2666.0,2380000,2022-07-25,14.0,64324.0,0.0,0.0,57.7107213,12.0136525
Önskevädersgatan 31,Lägenhet,Biskopsgården,Göteborgs kommun,98.1,4.0,5610.0,1710000,2022-07-24,16.0,17431.0,0.0,0.0,57.7219894,11.8946656
Vårmånadsgatan 7A,Lägenhet,Kortedala,Göteborgs kommun,60.5,3.0,3591.0,1600000,2022-07-24,0.0,26446.0,0.0,0.0,57.7553346,12.0372507
Vårmånadsgatan 7A,Lägenhet,Kortedala,Göteborgs kommun,60.5,3.0,3591.0,1600000,2022-07-24,0.0,26446.0,0.0,0.0,57.7553346,12.0372507
Ernst torulfsgatan 6C,Lägenhet,Munkebäck,Göteborgs kommun,57.0,2.0,3921.0,2250000,2022-07-24,-6.0,39474.0,0.0,0.0,57.721123,12.0280734
Fanjunkaregatan 13A,Lägenhet,Kviberg,Göteborgs kommun,63.0,2.0,4938.0,2500000,2022-07-23,0.0,39683.0,0.0,27.0,57.7351493,12.025881
Högrells väg 3B,Lägenhet,Olofstorp,Göteborgs kommun,62.0,2.0,3999.0,2145000,2022-07-23,-2.0,34597.0,0.0,0.0,57.802191,12.1651466
Södra Åreskiftet 1,Villa,Brännö,Göteborgs kommun,165.0,6.0,,8200000,2022-07-23,-11.0,49697.0,1332.0,60.0,57.63424825,11.78100131815642
Litteraturgatan 218,Lägenhet,Hisings Backa,Göteborgs kommun,28.0,1.0,1659.0,1490000,2022-07-22,0.0,53214.0,0.0,0.0,57.7499589,11.9806898
Stureplatsen 2,Lägenhet,Lorensberg,Göteborgs kommun,80.0,3.0,3013.0,5250000,2022-07-22,0.0,65625.0,0.0,0.0,57.70431575,11.979576267961033
Waernsgatan 2C,Lägenhet,Bagaregården,Göteborgs kommun,57.0,2.0,2174.0,3300000,2022-07-22,,57895.0,0.0,0.0,57.7189629,12.011237
Olshammarsgatan 2,Lägenhet,Hisings Backa,Göteborgs kommun,64.5,2.0,4669.0,1370000,2022-07-22,1.0,21240.0,0.0,0.0,57.7537913,11.9712494
Ärlegatan 5,Lägenhet,Majorna,Göteborgs kommun,33.3,1.0,1766.0,2400000,2022-07-22,4.0,72072.0,0.0,0.0,57.6884824,11.9208004
Stockholmsgatan 40F,Lägenhet,Bagaregården,Göteborgs kommun,39.9,1.0,2406.0,2450000,2022-07-22,14.0,61404.0,0.0,0.0,57.7235123,12.0088676
Sprängkullsgatan 13,Lägenhet,Haga,Göteborgs kommun,41.0,2.0,2830.0,3600000,2022-07-22,6.0,87805.0,0.0,0.0,57.6984234,11.9606223
Flöjtgatan 5,Lägenhet,Kaverös,Göteborgs kommun,44.0,1.0,3236.0,1550000,2022-07-22,5.0,35227.0,0.0,0.0,57.6605711,11.9211895
Monsungatan 55,Lägenhet,Eriksberg,Göteborgs kommun,61.0,2.0,3784.0,3725000,2022-07-22,6.0,61066.0,0.0,0.0,57.6984746,11.9084647
Lilla Oxhagens väg 18,Villa,Kungälv,Göteborgs kommun,120.0,4.0,,5100000,2022-07-22,14.0,42500.0,1125.0,0.0,57.844031,11.9994452
Bildradiogatan 2,Lägenhet,Järnbrott,Göteborgs kommun,54.5,2.0,3434.0,2150000,2022-07-21,5.0,39450.0,0.0,0.0,57.6586767,11.9322784
Askim ,Fritidshus,Askim,Göteborgs kommun,35.0,2.0,,1750000,2022-07-21,3.0,50000.0,0.0,0.0,57.6341437,11.9379446
Kastellgatan 9,Lägenhet,Linnéstaden,Göteborgs kommun,28.0,1.5,1916.0,3400000,2022-07-21,19.0,121429.0,0.0,0.0,57.6941708,11.9550848
Råstensgatan 40C,Lägenhet,Kålltorp,Göteborgs kommun,33.0,1.0,2500.0,2050000,2022-07-21,0.0,62121.0,0.0,0.0,57.7125677,12.0289517
Murmästaregatan 12,Villa,Utby,Göteborgs kommun,59.0,4.0,,4860000,2022-07-21,-3.0,82373.0,412.0,53.0,57.7404607,12.0731586
Brunnehagen 34,Lägenhet,Tuve,Göteborgs kommun,40.0,1.0,3168.0,1500000,2022-07-21,11.0,37500.0,0.0,0.0,57.7492969,11.9248641
Snoilskygatan 2B,Lägenhet,Lunden,Göteborgs kommun,51.0,2.0,4048.0,3300000,2022-07-21,,64706.0,0.0,0.0,57.7115907,12.0129246
Arsenalsgatan 12 B,Lägenhet,Kungshöjd,Göteborgs kommun,32.0,1.0,1947.0,3010000,2022-07-21,1.0,94063.0,0.0,0.0,57.7017119,11.9594042
Lagmansgatan 8C,Lägenhet,Kålltorp,Göteborgs kommun,44.0,2.0,2997.0,2650000,2022-07-21,2.0,60227.0,0.0,0.0,57.7149761,12.0271697
Sofiagatan 42A,Lägenhet,Strömmensberg,Göteborgs kommun,49.0,2.0,3157.0,2600000,2022-07-21,0.0,53061.0,0.0,0.0,57.7197639,12.0189258
Erik Dahlbergsgatan 40,Lägenhet,Vasastaden,Göteborgs kommun,53.0,2.0,3516.0,4350000,2022-07-21,2.0,82075.0,0.0,0.0,57.6956972,11.9704004
Ingebäckslyckan 113,Lägenhet,Hisings Kärra,Göteborgs kommun,53.0,2.0,3476.0,1950000,2022-07-21,0.0,36792.0,0.0,0.0,57.80113,11.9955409
Badvädersgatan 15,Lägenhet,Biskopsgården,Göteborgs kommun,67.0,3.0,4381.0,1710000,2022-07-21,1.0,25522.0,0.0,0.0,57.7268833,11.8979
Vaktmästaregången 9,Lägenhet,Masthugget,Göteborgs kommun,42.0,1.0,2577.0,2195000,2022-07-21,0.0,52262.0,0.0,0.0,57.6962339,11.9403324
Persgatan 6B,Lägenhet,Lunden,Göteborgs kommun,54.0,2.0,3829.0,2500000,2022-07-21,0.0,46296.0,0.0,0.0,57.713331,12.0099313
Stommavägen 15,Villa,Gunnilse,Göteborgs kommun,146.0,5.0,,4800000,2022-07-21,-4.0,32877.0,2077.0,0.0,57.7852432,12.0980608
Gyssebergsvägen 37,Villa,Vrångö,Göteborgs kommun,136.0,6.0,,7000000,2022-07-21,18.0,51471.0,788.7,11.0,57.5766652,11.7870815
Egnahemsvägen 22 B,Lägenhet,Landala Egnahem,Göteborgs kommun,39.0,1.0,2664.0,2600000,2022-07-21,,66667.0,0.0,0.0,57.6879808,11.970844
Ljunggatan 16,Lägenhet,Landala Egnahem,Göteborgs kommun,40.5,1.0,2535.0,2750000,2022-07-20,20.0,67901.0,0.0,0.0,57.6876098,11.9725221
Övre Hallegatan 26,Lägenhet,Centrala Hisingen,Göteborgs kommun,68.2,2.0,4819.0,2300000,2022-07-20,2.0,33724.0,0.0,0.0,57.7183072,11.9381581
Nordhemsgatan 41A,Lägenhet,Linné,Göteborgs kommun,35.0,2.0,2154.0,3950000,2022-07-20,0.0,112857.0,0.0,0.0,57.6999566,11.9490607
Östanvindsgatan 5C,Lägenhet,Centrala Hisingen,Göteborgs kommun,42.0,2.0,2675.0,1720000,2022-07-20,4.0,40952.0,0.0,0.0,57.7232068,11.931991
Blåsutgatan 5,Lägenhet,Majorna,Göteborgs kommun,41.3,1.5,3579.0,2300000,2022-07-20,2.0,55690.0,0.0,0.0,57.6929619,11.9214006
Sergelsgatan 4E,Lägenhet,Lunden,Göteborgs kommun,37.0,1.0,2855.0,2400000,2022-07-20,12.0,64865.0,0.0,0.0,57.7100654,12.012353
Teleskopgatan 4,Lägenhet,Bergsjön,Göteborgs kommun,96.5,4.0,5773.0,1425000,2022-07-20,-5.0,14767.0,0.0,0.0,57.7628222,12.061105351479291
Träkilsgatan 44,Lägenhet,Björkekärr,Göteborgs kommun,92.0,3.0,5187.0,4400000,2022-07-20,,47826.0,0.0,0.0,57.719164,12.0566699
Gamlestadstorget 37,Lägenhet,Gamlestaden,Göteborgs kommun,95.0,3.0,6105.0,3400000,2022-07-20,,35789.0,0.0,0.0,57.729937,12.008922
Eklandagatan 56 C,Lägenhet,Johanneberg,Göteborgs kommun,45.0,2.0,2950.0,3000000,2022-07-20,4.0,66667.0,0.0,0.0,57.6893075,11.9884789
Nordostpassagen 53,Lägenhet,Linnéstaden,Göteborgs kommun,30.0,1.0,1983.0,2450000,2022-07-19,11.0,81667.0,0.0,0.0,57.6938985,11.9473114
Fjällbruden 90,Villa,Angered Rannebergen,Göteborgs kommun,135.0,5.0,,4000000,2022-07-19,0.0,29630.0,370.0,11.0,57.80384455,12.07903545
Bandtraktorgatan 4,Lägenhet,Angered,Göteborgs kommun,55.0,2.0,3392.0,1620000,2022-07-19,0.0,29455.0,0.0,0.0,57.79574365,12.046255289027975
Lärjeheds fritidsområde stuga nr 72,Fritidshus,Linnarhult,Göteborgs kommun,45.0,3.0,,620000,2022-07-19,-11.0,13778.0,500.0,30.0,,
Solhagagatan 90,Lägenhet,Hisings Kärra,Göteborgs kommun,76.6,3.0,5481.0,1900000,2022-07-19,0.0,24804.0,0.0,0.0,57.7964281,11.9955177
Monsungatan 89,Lägenhet,Eriksberg,Göteborgs kommun,73.0,3.0,3266.0,4995000,2022-07-19,0.0,68425.0,0.0,0.0,57.6957816,11.9052962
Artillerigatan 36,Lägenhet,Gamlestaden,Göteborgs kommun,40.0,2.0,2373.0,2050000,2022-07-19,-4.0,51250.0,0.0,0.0,57.7304762,12.0177327
Stormhattsvägen 15,Radhus,Fräntorp,Göteborgs kommun,70.0,5.0,,4450000,2022-07-19,,63571.0,180.0,35.0,57.7248867,12.0440411
Fjällgatan 9T,Lägenhet,Göteborg,Göteborgs kommun,37.0,1.0,2671.0,2500000,2022-07-19,4.0,67568.0,0.0,0.0,57.6964471,11.9434457
Topasgatan 83,Lägenhet,Tynnered,Göteborgs kommun,91.9,4.0,5121.0,2200000,2022-07-19,0.0,23939.0,0.0,0.0,57.6501404,11.9052786
Nordostpassagen 20,Lägenhet,Linné,Göteborgs kommun,66.0,2.0,4383.0,4800000,2022-07-19,0.0,72727.0,0.0,0.0,57.6943103,11.9477122
Fabriksgatan 29,Lägenhet,Gårda,Göteborgs kommun,72.0,3.0,6672.0,2550000,2022-07-19,0.0,35417.0,0.0,0.0,57.7013479,11.9934802
Fjärdingsgatan 16D,Lägenhet,Kvillebäcken,Göteborgs kommun,63.0,3.0,3256.0,2950000,2022-07-19,2.0,46825.0,0.0,0.0,57.722802,11.9432601
Antenngatan 15B,Lägenhet,Västra Frölunda,Göteborgs kommun,64.0,3.0,5083.0,3300000,2022-07-19,,51563.0,0.0,0.0,57.6559766,11.9317488
Norra gubberogatan 26,Lägenhet,Olskroken,Göteborgs kommun,43.0,1.5,2126.0,2540000,2022-07-19,11.0,59070.0,0.0,0.0,57.7121518,11.9993553
Fyrverkaregatan 8B,Lägenhet,Landala Egnahem,Göteborgs kommun,77.7,3.0,4559.0,4300000,2022-07-18,9.0,55341.0,0.0,0.0,57.6886044,11.9716505
Kvadrantgatan 38,Lägenhet,Bergsjön,Göteborgs kommun,61.8,2.0,4969.0,1100000,2022-07-18,13.0,17799.0,0.0,0.0,57.757401,12.0599322
Famngatan 8,Lägenhet,Högsbo,Göteborgs kommun,29.0,1.0,1635.0,1495000,2022-07-18,0.0,51552.0,0.0,0.0,57.6626334,11.9270175
Bildradiogatan 8C,Lägenhet,Järnbrott,Göteborgs kommun,50.0,2.0,3105.0,2495000,2022-07-18,0.0,49900.0,0.0,0.0,57.6592402,11.9320327
Nordenskiöldsgatan 30A,Lägenhet,Linné,Göteborgs kommun,24.0,1.0,1553.0,2300000,2022-07-18,16.0,95833.0,0.0,0.0,57.692554,11.9485939
Strömsgatan 6,Lägenhet,Bagaregårde,Göteborgs kommun,50.0,2.0,3509.0,2395000,2022-07-18,9.0,47900.0,0.0,0.0,57.72320895,12.017604
Ebbe Lieberathsgatan 16C,Lägenhet,Almeda,Göteborgs kommun,34.0,1.0,1775.0,2550000,2022-07-18,7.0,75000.0,0.0,0.0,57.6820641,11.9991447
Lärjehedsfritids område stuga nr 4,Fritidshus,Linnarhult,Göteborgs kommun,46.0,3.0,,950000,2022-07-18,-21.0,20652.0,800.0,35.0,,
Bergkristallsgatan 26,Lägenhet,Tynnered,Göteborgs kommun,77.0,3.0,4910.0,2350000,2022-07-18,2.0,30519.0,0.0,0.0,57.6568779,11.8925349
Dammgatan 6,Lägenhet,Landala,Göteborgs kommun,36.0,1.0,2497.0,2450000,2022-07-18,7.0,68056.0,0.0,0.0,57.6885404,11.9729106
Ryttaregatan 1B,Lägenhet,Gamlestaden,Göteborgs kommun,42.9,1.0,3079.0,1815000,2022-07-18,7.0,42308.0,0.0,0.0,57.7335943,12.0104614
Famngatan 8 lägenhet 212,Lägenhet,Högsbo,Göteborgs kommun,29.0,1.0,1635.0,1525000,2022-07-18,0.0,52586.0,0.0,0.0,,
Kvadrantgatan 22,Lägenhet,Gärdsås,Göteborgs kommun,61.8,2.0,4844.0,1000000,2022-07-18,0.0,16181.0,0.0,0.0,57.757401,12.0599322
Föreningsgatan 1B,Lägenhet,Anneda,Göteborgs kommun,50.0,1.5,3318.0,3500000,2022-07-18,10.0,70000.0,0.0,0.0,57.6941216,11.961421647133747
Byvädersgången 24,Radhus,Biskopsgården,Göteborgs kommun,117.0,5.0,4603.0,3700000,2022-07-17,0.0,31624.0,0.0,0.0,57.7212279,11.8890611
Snorregatan 9,Villa,Krabbeliderna,Göteborgs kommun,191.0,6.0,,5650000,2022-07-17,0.0,29581.0,803.5,0.0,57.73845275,11.903738419678362
Ostindiefararen 31,Lägenhet,Eriksberg,Göteborgs kommun,41.5,2.0,1962.0,2900000,2022-07-17,-5.0,69880.0,0.0,0.0,57.6985431,11.9096551
Götaverksgatan 20,Lägenhet,Lindholmen,Göteborgs kommun,35.0,1.0,2648.0,2300000,2022-07-17,5.0,65714.0,0.0,0.0,57.7083688,11.9432269
Källängsgatan 12,Villa,Fiskebäck,Göteborgs kommun,120.0,5.0,,9400000,2022-07-17,5.0,78333.0,1087.9,21.0,57.6579188,11.866041861527403
Karlatornet (Lodjursstråket 1),Lägenhet,Lindholmen,Göteborgs kommun,24.0,1.0,2210.0,1950000,2022-07-17,-2.0,81250.0,0.0,0.0,,
Ättehögsgatan 4H,Lägenhet,Munkebäck,Göteborgs kommun,98.0,4.0,5234.0,4650000,2022-07-17,-5.0,47449.0,0.0,0.0,57.7200132,12.0310415
Eklandagatan 67D,Lägenhet,Johanneberg,Göteborgs kommun,54.0,3.0,2943.0,3500000,2022-07-16,0.0,64815.0,0.0,0.0,57.6864017,11.9821559
Vädursgatan 1,Lägenhet,Gårda,Göteborgs kommun,26.0,1.0,1539.0,1750000,2022-07-16,-12.0,67308.0,0.0,0.0,57.7033713,11.9920935
Steken 1E,Lägenhet,Agnesberg,Göteborgs kommun,66.0,3.0,2740.0,1700000,2022-07-16,-3.0,25758.0,0.0,0.0,57.7895861,12.0207656
Generalsgatan 8,Lägenhet,Kviberg,Göteborgs kommun,66.0,3.0,3177.0,3400000,2022-07-16,-3.0,51515.0,0.0,0.0,57.7310921,12.0243886
Fribergsgatan 8,Lägenhet,Johanneberg,Göteborgs kommun,32.0,1.0,2219.0,2725000,2022-07-16,5.0,85156.0,0.0,0.0,57.68935705,11.985476282906536
Smörgatan 102,Lägenhet,Kallebäck,Göteborgs kommun,57.6,2.0,3147.0,2750000,2022-07-16,0.0,47743.0,0.0,0.0,57.6828435,12.0123887
Trädgårdsgärdet 134,Radhus,Angered,Göteborgs kommun,111.2,4.0,7552.0,2210000,2022-07-16,26.0,19874.0,0.0,0.0,57.80363815,12.05194165647002
Östra Midvintersgatan 14,Lägenhet,Kortedala,Göteborgs kommun,54.0,2.0,3843.0,1340000,2022-07-15,5.0,24815.0,0.0,0.0,57.757475850000006,12.030850555487692
Bassåsvägen 25,Villa,Hovås,Göteborgs kommun,189.0,7.0,,9200000,2022-07-15,-1.0,48677.0,746.0,108.0,57.5965216,11.943024300000005
Stobéegatan 10A,Lägenhet,Kålltorp,Göteborgs kommun,53.0,2.0,2838.0,2580000,2022-07-15,-4.0,48679.0,0.0,0.0,57.7162032,12.0273431
Astris Gata 62,Lägenhet,Eriksberg,Göteborgs kommun,81.0,4.0,3515.0,4800000,2022-07-15,2.0,59259.0,0.0,0.0,57.6996868,11.9051238
Famngatan 8 lägenhet  215,Lägenhet,Högsbo,Göteborgs kommun,29.0,1.0,1635.0,1675000,2022-07-15,0.0,57759.0,0.0,0.0,,
Torvhögs gärde 6,Villa,Björsared,Göteborgs kommun,121.0,5.0,,4800000,2022-07-15,0.0,39669.0,794.0,15.0,57.8033579,12.1444805
Fruktträdsgatan 6,Lägenhet,Centrala Hisingen,Göteborgs kommun,40.0,2.0,3177.0,2450000,2022-07-15,2.0,61250.0,0.0,0.0,,
Lars Kaggsgatan 30E,Lägenhet,Gamlestaden,Göteborgs kommun,55.5,2.5,4341.0,2000000,2022-07-15,6.0,36036.0,0.0,0.0,57.7342273,12.018854
Hammarvägen 280,Radhus,Näset,Göteborgs kommun,140.0,5.0,,6100000,2022-07-15,-1.0,43571.0,312.0,0.0,57.6275732,11.890358
Kransen 2A,Lägenhet,Strömmensberg,Göteborgs kommun,38.0,1.0,2966.0,1290000,2022-07-15,0.0,33947.0,0.0,0.0,57.72113415,12.017486697165015
Nya Tingstadsgatan 21B,Villa,Brunnsbo,Göteborgs kommun,92.0,3.0,,4250000,2022-07-15,-5.0,46196.0,1056.1,0.0,57.7323268,11.976588692511342
Ostindiefararen 63,Lägenhet,Eriksberg,Göteborgs kommun,73.0,2.0,4133.0,4450000,2022-07-15,1.0,60959.0,0.0,0.0,57.6985431,11.9096551
Östra Midvintersgatan 13,Lägenhet,Kortedala,Göteborgs kommun,51.5,2.0,3234.0,1535000,2022-07-15,10.0,29806.0,0.0,0.0,57.75704525,12.032628948238766
Inez Svenssons väg 37,Radhus,Torslanda,Göteborgs kommun,148.0,5.0,,7430000,2022-07-15,-1.0,50203.0,496.0,0.0,57.7330431,11.7969592
Lodjursstråket 1,Lägenhet,Lindholmen,Göteborgs kommun,32.5,1.0,2646.0,2490000,2022-07-14,0.0,76615.0,0.0,0.0,57.7095787,11.9390091
Skepparegången 18,Lägenhet,Masthugget,Göteborgs kommun,45.5,2.0,2472.0,2700000,2022-07-14,8.0,59341.0,0.0,0.0,57.6975169,11.9411063
Lilleby sörgård 6,Villa,Torslanda,Göteborgs kommun,157.0,6.0,,6520000,2022-07-14,-3.0,41529.0,839.6,0.0,57.7366816,11.7944745
Teleskopgatan 16,Lägenhet,Bergsjön,Göteborgs kommun,77.5,3.0,6187.0,980000,2022-07-14,-2.0,12645.0,0.0,0.0,57.76014685,12.060952571212123
Svängrumsgatan 2,Lägenhet,Flatås,Göteborgs kommun,109.5,5.0,5507.0,4380000,2022-07-14,6.0,40000.0,0.0,0.0,57.6607873,11.9303127
Helmutsrogatan 3B,Lägenhet,Almeda,Göteborgs kommun,61.0,2.0,3357.0,3000000,2022-07-14,0.0,49180.0,0.0,0.0,57.6844303,11.9986194
Nansensgatan 6C,Lägenhet,Hildedal,Göteborgs kommun,54.0,2.0,3846.0,1890000,2022-07-14,0.0,35000.0,0.0,0.0,57.727847,11.9423052
Famngatan 8 lägenhet 216,Lägenhet,Högsbo,Göteborgs kommun,29.0,1.0,1635.0,1750000,2022-07-14,0.0,60345.0,0.0,0.0,,
Jordhyttegatan 25A,Lägenhet,Majorn,Göteborgs kommun,49.0,2.0,2895.0,2800000,2022-07-14,2.0,57143.0,0.0,0.0,57.683649,11.9089664
Tenorgatan 12 VÅN 3,Lägenhet,Högsbo,Göteborgs kommun,74.0,3.0,4505.0,2650000,2022-07-14,-5.0,35811.0,0.0,0.0,,
Hälleflundregatan 36,Lägenhet,Fiskebäck,Göteborgs kommun,71.0,2.0,4135.0,4000000,2022-07-14,1.0,56338.0,0.0,0.0,57.6487842,11.8547434
Gibraltargatan 21B,Lägenhet,Johanneberg,Göteborgs kommun,45.5,2.0,2475.0,2950000,2022-07-14,0.0,64835.0,0.0,0.0,57.6864106,11.982878
Barytongatan 18,Lägenhet,Kaverös,Göteborgs kommun,93.3,4.0,5594.0,3200000,2022-07-14,-3.0,34298.0,0.0,0.0,57.663775,11.9202471
Varmfrontsgatan 10,Lägenhet,Länsmansgården,Göteborgs kommun,78.5,3.5,4498.0,2745000,2022-07-14,2.0,34968.0,0.0,0.0,57.7373575,11.8977405
Bockhornsgatan 6B,Lägenhet,Gamla Masthugget,Göteborgs kommun,23.0,1.0,1387.0,2250000,2022-07-14,14.0,97826.0,0.0,0.0,57.6929951,11.9398544
Gustaf Dalénsgatan 3C,Lägenhet,Centrala Hisingen,Göteborgs kommun,76.0,3.0,4398.0,3775000,2022-07-14,1.0,49671.0,0.0,0.0,57.7215074,11.9454948
Hjällbogärdet 49,Lägenhet,Hjällbo,Göteborgs kommun,80.0,3.0,5422.0,1130000,2022-07-13,5.0,14125.0,0.0,0.0,57.7697708,12.0350497
Walter Bengtssons Gata 33,Lägenhet,Majorna,Göteborgs kommun,35.0,1.0,2611.0,2400000,2022-07-13,0.0,68571.0,0.0,12.0,57.6861244,11.9096076
Virvelvindsgatan 26,Lägenhet,Centrala Hisingen,Göteborgs kommun,70.5,3.0,5045.0,2895000,2022-07-13,0.0,41064.0,0.0,0.0,57.718144,11.932314505809268
