address,housing_type,region,city,sqr_meter,nr_rooms,rent_month,final_price,sold_date,price_increase,price_sqr_m,land_area,other_srq,latitude,longitude
Persikogatan 62,Radhus,Fiskebäc,Göteborgs kommun,170.0,6.0,,6950000,2022-06-23,-3.0,40882.0,265.0,0.0,57.6488304,11.8786703
Lilleby Ås 13 (Lgh 1002),Lägenhet,Torslanda,Göteborgs kommun,60.0,2.0,4980.0,2500000,2022-06-23,11.0,41667.0,0.0,0.0,,
Lövskogsgatan 18,Lägenhet,Norra Guldheden,Göteborgs kommun,74.5,3.0,4419.0,4650000,2022-06-23,1.0,62416.0,0.0,0.0,57.6899446,11.9608985
Doktor Allards gata 12,Lägenhet,Guldheden,Göteborgs kommun,109.0,4.0,5339.0,8500000,2022-06-23,18.0,77982.0,0.0,0.0,57.68221685,11.979516729550124
Fjällbo Park 37,Lägenhet,Utby,Göteborgs kommun,97.0,4.0,5791.0,4375000,2022-06-23,-1.0,45103.0,0.0,0.0,57.7417639,12.0621697
Barbro Hörbergs Gata 7,Lägenhet,Örgryte,Göteborgs kommun,55.0,2.0,2819.0,3950000,2022-06-23,14.0,71818.0,0.0,0.0,57.6991589,12.0161251
Övre Olskroksgatan 8,Lägenhet,Olskroken,Göteborgs kommun,81.0,3.5,4531.0,4620000,2022-06-23,6.0,57037.0,0.0,0.0,57.7183212,12.0014849
Nedre Fogelbergsgatan 3A,Lägenhet,Centrum,Göteborgs kommun,44.0,2.0,1689.0,3700000,2022-06-23,,84091.0,0.0,0.0,57.6971871,11.9642214
Mandolingatan 11,Lägenhet,Ruddalen,Göteborgs kommun,46.5,2.0,1971.0,1825000,2022-06-23,-4.0,39247.0,0.0,0.0,57.6573111,11.9166744
Kvillegatan 37,Lägenhet,Kvillebäcken,Göteborgs kommun,99.0,4.0,4895.0,4520000,2022-06-23,5.0,45657.0,0.0,0.0,57.7183323,11.9514436
Virvelvindsgatan 20A,,Lägenhet,Hisingen,Göteborgs kommun,34.0,1.0,2278.0,1850000,2022-06-23,0.0,54412.0,0.0,0.0,57.7193057,11.9350054
Gamlestadstorget 41,Lägenhet,Gamlestaden,Göteborgs kommun,60.0,2.5,4232.0,2250000,2022-06-23,3.0,37500.0,0.0,0.0,57.7297552,12.008179
Ängemarken 9A,Lägenhet,Norra Guldheden,Göteborgs kommun,51.5,2.0,3384.0,2950000,2022-06-23,-2.0,57282.0,0.0,0.0,57.6885156,11.9653733
Stampgatan 58C,Lägenhet,Stampen,Göteborgs kommun,82.5,3.0,3492.0,3825000,2022-06-23,-1.0,46364.0,0.0,0.0,57.7091255,11.9872229
Arvesgärde 30,Lägenhet,Tuve,Göteborgs kommun,81.5,3.0,5421.0,2240000,2022-06-23,,27485.0,0.0,0.0,57.7517143,11.9193814
Vantgatan 3E,Lägenhet,Majorna,Göteborgs kommun,54.0,2.0,4026.0,3050000,2022-06-23,11.0,56481.0,0.0,0.0,57.6893868,11.925982
Gamlestads Brygga 11,Lägenhet,Gamlestaden,Göteborgs kommun,59.0,2.0,2950.0,2900000,2022-06-23,-3.0,49153.0,0.0,0.0,57.7275558,12.0061213
Fredbergsgatan 3 C,Lägenhet,Majorna,Göteborgs kommun,68.0,2.0,4899.0,4660000,2022-06-23,10.0,68529.0,0.0,0.0,57.6930106,11.9346973
Erik Dahlbergsgatan 29 C,Lägenhet,Vasastaden,Göteborgs kommun,36.0,1.0,2563.0,3200000,2022-06-23,7.0,88889.0,0.0,0.0,57.6946763,11.9704636
Brödragatan 76,Radhus,Örgryte,Göteborgs kommun,126.0,6.0,,10100000,2022-06-22,,80159.0,247.2,93.0,57.70285745,12.0125737
Sörensens gata 33,Radhus,Björkekärr,Göteborgs kommun,124.0,7.0,,7350000,2022-06-22,9.0,59274.0,236.2,46.0,57.7127395,12.0479027
Haråsgatan 9,Lägenhet,Majorna,Göteborgs kommun,52.9,2.0,3138.0,3350000,2022-06-22,3.0,63327.0,0.0,0.0,57.694147,11.9304247
Högrells väg 30,Lägenhet,Olofstorp,Göteborgs kommun,81.5,3.0,5800.0,2550000,2022-06-22,2.0,31288.0,0.0,0.0,57.802191,12.1651466
Rosmaringatan 15,Lägenhet,Angered,Göteborgs kommun,78.0,3.0,5234.0,1200000,2022-06-22,-7.0,15385.0,0.0,0.0,57.8212836,12.0357491
Fjärde Långgatan 25,Lägenhet,Linné,Göteborgs kommun,48.6,2.0,2737.0,3160000,2022-06-22,6.0,65021.0,0.0,0.0,57.697753,11.9475436
Svängrumsgatan 73,Lägenhet,Flatås,Göteborgs kommun,76.5,3.0,4190.0,3710000,2022-06-22,2.0,48497.0,0.0,0.0,57.6617411,11.9318098
Famngatan 16 lägenhet 226,Lägenhet,Högsbo,Göteborgs kommun,29.0,1.0,1598.0,1775000,2022-06-22,0.0,61207.0,0.0,0.0,,
Lillhagens Sandlycka 10B,Lägenhet,Hisings Backa,Göteborgs kommun,95.0,3.0,4729.0,3200000,2022-06-22,,33684.0,0.0,0.0,57.7553306,11.9492772
Kommendörsgatan 7B,Lägenhet,Majorna,Göteborgs kommun,51.0,2.0,2773.0,3800000,2022-06-22,1.0,74510.0,0.0,16.0,57.6945163,11.9331459
Såggatan 35 B,Lägenhet,Majorna,Göteborgs kommun,52.0,2.0,3370.0,2975000,2022-06-22,8.0,57212.0,0.0,0.0,57.6927044,11.9266488
Waernsgatan 4B,Lägenhet,Bagaregården,Göteborgs kommun,62.0,2.5,3008.0,3800000,2022-06-22,1.0,61290.0,0.0,0.0,57.7189629,12.011237
Walleriusgatan 4,Lägenhet,Nedre Johanneberg,Göteborgs kommun,62.0,2.5,3814.0,4310000,2022-06-22,5.0,69516.0,0.0,0.0,57.6916302,11.979785219042428
Ostindiefararen 53,Lägenhet,Eriksberg,Göteborgs kommun,94.0,3.5,5126.0,5550000,2022-06-22,-1.0,59043.0,0.0,0.0,57.6985431,11.9096551
Prilyckegatan 311,Lägenhet,Hisings Kärra,Göteborgs kommun,79.0,3.0,5299.0,2870000,2022-06-22,25.0,36329.0,0.0,0.0,57.7906327,11.9837573
Körkarlens gata 14,Lägenhet,Hisings Backa,Göteborgs kommun,74.3,3.0,5360.0,1970000,2022-06-22,-1.0,26514.0,0.0,0.0,57.756432,11.9854324
Båtsmans Lustigs Gata 29,Lägenhet,Backatorp,Göteborgs kommun,78.2,3.0,3834.0,3100000,2022-06-22,5.0,39642.0,0.0,0.0,,
Raketgatan 3,Lägenhet,Guldheden,Göteborgs kommun,62.0,3.0,4924.0,3300000,2022-06-22,-3.0,53226.0,0.0,0.0,57.6902785,11.9691059
Gröna vallen 9A,Lägenhet,Kungsladugård,Göteborgs kommun,55.0,2.0,2888.0,3700000,2022-06-22,9.0,67273.0,0.0,0.0,57.6875401,11.9199879
Rubingatan 39,Lägenhet,Västra Frölunda,Göteborgs kommun,67.0,2.5,3997.0,2140000,2022-06-22,7.0,31940.0,0.0,0.0,57.6436526,11.9018735
Basungatan 21,Lägenhet,Ruddalen,Göteborgs kommun,55.0,2.0,3399.0,2075000,2022-06-22,4.0,37727.0,0.0,0.0,57.6620983,11.9196371
Ångaren Indias Gata 12,Lägenhet,Sannegårdshamnen,Göteborgs kommun,68.0,2.0,5339.0,3850000,2022-06-22,10.0,56618.0,0.0,0.0,57.7069176,11.9253118
Sophie elkans gata 3A,Radhus,Hisings Backa,Göteborgs kommun,94.0,4.0,,4400000,2022-06-22,-2.0,46809.0,315.3,10.0,57.7473792,11.9644642
Björlanda kyrkväg 38,Villa,Torslanda,Göteborgs kommun,144.0,6.0,,7100000,2022-06-22,2.0,49306.0,959.0,0.0,57.7621613,11.8284794
Fricksgatan 4B,Lägenhet,Norra Guldheden,Göteborgs kommun,62.5,3.0,3987.0,3870000,2022-06-22,11.0,61920.0,0.0,0.0,57.6873276,11.9646692
Sagogången 4,Lägenhet,Hisings Backa,Göteborgs kommun,96.5,4.0,5669.0,2200000,2022-06-22,-2.0,22798.0,0.0,0.0,57.740771,11.9750742
Mariebergsgatan 13B,Lägenhet,Majorna,Göteborgs kommun,55.0,2.0,3437.0,2775000,2022-06-22,-2.0,50455.0,0.0,0.0,57.6942743,11.9225176
Hökällans väg 7,Villa,Skogome,Göteborgs kommun,183.0,6.0,,6050000,2022-06-22,51.0,33060.0,2063.0,138.0,57.75663245,11.9501591
Chalmersgatan 22,Lägenhet,Vasastaden,Göteborgs kommun,79.0,3.0,2445.0,6250000,2022-06-22,14.0,79114.0,0.0,0.0,57.6984962,11.9749012
A R Lorents gata 73,Lägenhet,Klippan,Göteborgs kommun,53.0,2.0,3052.0,3000000,2022-06-22,7.0,56604.0,0.0,0.0,57.6894867,11.9086783
Vattentornsgatan 104,Radhus,Storås,Göteborgs kommun,121.0,4.0,,2650000,2022-06-22,-4.0,21901.0,165.0,0.0,57.7844966,12.042477
Basungatan 32,Lägenhet,Västra Frölunda,Göteborgs kommun,65.0,3.0,3995.0,2700000,2022-06-22,2.0,41538.0,0.0,0.0,57.6628399,11.9176648
Skiljebacken 28,Villa,Knipared,Göteborgs kommun,133.0,5.0,,5600000,2022-06-22,13.0,42105.0,902.0,0.0,57.7914047,12.1319425
Prinsgatan 4B,Lägenhet,Linné,Göteborgs kommun,68.0,2.0,2495.0,4750000,2022-06-22,0.0,69853.0,0.0,0.0,57.6962611,11.950428
Eklandagatan 41C,Lägenhet,Johanneberg,Göteborgs kommun,34.2,1.0,1780.0,2800000,2022-06-22,8.0,81871.0,0.0,0.0,57.6908616,11.9878305
Skändlavägen 58,Villa,Säve,Göteborgs kommun,205.0,6.0,,6375000,2022-06-22,6.0,31098.0,2130.0,49.0,57.78577435,11.92845595
Ålandsgatan 3,Lägenhet,Nedre johanneberg,Göteborgs kommun,51.0,2.0,3499.0,4225000,2022-06-22,-5.0,82843.0,0.0,0.0,57.69274915,11.977986030316613
Legendgatan 20,Villa,Hisings Backa,Göteborgs kommun,122.0,5.0,,4270000,2022-06-22,7.0,35000.0,173.0,0.0,57.7412364,11.9860227
Västergatan 2 B,Lägenhet,Vasastaden,Göteborgs kommun,52.0,2.0,3391.0,4300000,2022-06-22,2.0,82692.0,0.0,0.0,57.6955794,11.9622319
Kapplandsgatan 132,Lägenhet,Högsbo,Göteborgs kommun,54.0,2.0,3207.0,2220000,2022-06-22,14.0,41111.0,0.0,0.0,57.6686323,11.9333037
Såggatan 50 B,Lägenhet,Majorna,Göteborgs kommun,47.0,2.0,2960.0,3250000,2022-06-22,3.0,69149.0,0.0,0.0,57.6912797,11.9297663
Nordhemsgatan 72 A,Lägenhet,Linnéstaden,Göteborgs kommun,50.0,2.0,3323.0,3900000,2022-06-22,9.0,78000.0,0.0,0.0,57.6932705,11.9505034
Lindholmsallén,Lägenhet,Lindholmen,Göteborgs kommun,106.0,4.0,6781.0,13000000,2022-06-22,-2.0,122642.0,0.0,0.0,57.7105477,11.9423453
Sävenäsgatan 3 D,Lägenhet,Bagaregården Munkebäck,Göteborgs kommun,48.5,2.0,3528.0,2005000,2022-06-22,-13.0,41340.0,0.0,0.0,57.7236504,12.0198384
Aschebergsgatan 29,Lägenhet,Vasastaden,Göteborgs kommun,106.0,4.0,4521.0,6800000,2022-06-22,-3.0,64151.0,0.0,0.0,57.6955978,11.9714576
Bäckegatan 29 B,Lägenhet,Gamla Masthugget,Göteborgs kommun,67.0,3.0,3866.0,4100000,2022-06-22,-4.0,61194.0,0.0,0.0,57.6936827,11.9397341
Erik Dahlbergsgatan 22 B,Lägenhet,Vasastaden,Göteborgs kommun,57.0,2.0,3011.0,4450000,2022-06-22,6.0,78070.0,0.0,0.0,57.6953732,11.9706476
Kalendervägen 47,Lägenhet,Kortedala,Göteborgs kommun,31.0,1.0,2177.0,1040000,2022-06-21,5.0,33548.0,0.0,0.0,57.7501862,12.035688
Lemansgatan 6,Lägenhet,Johanneberg,Göteborgs kommun,69.0,3.0,4221.0,3915000,2022-06-21,0.0,56739.0,0.0,0.0,57.6881154,11.9861497
Klippan 1E,Lägenhet,Klippan,Göteborgs kommun,64.0,2.0,4452.0,4000000,2022-06-21,-3.0,62500.0,0.0,0.0,57.6901623,11.90835905
Solhagagatan 116,Lägenhet,Hisings Kärra,Göteborgs kommun,75.2,3.0,5121.0,2320000,2022-06-21,1.0,30851.0,0.0,0.0,57.7967871,11.9958262
Sulitelmagatan 1C,Lägenhet,Strömmensberg,Göteborgs kommun,37.0,1.0,2143.0,2270000,2022-06-21,14.0,61351.0,0.0,0.0,57.7190203,12.0167263
Nordostpassagen 20,Lägenhet,Linné,Göteborgs kommun,101.0,4.0,5917.0,5480000,2022-06-21,8.0,54257.0,0.0,0.0,57.6943103,11.9477122
Östra Skärvallsgatan 16,Villa,Fiskebäck,Göteborgs kommun,116.0,5.0,,7300000,2022-06-21,-1.0,62931.0,1126.0,14.0,57.6605287,11.8757513
Onsdagsgatan 6,Villa,Kortedala,Göteborgs kommun,105.0,5.0,,3190000,2022-06-21,12.0,30381.0,748.5,166.0,57.75758485,12.028500956631593
Ostindiefararen 17,Lägenhet,Eriksberg,Göteborgs kommun,54.0,2.0,2979.0,3050000,2022-06-21,-1.0,56481.0,0.0,0.0,57.6985431,11.9096551
Häggvägen 34B,Villa,Lilleby,Göteborgs kommun,156.0,7.0,,6400000,2022-06-21,3.0,41026.0,834.6,0.0,57.7409416,11.7938036
Hökällans väg 9,Villa,Skogome,Göteborgs kommun,243.0,9.0,,6060000,2022-06-21,35.0,24938.0,2264.0,165.0,57.756329,11.95043245
Monsungatan 81,Lägenhet,Eriksberg,Göteborgs kommun,85.0,3.0,4426.0,6750000,2022-06-21,9.0,79412.0,0.0,0.0,57.6958878,11.9057912
Sylvestergatan 5,Lägenhet,Nedre Johanneberg,Göteborgs kommun,43.0,2.0,2008.0,3610000,2022-06-21,7.0,83953.0,0.0,0.0,57.69325975,11.977931312061472
Kaprifolgatan 95,Radhus,Grimmered,Göteborgs kommun,117.0,4.0,,6575000,2022-06-21,4.0,56197.0,225.0,45.0,57.6735505,11.8997054
Lilla Torget 1,Lägenhet,Inom Vallgraven,Göteborgs kommun,83.0,3.0,3392.0,7200000,2022-06-21,,86747.0,0.0,0.0,57.7054118,11.9614408
Paradisgatan 25L,Lägenhet,Gamla Masthugget,Göteborgs kommun,39.2,2.0,2815.0,2650000,2022-06-21,0.0,67602.0,0.0,0.0,57.6938711,11.9408844
Spjällevägen 1,Villa,Donsö,Göteborgs kommun,227.0,,,3650000,2022-06-21,-24.0,16079.0,795.0,0.0,57.59970315,11.80103482362765
Kvillegatan 19,Lägenhet,Centrala Hisingen,Göteborgs kommun,30.0,1.0,1565.0,1995000,2022-06-21,0.0,66500.0,0.0,0.0,57.7188739,11.951908
Sjömilsgatan 10,Lägenhet,Flatås,Göteborgs kommun,42.5,1.0,2265.0,1575000,2022-06-21,-5.0,37059.0,0.0,0.0,57.6615696,11.927541
Hjälmavägen 92,Tomt,Torslanda,Göteborgs kommun,1.0,,,3000000,2022-06-21,-8.0,3000000.0,0.0,0.0,57.7729284,11.834842
Trollrunan 212,Villa,Centralt,Göteborgs kommun,121.0,5.0,,5310000,2022-06-21,3.0,43884.0,264.0,0.0,57.7272663,11.7583993
Doktor Hjorts gata 1C,Lägenhet,Södra Guldheden,Göteborgs kommun,24.0,1.0,1776.0,2145000,2022-06-21,13.0,89375.0,0.0,0.0,57.6836298,11.9737049
Mårbackagatan 17,Lägenhet,Backadalen,Göteborgs kommun,62.5,2.0,4474.0,1585000,2022-06-21,-1.0,25360.0,0.0,0.0,57.7557323,11.9859317
Verktumsgatan 4,Lägenhet,Flatås,Göteborgs kommun,59.0,2.0,3224.0,2480000,2022-06-21,6.0,42034.0,0.0,0.0,57.6644391,11.933599
Vädursgatan 3,Lägenhet,Gårda,Göteborgs kommun,28.0,1.0,1683.0,1900000,2022-06-21,-4.0,67857.0,0.0,0.0,57.7032715,11.9923666
Generalsgatan 4,Lägenhet,Kviberg,Göteborgs kommun,60.0,2.0,3485.0,2920000,2022-06-21,,48667.0,0.0,0.0,57.7310921,12.0243886
Gullringevägen 15D,Villa,Säve,Göteborgs kommun,95.0,4.0,,4775000,2022-06-20,7.0,50263.0,1000.0,95.0,57.8031752,11.9160143
Solhagagatan 104,Lägenhet,Hisings Kärra,Göteborgs kommun,90.4,4.0,6414.0,2995000,2022-06-20,0.0,33131.0,0.0,0.0,57.7990294,11.9937347
Kungsbackagatan 2,Lägenhet,Johanneberg Fredriksdal,Göteborgs kommun,85.0,3.0,2780.0,4500000,2022-06-20,-2.0,52941.0,0.0,0.0,57.6801116,11.9985861
Tredje Långgatan 38,Lägenhet,Linné,Göteborgs kommun,74.4,3.0,3931.0,4500000,2022-06-20,3.0,60484.0,0.0,0.0,57.6983288,11.9468392
Flöjtgatan 5,Lägenhet,Kaverös,Göteborgs kommun,72.5,3.0,5175.0,2650000,2022-06-20,13.0,36552.0,0.0,0.0,57.6605711,11.9211895
Lövskogsgatan 17B,Lägenhet,Guldheden,Göteborgs kommun,39.0,1.5,2277.0,2850000,2022-06-20,2.0,73077.0,0.0,0.0,57.6893247,11.9630988
Övralidsgatan 11,Lägenhet,Backadalen,Göteborgs kommun,80.0,3.0,5438.0,1995000,2022-06-20,0.0,24938.0,0.0,0.0,57.7543682,11.975449
Linnégatan 55,Lägenhet,Linné,Göteborgs kommun,118.0,4.0,6032.0,8000000,2022-06-20,7.0,67797.0,0.0,0.0,57.6928416,11.9522201
Tredje Långgatan 28,Lägenhet,Stigberget,Göteborgs kommun,84.0,3.0,4375.0,5950000,2022-06-20,0.0,70833.0,0.0,0.0,57.6983763,11.9478905
Kabelgatan 26,Lägenhet,Majorna,Göteborgs kommun,46.5,1.5,3408.0,2490000,2022-06-20,0.0,53548.0,0.0,0.0,57.6889913,11.926877012346024
Riddaregatan 19B,Lägenhet,Bagaregården,Göteborgs kommun,67.0,3.0,3700.0,3210000,2022-06-20,7.0,47910.0,0.0,0.0,57.7215693,12.0047871
Lillekärr Södra 106,Lägenhet,Kärra,Göteborgs kommun,62.0,2.0,4242.0,1400000,2022-06-20,,22581.0,0.0,0.0,57.7906138,11.9899933
Nordenskiöldsgatan 23B,Lägenhet,Linnéstaden,Göteborgs kommun,76.0,2.5,3395.0,4550000,2022-06-20,2.0,59868.0,0.0,0.0,57.6927094,11.9494216
Sagogången 19,Lägenhet,Hisings Backa,Göteborgs kommun,63.0,2.0,3777.0,1660000,2022-06-20,4.0,26349.0,0.0,0.0,57.740771,11.9750742
Helmutsrogatan 11,Fritidshus,Örgryte Koloniträdgårdar,Göteborgs kommun,29.0,2.0,,1250000,2022-06-20,-7.0,43103.0,241.0,3.0,57.6844303,11.9986194
Västra Liden 2,Lägenhet,Kungshöjd,Göteborgs kommun,64.0,2.0,3966.0,3050000,2022-06-20,-5.0,47656.0,0.0,0.0,57.7034862,11.9581303
Nordhemsgatan 27C,Lägenhet,Linnéstaden,Göteborgs kommun,90.0,3.0,4224.0,5800000,2022-06-20,1.0,64444.0,0.0,0.0,57.6999566,11.9490607
Erik Dahlbergsgatan 12B,Lägenhet,Vasastaden,Göteborgs kommun,48.0,2.0,2409.0,4000000,2022-06-20,6.0,83333.0,0.0,0.0,57.6953732,11.9706476
Vegagatan 56,Lägenhet,Linnéstaden,Göteborgs kommun,60.0,2.0,3510.0,3500000,2022-06-20,0.0,58333.0,0.0,0.0,57.6919516,11.9481408
Framnäsgatan 24A,Lägenhet,Almeda,Göteborgs kommun,55.0,2.0,3971.0,2400000,2022-06-20,-4.0,43636.0,0.0,0.0,57.687038,11.9966442
Fritiof Anderssons gata 5,Lägenhet,Eriksberg,Göteborgs kommun,95.9,4.0,4258.0,5200000,2022-06-20,-5.0,54223.0,0.0,0.0,57.699841,11.9057306
Eklandagatan 41C,Lägenhet,Johanneberg,Göteborgs kommun,74.4,2.5,3695.0,3025000,2022-06-20,-5.0,40659.0,0.0,0.0,57.6908616,11.9878305
Astris Gata 74,Lägenhet,Eriksberg,Göteborgs kommun,62.0,2.0,3192.0,3095000,2022-06-20,0.0,49919.0,0.0,0.0,57.699708,11.9042997
Ceresplatsen 11,Lägenhet,Sannegårdshamnen,Göteborgs kommun,81.0,3.0,2768.0,4850000,2022-06-20,,59877.0,0.0,0.0,57.709121,11.9276864
Olivedalsgatan 29,Lägenhet,Linnéstaden,Göteborgs kommun,110.0,4.0,4298.0,7500000,2022-06-20,-5.0,68182.0,0.0,0.0,57.6920306,11.9483895
Värslevägen 59,Lägenhet,Askim,Göteborgs kommun,93.2,4.0,5619.0,3650000,2022-06-20,-1.0,39163.0,0.0,0.0,57.632496,11.9333588
Värmlandsgatan 16A,Lägenhet,Linnéstaden,Göteborgs kommun,86.0,3.0,4791.0,4850000,2022-06-20,9.0,56395.0,0.0,0.0,57.699141,11.9465251
Pappersmakaregatan 10,Villa,Bällskär,Göteborgs kommun,199.0,8.0,,7500000,2022-06-20,3.0,37688.0,726.0,17.0,57.7389301,11.9830145
Gamla Tumlehedsvägen  9,Lägenhet,Torslanda,Göteborgs kommun,62.7,2.0,4150.0,2500000,2022-06-19,,39872.0,0.0,0.0,57.7255363,11.7571975
Sehlstedtsgatan 11C,Lägenhet,Centrala Hisingen,Göteborgs kommun,54.0,2.0,2921.0,2175000,2022-06-19,9.0,40278.0,0.0,0.0,57.7268713,11.9404121
Kolonigatan 7A,Lägenhet,Landala Egnahem,Göteborgs kommun,45.0,2.0,2348.0,2880000,2022-06-19,5.0,64000.0,0.0,0.0,57.6865737,11.9754375
Rosengatan 9,Lägenhet,Linnéstaden,Göteborgs kommun,114.0,4.5,4416.0,8500000,2022-06-19,,74561.0,0.0,0.0,57.6912432,11.9497082
Norra Pingstliljegatan 9,Villa,Ekebäck,Göteborgs kommun,145.0,6.0,,8575000,2022-06-19,8.0,59138.0,462.5,75.0,57.67676515,11.900228126267915
Sankt Pauli Trappor 6D,Lägenhet,Lunden,Göteborgs kommun,89.0,3.0,4683.0,4550000,2022-06-19,-6.0,51124.0,0.0,0.0,57.7090633,11.9994457
Skrattmåsgången 20,Radhus,Långedrag,Göteborgs kommun,145.0,5.0,,7800000,2022-06-19,5.0,53793.0,161.0,30.0,57.6729161,11.8856757
Hällskriftsgatan 16,Lägenhet,Slättadam,Göteborgs kommun,79.7,3.0,5121.0,3195000,2022-06-18,0.0,40088.0,0.0,0.0,57.7316435,11.9338842
Tellusgatan 41,Lägenhet,Bergsjön,Göteborgs kommun,62.0,2.0,3124.0,1750000,2022-06-18,0.0,28226.0,0.0,0.0,57.7572156,12.0724188
Arvesgärde 38,Lägenhet,Tuve,Göteborgs kommun,81.5,3.0,5248.0,2300000,2022-06-18,-2.0,28221.0,0.0,0.0,57.7528563,11.9217901
Ugglegården 14,Lägenhet,Hovås,Göteborgs kommun,75.0,3.0,3096.0,6100000,2022-06-18,3.0,81333.0,0.0,0.0,57.59691625,11.92552125
Svängrumsgatan 73,Lägenhet,Flatås,Göteborgs kommun,76.5,3.0,4190.0,3850000,2022-06-18,4.0,50327.0,0.0,0.0,57.6617411,11.9318098
Brunnehagen 50,Lägenhet,Tuve,Göteborgs kommun,61.5,2.0,3612.0,1900000,2022-06-18,6.0,30894.0,0.0,0.0,57.7485344,11.9247798
Askåkersplan 7,Radhus,Askim,Göteborgs kommun,138.0,6.0,,5385000,2022-06-18,-2.0,39022.0,320.0,15.0,57.6323811,11.9381227
Lövhagavägen 10,Villa,Olofstorp,Göteborgs kommun,149.0,5.0,,4950000,2022-06-18,0.0,33221.0,1578.0,0.0,57.80518,12.1447353
Drivhusgatan 2A,Lägenhet,Göteborg,Göteborgs kommun,62.0,2.0,2667.0,3095000,2022-06-18,0.0,49919.0,0.0,0.0,57.6854543,11.9961973
Balsamingatan 35,Villa,Kålltorp,Göteborgs kommun,112.0,6.0,,9750000,2022-06-18,9.0,87054.0,289.0,58.0,57.7163486,12.023598242442286
Hedtångsvägen 27,Lägenhet,Nya Hovås,Göteborgs kommun,30.0,1.0,2093.0,2195000,2022-06-17,0.0,73167.0,0.0,0.0,57.5982328,11.9523512
Ingebäckslyckan 118,Lägenhet,Hisings Kärra,Göteborgs kommun,62.0,2.0,4548.0,2000000,2022-06-17,3.0,32258.0,0.0,0.0,57.80113,11.9955409
Värslevägen 57,Lägenhet,Askim,Göteborgs kommun,42.3,1.0,2893.0,1650000,2022-06-17,-8.0,39007.0,0.0,0.0,57.6322469,11.9337219
Götaverksgatan 20,Lägenhet,Lindholmen,Göteborgs kommun,62.0,2.0,4013.0,3650000,2022-06-17,-3.0,58871.0,0.0,0.0,57.7083688,11.9432269
Akvamaringatan 7D,Villa,Tynnered,Göteborgs kommun,117.0,5.0,,5200000,2022-06-17,5.0,44444.0,273.5,0.0,57.6432751,11.8917774
Rubingatan 35,Lägenhet,Tynnered,Göteborgs kommun,43.5,2.0,2715.0,1750000,2022-06-17,3.0,40230.0,0.0,0.0,57.6440948,11.9027182
Storhöjdsgatan 11,Lägenhet,Strömmensberg,Göteborgs kommun,43.0,2.0,2723.0,2195000,2022-06-17,10.0,51047.0,0.0,0.0,57.7194752,12.0158922
Nya Älvegårdsvägen 23C,Lägenhet,Torslanda,Göteborgs kommun,57.1,3.0,3641.0,2975000,2022-06-17,0.0,52102.0,0.0,0.0,57.7365863,11.8017015
Konduktörsgatan 9,Villa,Ekebäck,Göteborgs kommun,130.0,6.0,,6600000,2022-06-17,-4.0,50769.0,1010.0,70.0,57.6771423,11.9129639
Lilleby Ås 5,Lägenhet,Torslanda,Göteborgs kommun,74.2,3.0,5688.0,3150000,2022-06-17,2.0,42453.0,0.0,0.0,57.7339833,11.7920218
Kronhusgatan 2E,Lägenhet,Inom Vallgraven,Göteborgs kommun,47.0,2.0,3191.0,3095000,2022-06-17,0.0,65851.0,0.0,0.0,57.7080216,11.96326514304753
Nordostpassagen 56,Lägenhet,Linnéstaden,Göteborgs kommun,96.0,4.0,5984.0,5600000,2022-06-17,8.0,58333.0,0.0,0.0,57.6911914,11.9477293
Brantgatan 11,Villa,Långedrag,Göteborgs kommun,180.0,6.0,,12800000,2022-06-17,-7.0,71111.0,1638.0,103.0,57.67092445,11.866299242154028
Blåsutgatan 9AA,Lägenhet,Majorna,Göteborgs kommun,69.0,3.0,4106.0,3570000,2022-06-17,5.0,51739.0,0.0,0.0,57.6924364,11.922725
Fjärde Långgatan 4A,Lägenhet,Linné,Göteborgs kommun,111.0,4.0,6051.0,7000000,2022-06-17,1.0,63063.0,0.0,0.0,57.697753,11.9475436
Rubingatan 32,Lägenhet,Frölunda,Göteborgs kommun,98.0,4.0,5722.0,3000000,2022-06-17,7.0,30612.0,0.0,0.0,57.6440361,11.9016702
Doktor Allards gata 10,Lägenhet,Guldheden,Göteborgs kommun,72.5,3.0,3805.0,5100000,2022-06-17,5.0,70345.0,0.0,0.0,57.68308925,11.978665849058462
Visthusgatan 13,Villa,Bräcke,Göteborgs kommun,71.0,3.0,,4700000,2022-06-17,0.0,66197.0,448.6,50.0,57.70689885,11.900747380768651
Kobbarnas väg 5,Lägenhet,Olskroken,Göteborgs kommun,52.0,2.0,2757.0,2850000,2022-06-17,-1.0,54808.0,0.0,0.0,57.7131569,11.996845036183466
Furugatan 7,Radhus,Landala Egnahem,Göteborgs kommun,90.0,6.0,,11500000,2022-06-17,10.0,127778.0,340.0,50.0,57.6868604,11.9738415
Rubingatan 16,Lägenhet,Tynnered,Göteborgs kommun,79.5,3.5,4709.0,2300000,2022-06-17,10.0,28931.0,0.0,0.0,57.6457785,11.9011426
Steken 1C,Lägenhet,Gårdstensbergen,Göteborgs kommun,66.0,3.0,2756.0,1600000,2022-06-17,7.0,24242.0,0.0,0.0,57.7895861,12.0207656
Bäckebolsängen 9,Lägenhet,Hisingen,Göteborgs kommun,82.3,3.0,5389.0,1900000,2022-06-17,6.0,23086.0,0.0,0.0,57.7531334,11.9888455
