address,housing_type,region,city,sqr_meter,nr_rooms,rent_month,final_price,sold_date,price_increase,price_sqr_m,land_area,other_srq
Masthuggstorget 5  /  Andra Långgatan 49,Lägenhet,Linné,Göteborgs kommun,52.0,2.0,3429.0,2900000.0,2022-06-08,2.0,55769.0,0.0,0.0
Famngatan 32,Lägenhet,Flatås,Göteborgs kommun,70.0,3.0,4564.0,3350000.0,2022-06-08,0.0,47857.0,0.0,0.0
Önskevädersgatan 51,Lägenhet,Biskopsgården,Göteborgs kommun,75.4,3.0,4286.0,1650000.0,2022-06-08,-3.0,21883.0,0.0,0.0
Spinnspövägen 27,Villa,Torslanda,Göteborgs kommun,178.0,6.0,,9370000.0,2022-06-08,,52640.0,1179.3,13.0
Maratongången 24,Radhus,Biskopsgården,Göteborgs kommun,92.0,4.0,5105.0,2850000.0,2022-06-08,12.0,30978.0,0.0,0.0
Nordostpassagen 14,Lägenhet,Linnéstaden,Göteborgs kommun,30.0,1.0,2174.0,2400000.0,2022-06-08,5.0,80000.0,0.0,0.0
Brunnehagen 53,Lägenhet,Tuve,Göteborgs kommun,80.0,3.0,5135.0,2310000.0,2022-06-08,6.0,28875.0,0.0,0.0
Diktaregatan 4,Villa,Ekebäck,Göteborgs kommun,190.0,6.0,,13250000.0,2022-06-08,-5.0,69737.0,614.0,58.0
Arbogagatan 42,Villa,Centrala Hisingen - Tolered,Göteborgs kommun,102.0,5.0,,5900000.0,2022-06-08,8.0,57843.0,491.0,81.0
Björnekärrsgatan 6E,Lägenhet,Gamlestaden,Göteborgs kommun,79.0,3.0,4225.0,2775000.0,2022-06-08,3.0,35127.0,0.0,0.0
Kransen 4E,Lägenhet,Strömmensberg,Göteborgs kommun,55.5,2.0,3485.0,2600000.0,2022-06-08,,46847.0,0.0,0.0
Övre Husargatan 21B,Lägenhet,Linnéstaden,Göteborgs kommun,65.0,2.0,1678.0,4450000.0,2022-06-08,,68462.0,0.0,0.0
Hvitfeldtsgatan 7B,Lägenhet,Kungshöjd,Göteborgs kommun,87.0,3.0,4689.0,6400000.0,2022-06-08,4.0,73563.0,0.0,0.0
Gamla Tuvevägen 4B,Lägenhet,Centrala Hisingen - Kvillebäcken,Göteborgs kommun,65.0,2.0,3938.0,3100000.0,2022-06-08,0.0,47692.0,0.0,0.0
Andra Långgatan 26,Lägenhet,Linné,Göteborgs kommun,49.0,2.0,2326.0,2995000.0,2022-06-08,0.0,61122.0,0.0,0.0
Nordhemsgatan 62,Lägenhet,Linnéstaden,Göteborgs kommun,58.0,2.0,2630.0,4850000.0,2022-06-08,2.0,83621.0,0.0,0.0
Ånäsvägen 5B,Lägenhet,Bagaregården - Olskroken,Göteborgs kommun,114.0,4.0,4453.0,5600000.0,2022-06-08,7.0,49123.0,0.0,0.0
Kvadrantgatan 18,Lägenhet,Bergsjön,Göteborgs kommun,81.2,4.0,6237.0,1395000.0,2022-06-08,0.0,17180.0,0.0,0.0
Karl Gustavsgatan 11B,Lägenhet,Vasastaden,Göteborgs kommun,56.0,2.0,2921.0,4700000.0,2022-06-08,7.0,83929.0,0.0,0.0
Söndagsgatan 39,Lägenhet,Kortedala,Göteborgs kommun,54.0,2.0,3677.0,1630000.0,2022-06-08,0.0,30185.0,0.0,0.0
Virginsgatan 36,Lägenhet,Kålltorp,Göteborgs kommun,52.0,2.0,2539.0,4000000.0,2022-06-08,0.0,76923.0,0.0,0.0
Famngatan 8,Lägenhet,Högsbo,Göteborgs kommun,29.0,1.0,1598.0,1650000.0,2022-06-08,0.0,56897.0,0.0,0.0
Södergrensgatan 6,Villa,Johanneberg - Fredriksdal,Göteborgs kommun,198.0,6.0,,10400000.0,2022-06-08,-5.0,52525.0,833.0,22.0
Cederflychts Gata 9,Lägenhet,Hisings Backa,Göteborgs kommun,66.1,2.0,4665.0,1600000.0,2022-06-08,,24206.0,0.0,0.0
Arvesgärde 30,Lägenhet,Tuve,Göteborgs kommun,81.5,4.0,5378.0,2550000.0,2022-06-08,6.0,31288.0,0.0,0.0
Blåsutgatan 1,Lägenhet,Majorna,Göteborgs kommun,64.2,2.0,4587.0,2775000.0,2022-06-08,5.0,43224.0,0.0,0.0
Badviksvägen 77,Villa,Gunnilse,Göteborgs kommun,62.0,3.0,,5500000.0,2022-06-08,,88710.0,1410.0,0.0
Seglaregatan 21,Lägenhet,Majorna,Göteborgs kommun,40.8,1.5,3935.0,2350000.0,2022-06-08,4.0,57598.0,0.0,0.0
Sjupundsgatan 41,Lägenhet,Högsbohöjd,Göteborgs kommun,50.0,2.0,2665.0,2625000.0,2022-06-08,1.0,52500.0,0.0,0.0
Barken Beatrices Gata 36,Lägenhet,Sannegården,Göteborgs kommun,89.0,3.0,5137.0,5400000.0,2022-06-07,9.0,60674.0,0.0,0.0
Nolehultsvägen 3,Lägenhet,Tuve,Göteborgs kommun,77.5,3.0,4111.0,3550000.0,2022-06-07,8.0,45806.0,0.0,0.0
Storhöjdsgatan 17B,Lägenhet,Strömmensberg,Göteborgs kommun,57.0,2.0,3337.0,2895000.0,2022-06-07,0.0,50789.0,0.0,0.0
Västra Palettgatan 13A,Villa,Näset,Göteborgs kommun,194.0,6.0,,12000000.0,2022-06-07,5.0,61856.0,694.7,0.0
Rustmästaregatan 11,Lägenhet,Kviberg,Göteborgs kommun,70.0,2.5,3923.0,2960000.0,2022-06-07,6.0,42286.0,0.0,0.0
Nilssonsberg 13,Lägenhet,Nilssonsberg,Göteborgs kommun,73.0,3.0,4259.0,5150000.0,2022-06-07,11.0,70548.0,0.0,0.0
Karl Gustavsgatan 20B,Lägenhet,Vasastaden,Göteborgs kommun,32.0,1.0,1263.0,2950000.0,2022-06-07,18.0,92188.0,0.0,0.0
Järnbrotts Prästväg 1B,Lägenhet,Järnbrott,Göteborgs kommun,82.0,3.0,4210.0,3550000.0,2022-06-07,-1.0,43293.0,0.0,0.0
Kupeskärsgatan 62,Radhus,Önnered,Göteborgs kommun,115.0,6.0,,5500000.0,2022-06-07,6.0,47826.0,204.0,0.0
Godhemsgatan 2C,Lägenhet,Majorna,Göteborgs kommun,36.0,1.0,2240.0,2350000.0,2022-06-07,9.0,65278.0,0.0,0.0
Nordostpassagen 33,Lägenhet,Linné,Göteborgs kommun,39.0,1.5,2523.0,2450000.0,2022-06-07,-5.0,62821.0,0.0,0.0
Liljeforsgatan 26,Lägenhet,Johanneberg,Göteborgs kommun,60.4,2.0,4897.0,2750000.0,2022-06-07,11.0,45530.0,0.0,0.0
Doktor Allards gata 10,Lägenhet,Guldheden,Göteborgs kommun,47.0,2.0,2912.0,3550000.0,2022-06-07,23.0,75532.0,0.0,0.0
Arvesgärde 21,Lägenhet,Tuve,Göteborgs kommun,91.0,4.0,5894.0,2570000.0,2022-06-07,7.0,28242.0,0.0,0.0
Nedre Fogelbergsgatan 3C,Lägenhet,Vasastaden,Göteborgs kommun,60.0,2.0,1970.0,4300000.0,2022-06-07,0.0,71667.0,0.0,0.0
Umbragatan 14,Radhus,Näset - Åkered,Göteborgs kommun,121.0,5.0,,5690000.0,2022-06-07,0.0,47025.0,147.0,0.0
Solrosgatan 2 B,Lägenhet,Kålltorp,Göteborgs kommun,37.0,1.0,2566.0,1890000.0,2022-06-07,0.0,51081.0,0.0,0.0
Arvid lindmansgatan 25H,Lägenhet,Tolered,Göteborgs kommun,54.0,2.0,3205.0,1695000.0,2022-06-07,-6.0,31389.0,0.0,0.0
Schottisvägen 3,Lägenhet,Angered - Agnesberg,Göteborgs kommun,71.9,3.0,3099.0,1500000.0,2022-06-07,15.0,20862.0,0.0,0.0
Lilla Bottnevägen 42b,Radhus,Torslanda - Lilleby,Göteborgs kommun,71.0,3.0,3500.0,4500000.0,2022-06-07,7.0,63380.0,0.0,0.0
Klaras ängar 42,Fritidshus,Kortedala,Göteborgs kommun,20.0,1.0,,480000.0,2022-06-07,0.0,24000.0,0.0,7.0
Fyrklöversgatan 11,Lägenhet,Centrala Hisingen,Göteborgs kommun,69.0,3.0,3629.0,2995000.0,2022-06-07,0.0,43406.0,0.0,0.0
Steken 2A,Lägenhet,Angered - Agnesberg,Göteborgs kommun,66.0,3.0,2756.0,1600000.0,2022-06-07,7.0,24242.0,0.0,0.0
Lilla Björlandavägen 24,Villa,Länsmansgården,Göteborgs kommun,134.0,5.0,,6200000.0,2022-06-07,4.0,46269.0,899.0,15.0
Daniel Petterssons Gata 1B,Lägenhet,Norra Guldheden,Göteborgs kommun,54.0,2.0,4145.0,3500000.0,2022-06-07,9.0,64815.0,0.0,0.0
Holmbacken 4,Lägenhet,Skintebo,Göteborgs kommun,90.0,4.0,5652.0,4200000.0,2022-06-07,5.0,46667.0,0.0,0.0
Generalsgatan 8,Lägenhet,Kviberg,Göteborgs kommun,55.0,2.0,2722.0,2500000.0,2022-06-07,5.0,45455.0,0.0,0.0
Doktor Bex gata 13C,Lägenhet,Södra Guldheden,Göteborgs kommun,54.0,2.0,3427.0,3100000.0,2022-06-07,4.0,57407.0,0.0,0.0
Hvitfeldtsgatan 1,Lägenhet,Kungshöjd,Göteborgs kommun,113.5,3.5,5535.0,7480000.0,2022-06-07,0.0,65903.0,0.0,0.0
Teleskopgatan 10,Lägenhet,Bergsjön,Göteborgs kommun,63.0,2.0,4207.0,1085000.0,2022-06-06,9.0,17222.0,0.0,0.0
Hallegatan 13,Lägenhet,Centrala Hisingen,Göteborgs kommun,35.5,1.5,2903.0,1965000.0,2022-06-06,3.0,55352.0,0.0,0.0
Aschebergsgatan 13B,Lägenhet,Vasastaden,Göteborgs kommun,56.0,2.0,3042.0,4725000.0,2022-06-06,5.0,84375.0,0.0,0.0
Lillgårdens Gränd 1,Lägenhet,Hovås,Göteborgs kommun,82.0,3.0,3248.0,5350000.0,2022-06-06,8.0,65244.0,0.0,0.0
Gamlestadstorget 22,Lägenhet,Gamlestaden,Göteborgs kommun,59.0,2.0,4133.0,2270000.0,2022-06-06,4.0,38475.0,0.0,0.0
Eklandagatan 45B,Lägenhet,Johanneberg,Göteborgs kommun,47.0,1.5,2730.0,2850000.0,2022-06-06,6.0,60638.0,0.0,0.0
Ekebygatan 20,Lägenhet,Hisings Backa,Göteborgs kommun,90.0,4.0,5670.0,2225000.0,2022-06-06,6.0,24722.0,0.0,0.0
Smögengatan 10,Lägenhet,Björkekärr,Göteborgs kommun,52.0,2.0,2815.0,3850000.0,2022-06-05,,74038.0,0.0,0.0
Mandolingatan 9,Lägenhet,Ruddalen,Göteborgs kommun,59.5,2.0,2652.0,2230000.0,2022-06-05,12.0,37479.0,0.0,0.0
Storhöjdsgatan 19,Lägenhet,Strömmensberg,Göteborgs kommun,43.0,2.0,2151.0,2275000.0,2022-06-05,-4.0,52907.0,0.0,0.0
Linnégatan 33,Lägenhet,Linné,Göteborgs kommun,201.0,6.0,5336.0,13300000.0,2022-06-05,3.0,66169.0,0.0,0.0
Stora Pölsans väg 20,Villa,Torslanda - Hjuvik,Göteborgs kommun,168.0,6.0,,8735000.0,2022-06-05,,51994.0,1255.0,56.0
Södra Viktoriagatan 29A,Lägenhet,Vasastaden,Göteborgs kommun,56.0,2.0,2326.0,4000000.0,2022-06-05,5.0,71429.0,0.0,0.0
Sagogången 54,Lägenhet,Hisings Backa,Göteborgs kommun,63.5,2.0,3821.0,1795000.0,2022-06-05,0.0,28268.0,0.0,0.0
Ättehögsgatan 4H,Lägenhet,Munkebäck,Göteborgs kommun,68.0,3.0,3657.0,3850000.0,2022-06-05,2.0,56618.0,0.0,0.0
Hökåsvägen 22A,Villa,Hovås,Göteborgs kommun,172.0,8.0,,9460000.0,2022-06-04,31.0,55000.0,783.0,5.0
Klaralidsvägen 10,Villa,Helgered,Göteborgs kommun,95.0,5.0,,4150000.0,2022-06-04,-16.0,43684.0,1284.0,36.0
Monsungatan 51,Lägenhet,Eriksberg,Göteborgs kommun,60.0,2.0,3193.0,3400000.0,2022-06-04,0.0,56667.0,0.0,0.0
Äsebackevägen 1C,Radhus,Billdal,Göteborgs kommun,108.3,4.0,4463.0,7600000.0,2022-06-04,17.0,70175.0,0.0,0.0
Vidblicksgatan 1,Lägenhet,Nedre Johanneberg,Göteborgs kommun,36.0,1.0,1955.0,3050000.0,2022-06-04,13.0,84722.0,0.0,0.0
Hedtångsvägen 27,Lägenhet,Hovås,Göteborgs kommun,97.5,4.0,5308.0,5750000.0,2022-06-04,-2.0,58974.0,0.0,0.0
Träringen 1,Lägenhet,Björkekärr,Göteborgs kommun,62.0,3.0,4280.0,3300000.0,2022-06-04,,53226.0,0.0,0.0
Ranängsgatan 12,Lägenhet,Stampen,Göteborgs kommun,46.0,2.0,2898.0,2600000.0,2022-06-04,5.0,56522.0,0.0,0.0
Wingårdsgatan 9D,Lägenhet,Kålltorp,Göteborgs kommun,50.0,2.0,3113.0,2850000.0,2022-06-03,-1.0,57000.0,0.0,0.0
De Geersgatan 6,Lägenhet,Lunden,Göteborgs kommun,69.0,3.0,4432.0,4260000.0,2022-06-03,,61739.0,0.0,0.0
Doktor Hjorts Gata 2B,Lägenhet,Södra Guldheden,Göteborgs kommun,65.0,3.0,3881.0,3700000.0,2022-06-03,4.0,56923.0,0.0,0.0
Solängsvägen 49,Lägenhet,Torslanda - Centrum,Göteborgs kommun,81.0,2.0,4264.0,3325000.0,2022-06-03,11.0,41049.0,0.0,0.0
Godemansgatan 9D,Lägenhet,Centrala Hisingen,Göteborgs kommun,38.0,1.0,3157.0,1650000.0,2022-06-03,0.0,43421.0,0.0,0.0
Mors Backe 9,Lägenhet,Majorna,Göteborgs kommun,83.0,3.0,4848.0,5200000.0,2022-06-03,5.0,62651.0,0.0,0.0
Lokattsbacken 76,Lägenhet,Hagen,Göteborgs kommun,73.0,2.5,4229.0,3650000.0,2022-06-03,0.0,50000.0,0.0,0.0
Arvesgärde 5,Lägenhet,Tuve,Göteborgs kommun,65.5,2.0,4905.0,1950000.0,2022-06-03,5.0,29771.0,0.0,0.0
Brunnehagen 27,Lägenhet,Tuve,Göteborgs kommun,80.0,3.0,5135.0,2500000.0,2022-06-03,10.0,31250.0,0.0,0.0
Bandtraktorgatan 1,Lägenhet,Angered,Göteborgs kommun,55.0,2.0,3327.0,1750000.0,2022-06-03,-2.0,31818.0,0.0,0.0
Sägengatan 43,Lägenhet,Hisings Backa,Göteborgs kommun,48.8,2.0,3712.0,1680000.0,2022-06-03,5.0,34426.0,0.0,0.0
Bratteråsgatan 44,Lägenhet,Eriksberg,Göteborgs kommun,73.0,3.0,3997.0,4120000.0,2022-06-03,6.0,56438.0,0.0,0.0
Kastellgatan 13B,Lägenhet,Linnéstaden,Göteborgs kommun,39.0,1.0,1620.0,3300000.0,2022-06-03,5.0,84615.0,0.0,0.0
Barken Beatrices gata 6,Lägenhet,Sannegårdshamnen,Göteborgs kommun,56.0,2.0,3606.0,3200000.0,2022-06-03,7.0,57143.0,0.0,0.0
Tunnlandsgatan 18,Lägenhet,Kaverös,Göteborgs kommun,59.5,2.0,2504.0,2350000.0,2022-06-03,7.0,39496.0,0.0,0.0
Haråsgatan 11,Lägenhet,Majorna,Göteborgs kommun,59.0,2.0,3561.0,3425000.0,2022-06-03,5.0,58051.0,0.0,0.0
Lodjursstråket 1 - vån 22 - Karlatornet,Lägenhet,Karlastaden,Göteborgs kommun,25.0,1.0,2260.0,2300000.0,2022-06-03,0.0,92000.0,0.0,0.0
Lönnrunan 143,Radhus,Göteborg - Torslanda,Göteborgs kommun,123.0,5.0,,5250000.0,2022-06-03,6.0,42683.0,214.0,0.0
Borstbindaregatan 5,Lägenhet,Kvillebäcken,Göteborgs kommun,44.0,2.0,3008.0,2380000.0,2022-06-03,8.0,54091.0,0.0,0.0
Astris Gata 66,Lägenhet,Västra Eriksberg,Göteborgs kommun,96.0,4.0,3960.0,5200000.0,2022-06-03,0.0,54167.0,0.0,0.0
Bratteråsgatan 54,Lägenhet,Eriksberg,Göteborgs kommun,59.0,2.0,3415.0,3150000.0,2022-06-03,-1.0,53390.0,0.0,0.0
Övre Rönnbärsstigen 15,Lägenhet,Örgryte,Göteborgs kommun,40.0,2.0,2163.0,2220000.0,2022-06-03,0.0,55500.0,0.0,0.0
Fastlagsgatan 10,Lägenhet,Kortedala,Göteborgs kommun,54.5,2.0,3996.0,1625000.0,2022-06-03,20.0,29817.0,0.0,0.0
Stampgatan 62 Vån 7 / 7,Lägenhet,Stampen,Göteborgs kommun,72.5,3.0,3657.0,4300000.0,2022-06-03,4.0,59310.0,0.0,0.0
Övre Husargatan 23A,Lägenhet,Linné,Göteborgs kommun,95.0,3.0,4815.0,5900000.0,2022-06-03,4.0,62105.0,0.0,0.0
Lenvädersgatan 1,Lägenhet,Biskopsgården,Göteborgs kommun,38.0,1.0,2728.0,770000.0,2022-06-03,3.0,20263.0,0.0,0.0
Ejdergatan 2B,Lägenhet,Bagaregården,Göteborgs kommun,56.0,2.0,3803.0,2500000.0,2022-06-03,-2.0,44643.0,0.0,0.0
Sollidsgatan 13,Villa,Kungsladugård,Göteborgs kommun,332.0,12.0,,14150000.0,2022-06-03,,42620.0,773.5,69.0
Gjutegården 123,Radhus,Askim,Göteborgs kommun,118.0,4.0,,6195000.0,2022-06-03,0.0,52500.0,178.0,14.0
Hälleflundregatan 24,Lägenhet,Fiskebäck,Göteborgs kommun,115.0,3.0,6121.0,8600000.0,2022-06-03,,74783.0,0.0,0.0
Sörhallskajen 24,Lägenhet,Eriksberg,Göteborgs kommun,157.0,3.0,8264.0,12000000.0,2022-06-03,20.0,76433.0,0.0,0.0
Ceresplatsen 13,Lägenhet,Sannegården,Göteborgs kommun,53.0,2.0,2958.0,3725000.0,2022-06-03,7.0,70283.0,0.0,0.0
Glöstorpsvägen 24,Lägenhet,Tuve,Göteborgs kommun,58.0,2.0,4317.0,1450000.0,2022-06-03,0.0,25000.0,0.0,0.0
Ormebäcksgatan 1 D,Radhus,Björkekärr,Göteborgs kommun,84.0,4.0,,5300000.0,2022-06-03,-4.0,63095.0,151.6,0.0
Ejdergatan 2F,Lägenhet,Bagaregården,Göteborgs kommun,30.0,1.0,2258.0,2300000.0,2022-06-03,7.0,76667.0,0.0,0.0
Chalmersgatan 24,Lägenhet,Lorensberg - Vasastaden,Göteborgs kommun,72.0,2.0,2218.0,5100000.0,2022-06-03,,70833.0,0.0,0.0
Åsgatan 2,Lägenhet,Masthugget,Göteborgs kommun,80.0,3.0,4039.0,5100000.0,2022-06-03,7.0,63750.0,0.0,0.0
Sveagatan 24,Lägenhet,Linnéstaden,Göteborgs kommun,85.0,3.0,5080.0,5425000.0,2022-06-03,-1.0,63824.0,0.0,0.0
Juvelgatan 13,Radhus,Södra Tynnered,Göteborgs kommun,119.0,6.0,,4590000.0,2022-06-02,-3.0,38571.0,179.8,0.0
Ahrenbergsgatan 22B,Lägenhet,Munkebäck,Göteborgs kommun,50.0,2.0,2899.0,2600000.0,2022-06-02,4.0,52000.0,0.0,0.0
Arvesgärde 3,Lägenhet,Tuve,Göteborgs kommun,37.5,1.0,3150.0,1550000.0,2022-06-02,4.0,41333.0,0.0,0.0
Teatergatan 21,Lägenhet,Lorensberg,Göteborgs kommun,30.0,1.0,1065.0,2800000.0,2022-06-02,5.0,93333.0,0.0,0.0
Gretas gata 42,Villa,Linnarhult,Göteborgs kommun,141.0,8.0,,4625000.0,2022-06-02,3.0,32801.0,571.0,16.0
Vädursgatan 4B,Lägenhet,Gårda,Göteborgs kommun,105.0,3.0,5410.0,5900000.0,2022-06-02,0.0,56190.0,0.0,0.0
Skovelvägen 22,Villa,Hisings Kärra,Göteborgs kommun,96.0,4.0,5785.0,4100000.0,2022-06-02,3.0,42708.0,0.0,0.0
Gunnaredsterrassen 19,Lägenhet,Angered,Göteborgs kommun,100.5,4.0,7457.0,2000000.0,2022-06-02,14.0,19900.0,0.0,0.0
Västra Stillestorpsgatan 25,Lägenhet,Centrala Hisingen,Göteborgs kommun,80.0,4.0,4842.0,3510000.0,2022-06-02,11.0,43875.0,0.0,0.0
Doktor bex gata 7 C,Lägenhet,Södra guldheden,Göteborgs kommun,61.0,3.0,3390.0,3550000.0,2022-06-02,3.0,58197.0,0.0,0.0
Kvillegatan 3,Lägenhet,Centrala Hisingen,Göteborgs kommun,30.0,1.0,1884.0,1975000.0,2022-06-02,-1.0,65833.0,0.0,0.0
Träringen 2,Lägenhet,Björkekärr,Göteborgs kommun,53.0,2.0,3874.0,2400000.0,2022-06-02,-2.0,45283.0,0.0,0.0
Älghagsgatan 1 A,Lägenhet,Gamla Masthugget,Göteborgs kommun,42.5,2.0,2845.0,3230000.0,2022-06-02,13.0,76000.0,0.0,0.0
Sveagatan 1,Lägenhet,Linnéstaden,Göteborgs kommun,64.0,2.0,2953.0,5800000.0,2022-06-02,17.0,90625.0,0.0,0.0
Kyrkåsgatan 16,Lägenhet,Kålltorp,Göteborgs kommun,57.0,2.0,3331.0,2900000.0,2022-06-02,0.0,50877.0,0.0,0.0
Barken Storegrunds Gata 12,Lägenhet,Sannegårdshamnen/Eriksberg,Göteborgs kommun,99.0,4.0,4881.0,6000000.0,2022-06-02,0.0,60606.0,0.0,0.0
Bockhornsgatan 7 A,Lägenhet,Gamla Masthugget,Göteborgs kommun,62.0,3.0,3238.0,5050000.0,2022-06-02,6.0,81452.0,0.0,0.0
Sofiagatan 64K,Lägenhet,Strömmensberg,Göteborgs kommun,63.5,2.0,3662.0,3600000.0,2022-06-02,9.0,56693.0,0.0,0.0
Alfhemsgatan 1 B,Lägenhet,Linnéstaden,Göteborgs kommun,66.0,3.0,1906.0,5900000.0,2022-06-02,19.0,89394.0,0.0,0.0
Ulfsparregatan 11A,Lägenhet,Lunden,Göteborgs kommun,37.0,1.0,2582.0,2150000.0,2022-06-02,5.0,58108.0,0.0,0.0
Glöstorps Röseväg 13,Lägenhet,Tuve,Göteborgs kommun,54.0,2.0,2808.0,2700000.0,2022-06-02,20.0,50000.0,0.0,0.0
Chalmersgatan 22,Lägenhet,Lorensberg - Vasastaden,Göteborgs kommun,55.0,2.0,1876.0,4220000.0,2022-06-02,6.0,76727.0,0.0,0.0
Träkilsgatan 42,Lägenhet,Göteborg,Göteborgs kommun,55.0,2.0,3312.0,2700000.0,2022-06-02,,49091.0,0.0,0.0
Transistorgatan 31,Lägenhet,Järnbrott,Göteborgs kommun,97.0,3.0,4705.0,6200000.0,2022-06-02,7.0,63918.0,0.0,0.0
Lönndalsvägen 19,Lägenhet,Södra Skärgården - Brännö,Göteborgs kommun,123.0,4.0,5493.0,7200000.0,2022-06-02,0.0,58537.0,0.0,0.0
Meli Johanssonsväg  64,Lägenhet,Torslanda - Björlanda,Göteborgs kommun,65.0,3.0,2988.0,3700000.0,2022-06-02,6.0,56923.0,0.0,0.0
Lågtrycksgatan 7,Lägenhet,Länsmansgården,Göteborgs kommun,43.9,1.5,2577.0,1050000.0,2022-06-02,11.0,23918.0,0.0,0.0
Gamlestadstorget 39,Lägenhet,Gamlestaden,Göteborgs kommun,61.0,2.0,4262.0,2050000.0,2022-06-02,-2.0,33607.0,0.0,0.0
Tenorgatan 12,Lägenhet,Kaverös,Göteborgs kommun,61.2,2.0,3888.0,2100000.0,2022-06-02,-2.0,34314.0,0.0,0.0
Kvillegatan 15,Lägenhet,Porslinsfabriken,Göteborgs kommun,58.0,2.0,2970.0,2850000.0,2022-06-02,0.0,49138.0,0.0,0.0
Rubingatan 10,Lägenhet,Tynnered,Göteborgs kommun,98.5,4.0,5676.0,3200000.0,2022-06-02,11.0,32487.0,0.0,0.0
Lindholmsallén 57,Lägenhet,Lindholmen,Göteborgs kommun,75.0,3.0,4625.0,4060000.0,2022-06-02,2.0,54133.0,0.0,0.0
Hjällbogärdet 46,Lägenhet,Eriksbo - Hjällbogärdet,Göteborgs kommun,42.5,2.0,3524.0,1075000.0,2022-06-02,8.0,25294.0,0.0,0.0
Kobergsgatan 25,Lägenhet,Strömmensberg,Göteborgs kommun,56.5,2.0,3198.0,3100000.0,2022-06-02,10.0,54867.0,0.0,0.0
Södra Flundregatan 51A,Villa,Fiskebäck,Göteborgs kommun,181.0,6.0,,11000000.0,2022-06-02,-2.0,60773.0,1525.3,0.0
Munspelsgatan 24,Lägenhet,Frölunda,Göteborgs kommun,27.0,1.0,2431.0,1550000.0,2022-06-02,15.0,57407.0,0.0,0.0
Fyrklöversgatan 11,Lägenhet,Centrala Hisingen,Göteborgs kommun,76.0,3.0,3997.0,2950000.0,2022-06-02,-2.0,38816.0,0.0,0.0
Älvsborgsplan 5J,Lägenhet,Kungsladugård,Göteborgs kommun,55.6,2.0,2986.0,3000000.0,2022-06-02,-8.0,53957.0,0.0,0.0
Nya Varvsallén 13,Villa,Kungssten,Göteborgs kommun,153.0,6.0,,10000000.0,2022-06-01,-7.0,65359.0,1103.0,45.0
Lindholmsallén 57,Lägenhet,Lindholmen,Göteborgs kommun,61.0,2.0,3762.0,3270000.0,2022-06-01,1.0,53607.0,0.0,0.0
Götaverksgatan 24,Lägenhet,Lindholmen,Göteborgs kommun,35.0,1.0,1819.0,2550000.0,2022-06-01,6.0,72857.0,0.0,0.0
"Gitarrgatan 3, vån 11 / 12",Lägenhet,Ruddalen,Göteborgs kommun,69.3,3.0,4673.0,2300000.0,2022-06-01,7.0,33189.0,0.0,0.0
Fastlagsgatan 14,Lägenhet,Kortedala,Göteborgs kommun,54.0,2.0,3980.0,1360000.0,2022-06-01,5.0,25185.0,0.0,0.0
Basungatan 17,Lägenhet,Ruddalen,Göteborgs kommun,70.0,3.0,4291.0,2775000.0,2022-06-01,6.0,39643.0,0.0,0.0
Cedergatan 19,Villa,Långedrag - Hagen,Göteborgs kommun,132.0,5.0,,9900000.0,2022-06-01,25.0,75000.0,833.0,34.0
Rosengatan 3 B,Lägenhet,Linnéstaden,Göteborgs kommun,80.0,3.0,2745.0,5925000.0,2022-06-01,3.0,74063.0,0.0,0.0
Kamomillvägen 43,Lägenhet,Hildedal,Göteborgs kommun,112.0,5.0,6612.0,4195000.0,2022-06-01,0.0,37455.0,0.0,0.0
Brunnehagen 186,Radhus,Tuve,Göteborgs kommun,118.0,5.0,,4150000.0,2022-06-01,-1.0,35169.0,162.0,0.0
Carnegiegatan  17 A,Lägenhet,Kungsladugård,Göteborgs kommun,60.0,2.0,2010.0,4100000.0,2022-06-01,19.0,68333.0,0.0,0.0
Karl Gustavsgatan 7 B,Lägenhet,Vasastaden,Göteborgs kommun,55.0,2.0,3083.0,4375000.0,2022-06-01,4.0,79545.0,0.0,0.0
Kalendervägen 73,Lägenhet,Kortedala,Göteborgs kommun,53.7,3.0,2941.0,1680000.0,2022-06-01,6.0,31285.0,0.0,0.0
Lugnet 8 A,Lägenhet,Kungsladugård,Göteborgs kommun,57.0,2.0,3997.0,3350000.0,2022-06-01,2.0,58772.0,0.0,0.0
Gräddgatan 2,Lägenhet,Kallebäck,Göteborgs kommun,124.3,5.0,8206.0,3900000.0,2022-06-01,18.0,31376.0,0.0,0.0
Sagogången 7,Lägenhet,Hisings Backa,Göteborgs kommun,96.5,4.0,6690.0,2870000.0,2022-06-01,,29741.0,0.0,0.0
Vattugatan 4B,Lägenhet,Gamla Masthugget,Göteborgs kommun,47.5,2.0,2709.0,4000000.0,2022-06-01,23.0,84211.0,0.0,0.0
Växelmyntsgatan 23B,Radhus,Högsbohöjd,Göteborgs kommun,94.0,4.0,,6555000.0,2022-06-01,25.0,69734.0,201.0,0.0
Sonettgatan 4,Lägenhet,Hisings Backa,Göteborgs kommun,79.0,3.0,5557.0,2150000.0,2022-06-01,0.0,27215.0,0.0,0.0
Skårsgatan 82,Villa,Örgryte - Skår,Göteborgs kommun,186.0,8.0,,17000000.0,2022-06-01,0.0,91398.0,553.2,81.0
