address,housing_type,region,city,sqr_meter,nr_rooms,rent_month,final_price,sold_date,price_increase,price_sqr_m,land_area,other_srq
Virvelvindsgatan 8,Lägenhet,Centrala Hisingen,Göteborgs kommun,35.5,1.5,2903.0,2100000.0,2022-06-16,5.0,59155.0,0.0,0.0
Karlagatan 12B,Lägenhet,Göteborg,Göteborgs kommun,62.0,2.5,3794.0,3350000.0,2022-06-16,2.0,54032.0,0.0,0.0
Ostindiefararen 19,Lägenhet,Eriksberg,Göteborgs kommun,47.0,2.0,2183.0,3350000.0,2022-06-16,2.0,71277.0,0.0,0.0
Lövskogsgatan 15B,Lägenhet,Norra Guldheden,Göteborgs kommun,39.0,1.5,1779.0,2700000.0,2022-06-16,9.0,69231.0,0.0,0.0
Väderstrecksgatan 3,Radhus,Hisingen,Göteborgs kommun,82.0,4.0,,3400000.0,2022-06-16,10.0,41463.0,131.0,0.0
Mölndalsvägen 29,Lägenhet,Almedal,Göteborgs kommun,99.0,4.0,4454.0,5300000.0,2022-06-16,7.0,53535.0,0.0,0.0
Norra Lysevägen 131,Lägenhet,Torslanda - Amhult,Göteborgs kommun,69.6,3.0,3874.0,4150000.0,2022-06-16,4.0,59626.0,0.0,0.0
Karl Johansgatan 60B,Lägenhet,Majorna,Göteborgs kommun,40.0,1.5,2899.0,2800000.0,2022-06-16,19.0,70000.0,0.0,0.0
Luntantugatan 2,Lägenhet,Kungshöjd,Göteborgs kommun,56.0,2.0,2770.0,4800000.0,2022-06-15,13.0,85714.0,0.0,0.0
Bisittaregatan 1C,Lägenhet,Kålltorp,Göteborgs kommun,72.0,3.0,4191.0,3775000.0,2022-06-15,-2.0,52431.0,0.0,0.0
Vitklövern 3D,Radhus,Torslanda - Centralt,Göteborgs kommun,122.0,5.0,,5000000.0,2022-06-15,-7.0,40984.0,182.7,0.0
Vantgatan 1F,Lägenhet,Majorna,Göteborgs kommun,54.0,2.0,4026.0,2800000.0,2022-06-15,12.0,51852.0,0.0,0.0
Maj På Malös Gata 36,Lägenhet,Eriksberg,Göteborgs kommun,81.5,3.0,4729.0,4465000.0,2022-06-15,4.0,54785.0,0.0,0.0
Lindholmsallén 57,Lägenhet,Lindholmen,Göteborgs kommun,61.0,2.0,3942.0,3395000.0,2022-06-15,0.0,55656.0,0.0,0.0
Västergårdsvägen 7,Villa,Hovås,Göteborgs kommun,189.2,7.0,,11500000.0,2022-06-15,5.0,60782.0,1584.0,54.6
Prilyckegatan 53,Radhus,Hisings Kärra,Göteborgs kommun,110.0,6.0,,4600000.0,2022-06-15,8.0,41818.0,379.9,25.0
Mandolingatan 9,Lägenhet,Ruddalen,Göteborgs kommun,31.5,1.0,1855.0,1570000.0,2022-06-15,1.0,49841.0,0.0,0.0
Hökällans väg,Tomt,Skogome,Göteborgs kommun,1.0,,,4100000.0,2022-06-15,49.0,4100000.0,0.0,0.0
Lenvädersgatan 19,Lägenhet,Biskopsgården,Göteborgs kommun,82.0,4.0,5243.0,1825000.0,2022-06-15,0.0,22256.0,0.0,0.0
Kastellgatan 17,Lägenhet,Linnéstaden,Göteborgs kommun,63.0,2.0,3371.0,5825000.0,2022-06-15,17.0,92460.0,0.0,0.0
Raketgatan 5,Lägenhet,Norra Guldheden,Göteborgs kommun,62.0,3.0,4924.0,3000000.0,2022-06-15,-9.0,48387.0,0.0,0.0
Skanstorget 5A,Lägenhet,Linnéstaden,Göteborgs kommun,63.0,2.0,3267.0,4900000.0,2022-06-15,7.0,77778.0,0.0,0.0
Olof Skötkonungsgatan 64,Radhus,Örgryte Skår,Göteborgs kommun,162.0,7.0,,11500000.0,2022-06-15,-4.0,70988.0,174.0,55.0
Vattentornsgatan 150,Radhus,Angered,Göteborgs kommun,101.0,4.0,,2400000.0,2022-06-15,-4.0,23762.0,210.0,20.0
Gamla vägen 10,Villa,Långedrag - Hinsholmen,Göteborgs kommun,166.0,7.0,,10500000.0,2022-06-15,0.0,63253.0,711.0,48.0
Ernst torulfsgatan 3E,Lägenhet,Munkebäck,Göteborgs kommun,50.0,2.0,3103.0,2810000.0,2022-06-15,13.0,56200.0,0.0,0.0
Storkgatan 6M,Lägenhet,Bagaregården,Göteborgs kommun,55.0,2.0,2831.0,3150000.0,2022-06-15,5.0,57273.0,0.0,0.0
Stabbegatan 23,Lägenhet,Björkekärr,Göteborgs kommun,58.0,2.0,3491.0,2095000.0,2022-06-15,0.0,36121.0,0.0,0.0
Prilyckegatan 87,Lägenhet,Hisings Kärra,Göteborgs kommun,62.0,2.0,4400.0,1550000.0,2022-06-15,0.0,25000.0,0.0,0.0
Billdals Kläppeväg 3,Villa,Billdal,Göteborgs kommun,191.0,5.0,,12900000.0,2022-06-15,8.0,67539.0,560.0,11.0
Sagogången 42,Lägenhet,Hisings Backa,Göteborgs kommun,45.0,1.5,3435.0,1300000.0,2022-06-15,4.0,28889.0,0.0,0.0
Norra Skeppspromenaden 11,Lägenhet,Eriksberg,Göteborgs kommun,80.9,3.0,5088.0,4130000.0,2022-06-15,3.0,51051.0,0.0,0.0
Trädgårdsgärdet 116,Radhus,Angered,Göteborgs kommun,111.2,4.0,7589.0,1800000.0,2022-06-15,6.0,16187.0,0.0,0.0
Belegatan 1,Lägenhet,Eriksberg,Göteborgs kommun,60.5,2.0,3764.0,3100000.0,2022-06-15,-3.0,51240.0,0.0,0.0
Mandolingatan 5,Lägenhet,Ruddalen,Göteborgs kommun,59.5,2.0,2724.0,2050000.0,2022-06-15,3.0,34454.0,0.0,0.0
Redebacken 4,Lägenhet,Långedrag - Hagen,Göteborgs kommun,79.0,3.0,4608.0,4800000.0,2022-06-15,7.0,60759.0,0.0,0.0
Kastvindsgatan 1,Lägenhet,Centrala Hisingen,Göteborgs kommun,69.0,3.0,4300.0,2750000.0,2022-06-15,10.0,39855.0,0.0,0.0
Norra Lysevägen 147,Radhus,Torslanda - Amhult,Göteborgs kommun,80.0,3.0,4619.0,3800000.0,2022-06-15,0.0,47500.0,0.0,0.0
Kaktusvägen 17B,Villa,Grimmered,Göteborgs kommun,81.0,6.0,,6300000.0,2022-06-15,-9.0,77778.0,532.2,72.0
Gustaf Dalénsgatan 18,Lägenhet,Centrala Hisingen,Göteborgs kommun,62.9,2.0,3954.0,3325000.0,2022-06-15,4.0,52862.0,0.0,0.0
Uddeholmsgatan 2,Lägenhet,Munkebäck,Göteborgs kommun,78.7,3.0,4924.0,3820000.0,2022-06-14,10.0,48539.0,0.0,0.0
Lodjursstråket 1,Lägenhet,Lindholmen,Göteborgs kommun,77.0,3.0,5267.0,5700000.0,2022-06-14,-3.0,74026.0,0.0,0.0
Eklandagatan 41A,Lägenhet,Johanneberg,Göteborgs kommun,36.0,1.5,1859.0,2425000.0,2022-06-14,-7.0,67361.0,0.0,0.0
Malörtsgatan 97,Radhus,Gårdsten,Göteborgs kommun,121.0,4.0,4521.0,2635000.0,2022-06-14,6.0,21777.0,0.0,0.0
Segelflyget 8,Lägenhet,Torslanda - Amhult,Göteborgs kommun,59.0,2.0,3178.0,2600000.0,2022-06-14,-3.0,44068.0,0.0,0.0
Sösbacken 68,Radhus,Billdal,Göteborgs kommun,118.0,6.0,,5980000.0,2022-06-14,1.0,50678.0,86.0,30.0
Nordostpassagen 29,Lägenhet,Linné,Göteborgs kommun,29.9,1.0,1592.0,2400000.0,2022-06-14,2.0,80268.0,0.0,0.0
Storhöjdsgatan 12,Lägenhet,Strömmensberg,Göteborgs kommun,54.0,2.0,2890.0,2930000.0,2022-06-14,8.0,54259.0,0.0,0.0
Briljantgatan 78,Lägenhet,Tynnered,Göteborgs kommun,70.0,3.0,3723.0,2220000.0,2022-06-14,6.0,31714.0,0.0,0.0
Övre Djupedalsgatan 9B,Lägenhet,Linnéstaden,Göteborgs kommun,77.0,3.0,3887.0,6150000.0,2022-06-14,0.0,79870.0,0.0,0.0
Saffransgatan 1 A,Lägenhet,Gårdsten,Göteborgs kommun,57.0,2.0,3415.0,1400000.0,2022-06-14,-3.0,24561.0,0.0,0.0
Byvädersgatan 6,Lägenhet,Biskopsgården,Göteborgs kommun,52.0,2.5,3175.0,1800000.0,2022-06-14,21.0,34615.0,0.0,0.0
Båtsmansdalsgatan 3,Radhus,Hjällbo,Göteborgs kommun,113.0,5.0,,2840000.0,2022-06-14,3.0,25133.0,179.0,0.0
Carl Gunérs väg 17,Villa,Askim,Göteborgs kommun,200.0,7.0,,10500000.0,2022-06-14,0.0,52500.0,715.5,40.0
Ebbe Lieberathsgatan 16B,Lägenhet,Johanneberg Almedal,Göteborgs kommun,34.0,1.5,2049.0,2550000.0,2022-06-14,7.0,75000.0,0.0,0.0
Saltholmsgatan 25,Lägenhet,Långedrag - Saltholmen,Göteborgs kommun,71.0,3.0,4172.0,6375000.0,2022-06-14,1.0,89789.0,0.0,0.0
Bomgatan 9C,Lägenhet,Almedal,Göteborgs kommun,81.0,3.0,4497.0,3800000.0,2022-06-14,-1.0,46914.0,0.0,0.0
Kölvägen 20,Villa,Hjuvik,Göteborgs kommun,110.0,4.0,,6000000.0,2022-06-14,-2.0,54545.0,359.6,9.0
Toleredsgatan 11,Lägenhet,Slätta Damm,Göteborgs kommun,54.5,2.0,4214.0,1795000.0,2022-06-14,0.0,32936.0,0.0,0.0
Penselgatan 10,Lägenhet,Centrala Hisingen,Göteborgs kommun,47.8,2.0,3000.0,2600000.0,2022-06-14,-4.0,54393.0,0.0,0.0
Kastellgatan 8A,Lägenhet,Linnéstaden,Göteborgs kommun,64.0,2.0,2944.0,5100000.0,2022-06-14,11.0,79688.0,0.0,0.0
Kvillegatan 15,Lägenhet,Centrala Hisingen,Göteborgs kommun,65.0,3.0,3139.0,3150000.0,2022-06-14,5.0,48462.0,0.0,0.0
Monsungatan 81,Lägenhet,Eriksberg,Göteborgs kommun,53.5,2.0,3453.0,5500000.0,2022-06-14,0.0,102804.0,0.0,0.0
Lillekärr Norra 4,Lägenhet,Hisings Kärra,Göteborgs kommun,64.4,2.0,3977.0,1665000.0,2022-06-14,4.0,25854.0,0.0,0.0
Margit Halls Gata 35,Lägenhet,Kviberg,Göteborgs kommun,81.0,3.0,4235.0,4025000.0,2022-06-14,3.0,49691.0,0.0,0.0
Fiolgatan 4,Lägenhet,Ruddalen,Göteborgs kommun,69.3,3.0,4950.0,2350000.0,2022-06-13,3.0,33911.0,0.0,0.0
Thorburnsgatan 4,Lägenhet,Johanneberg- Almedal,Göteborgs kommun,116.0,4.0,6168.0,5725000.0,2022-06-13,1.0,49353.0,0.0,0.0
Dammgatan 5,Lägenhet,Landala Egnahem,Göteborgs kommun,45.1,2.0,2862.0,2750000.0,2022-06-13,2.0,60976.0,0.0,0.0
Södra vägen 17,Lägenhet,Lorensberg,Göteborgs kommun,73.0,2.0,4229.0,4300000.0,2022-06-13,8.0,58904.0,0.0,0.0
Distansgatan 23 D,Lägenhet,Flatås,Göteborgs kommun,45.8,2.0,3058.0,2360000.0,2022-06-13,5.0,51528.0,0.0,0.0
Hinsholmsgatan 14,Villa,Långedrag - Hinsholmen,Göteborgs kommun,159.0,6.0,,11000000.0,2022-06-13,-8.0,69182.0,504.0,75.0
Kvarnkullevägen 6O,Lägenhet,Torslanda - Centralt,Göteborgs kommun,61.0,2.0,3206.0,2825000.0,2022-06-13,0.0,46311.0,0.0,0.0
Nordenskiöldsgatan 15,Lägenhet,Linné,Göteborgs kommun,62.0,2.0,3421.0,3700000.0,2022-06-13,-4.0,59677.0,0.0,0.0
Rävstigen 10,Villa,Hovås,Göteborgs kommun,199.0,7.0,,13000000.0,2022-06-13,0.0,65327.0,967.0,161.0
Maratongången 26,Radhus,Biskopsgården,Göteborgs kommun,128.0,5.0,6622.0,2910000.0,2022-06-13,8.0,22734.0,0.0,0.0
Doktor Forselius gata 36,Lägenhet,Guldheden,Göteborgs kommun,81.5,4.0,5179.0,3425000.0,2022-06-13,4.0,42025.0,0.0,0.0
Glöstorps Röseväg 10,Lägenhet,Glöstorp,Göteborgs kommun,84.0,3.0,4422.0,3125000.0,2022-06-13,-2.0,37202.0,0.0,0.0
Doktor Forselius Gata 10,Lägenhet,Guldheden,Göteborgs kommun,81.5,4.0,5129.0,3750000.0,2022-06-13,3.0,46012.0,0.0,0.0
Krattskogsvägen 53,Radhus,Gerrebacka,Göteborgs kommun,130.0,5.0,,5950000.0,2022-06-13,8.0,45769.0,347.0,7.0
Ålandsgatan 4,Lägenhet,Nedre Johanneberg,Göteborgs kommun,85.0,3.0,4426.0,6000000.0,2022-06-13,1.0,70588.0,0.0,0.0
Akkas gata 28,Lägenhet,Backa,Göteborgs kommun,74.3,3.0,5150.0,1900000.0,2022-06-13,0.0,25572.0,0.0,0.0
Ebbe Lieberathsgatan 16B,Lägenhet,Johanneberg - Almedal,Göteborgs kommun,34.0,1.0,2049.0,2550000.0,2022-06-13,7.0,75000.0,0.0,0.0
Sagogången 54,Lägenhet,Hisings Backa,Göteborgs kommun,63.5,2.0,3821.0,1600000.0,2022-06-13,0.0,25197.0,0.0,0.0
Nordenskiöldsgatan 25B,Lägenhet,Linnéstaden,Göteborgs kommun,43.0,2.0,1761.0,2500000.0,2022-06-13,0.0,58140.0,0.0,0.0
Båtsman rems gata 8,Villa,Hisings Backa - Backatorp,Göteborgs kommun,82.0,3.0,,3775000.0,2022-06-13,-1.0,46037.0,320.6,0.0
Orrebacksgatan 29A,Villa,Göteborg,Göteborgs kommun,120.0,4.0,,5400000.0,2022-06-13,-6.0,45000.0,839.7,87.0
Fornborgsgatan 52,Radhus,Torslanda - Centralt,Göteborgs kommun,123.0,4.0,,5450000.0,2022-06-13,-1.0,44309.0,238.0,0.0
Kransen 4G,Lägenhet,Strömmensberg,Göteborgs kommun,39.0,1.0,2590.0,2220000.0,2022-06-13,2.0,56923.0,0.0,0.0
Högtrycksgatan 10,Lägenhet,Länsmansgården,Göteborgs kommun,63.7,2.0,3371.0,1150000.0,2022-06-12,5.0,18053.0,0.0,0.0
Klättervägen 6,Villa,Tolered,Göteborgs kommun,75.0,4.0,,5000000.0,2022-06-12,1.0,66667.0,759.5,35.0
Lakegatan 19,Villa,Fiskebäck,Göteborgs kommun,197.0,7.0,,9975000.0,2022-06-12,0.0,50635.0,742.5,0.0
Sagogången 3,Lägenhet,Hisings Backa,Göteborgs kommun,45.0,2.0,2944.0,1420000.0,2022-06-12,-4.0,31556.0,0.0,0.0
Kabelgatan 35C,Lägenhet,Majorna - Gråberget,Göteborgs kommun,52.5,2.0,3750.0,2800000.0,2022-06-12,4.0,53333.0,0.0,0.0
Grafiska vägen 4A,Lägenhet,Johanneberg  Almedal,Göteborgs kommun,34.0,1.0,2240.0,2260000.0,2022-06-12,3.0,66471.0,0.0,0.0
Skäpplandsgatan 17,Lägenhet,Högsbo,Göteborgs kommun,69.0,2.0,3814.0,2500000.0,2022-06-12,-9.0,36232.0,0.0,0.0
Skogaberg 79,Villa,Hisings Backa - S:t Jörgen,Göteborgs kommun,98.0,4.0,,5430000.0,2022-06-11,1.0,55408.0,385.7,0.0
Östra Midvintersgatan 14,Lägenhet,Kortedala,Göteborgs kommun,54.0,2.0,3665.0,1500000.0,2022-06-11,0.0,27778.0,0.0,0.0
Kapplandsgatan 94,Lägenhet,Högsbo,Göteborgs kommun,66.0,3.0,3821.0,2800000.0,2022-06-11,4.0,42424.0,0.0,0.0
Liedstrandsgatan 1B,Lägenhet,Lunden,Göteborgs kommun,31.0,1.0,1700.0,2375000.0,2022-06-11,6.0,76613.0,0.0,0.0
Lilla torps allé 17B,Lägenhet,Örgryte,Göteborgs kommun,55.0,2.0,3465.0,3600000.0,2022-06-11,13.0,65455.0,0.0,0.0
Häradsdomarevägen 64,Radhus,Hisings Backa,Göteborgs kommun,143.0,5.0,,5325000.0,2022-06-11,7.0,37238.0,199.1,76.0
Vintervädersgatan 19,Lägenhet,Biskopsgården,Göteborgs kommun,73.0,3.0,3869.0,1650000.0,2022-06-11,0.0,22603.0,0.0,0.0
Träringen 30,Lägenhet,Björkekärr,Göteborgs kommun,53.0,2.0,3698.0,2225000.0,2022-06-11,-11.0,41981.0,0.0,0.0
Borstbindaregatan 1,Lägenhet,Kvillebäcken,Göteborgs kommun,65.0,2.0,3853.0,3350000.0,2022-06-11,12.0,51538.0,0.0,0.0
Solhagagatan 46,Lägenhet,Hisings Kärra,Göteborgs kommun,92.6,4.0,6668.0,3000000.0,2022-06-10,0.0,32397.0,0.0,0.0
Chalmersgatan 27C,Lägenhet,Lorensberg,Göteborgs kommun,60.0,2.0,2609.0,4600000.0,2022-06-10,-3.0,76667.0,0.0,0.0
Janneliden 22,Villa,Hisings Kärra,Göteborgs kommun,108.0,4.0,5554.0,4300000.0,2022-06-10,8.0,39815.0,0.0,0.0
Svängrumsgatan 71,Lägenhet,Flatås,Göteborgs kommun,77.0,3.0,4212.0,3710000.0,2022-06-10,6.0,48182.0,0.0,0.0
Sörhallstorget 29,Lägenhet,Eriksberg,Göteborgs kommun,55.0,2.0,3018.0,3000000.0,2022-06-10,11.0,54545.0,0.0,0.0
Engdahlsgatan 2,Lägenhet,Johanneberg,Göteborgs kommun,57.0,3.0,3282.0,3300000.0,2022-06-10,12.0,57895.0,0.0,0.0
Spaldingsgatan 9,Lägenhet,Johanneberg,Göteborgs kommun,58.0,2.0,2779.0,3700000.0,2022-06-10,,63793.0,0.0,0.0
Hammarkroken 140,Radhus,Hammarkullen Hammarkroken,Göteborgs kommun,116.0,5.0,,2900000.0,2022-06-10,16.0,25000.0,269.0,0.0
Södra vägen 34A,Lägenhet,Lorensberg,Göteborgs kommun,175.0,5.0,0.0,14500000.0,2022-06-10,5.0,82857.0,0.0,0.0
Fjällbo Ängsväg 11,Lägenhet,Utby,Göteborgs kommun,102.0,4.0,6090.0,4450000.0,2022-06-10,1.0,43627.0,0.0,0.0
Raketgatan 10,Lägenhet,Norra Guldheden,Göteborgs kommun,59.0,2.0,4642.0,3225000.0,2022-06-10,2.0,54661.0,0.0,0.0
Birkagatan 24A,Lägenhet,Örgryte,Göteborgs kommun,148.0,5.0,6217.0,7900000.0,2022-06-10,-7.0,53378.0,0.0,0.0
Chalmersgatan 27 B,Lägenhet,Vasastaden,Göteborgs kommun,86.0,3.0,3875.0,5700000.0,2022-06-10,4.0,66279.0,0.0,0.0
Solrosgatan 23 B,Lägenhet,Kålltorp,Göteborgs kommun,72.0,3.0,3916.0,4575000.0,2022-06-10,16.0,63542.0,0.0,0.0
Karl Gustavsgatan 13,Lägenhet,Vasastaden,Göteborgs kommun,49.0,2.0,3073.0,3800000.0,2022-06-10,1.0,77551.0,0.0,0.0
Linnégatan 9 /  Fjärde Långgatan 2,Lägenhet,Linnéstaden,Göteborgs kommun,75.0,2.5,0.0,6550000.0,2022-06-10,14.0,87333.0,0.0,0.0
Övre Husargatan 27,Lägenhet,Linnéstaden,Göteborgs kommun,100.0,3.0,5548.0,6950000.0,2022-06-10,2.0,69500.0,0.0,0.0
Sillviks Havskoloni 22,Fritidshus,Lilleby,Göteborgs kommun,45.0,4.0,,2100000.0,2022-06-10,5.0,46667.0,0.0,25.0
Solventilsgatan 3,Lägenhet,Centrala Hisingen,Göteborgs kommun,39.0,1.0,2468.0,2300000.0,2022-06-10,5.0,58974.0,0.0,0.0
Lilleby skolväg 2,Villa,Torslanda - Lilleby,Göteborgs kommun,195.0,6.0,,9500000.0,2022-06-10,2.0,48718.0,911.1,0.0
Räntmästaregatan 21F,Lägenhet,Lunden,Göteborgs kommun,51.0,2.0,3368.0,3100000.0,2022-06-10,4.0,60784.0,0.0,0.0
Ensmärkesvägen 11,Villa,Torslanda - Hällsvik,Göteborgs kommun,163.0,5.0,,9020000.0,2022-06-10,0.0,55337.0,931.0,0.0
Teleskopgatan 10,Lägenhet,Bergsjön,Göteborgs kommun,53.0,2.0,3732.0,1350000.0,2022-06-10,23.0,25472.0,0.0,0.0
Storgatan 21A,Lägenhet,Vasastaden,Göteborgs kommun,103.0,3.0,6167.0,6400000.0,2022-06-10,1.0,62136.0,0.0,0.0
Linnégatan 53,Lägenhet,Linné,Göteborgs kommun,61.5,2.0,3357.0,4650000.0,2022-06-10,3.0,75610.0,0.0,0.0
Borstbindaregatan 1,Lägenhet,Centrala Hisingen,Göteborgs kommun,73.5,3.0,4275.0,3450000.0,2022-06-10,2.0,46939.0,0.0,0.0
Norra Fjädermolnsgatan 23,Lägenhet,Länsmansgården,Göteborgs kommun,76.0,3.5,4175.0,2600000.0,2022-06-10,2.0,34211.0,0.0,0.0
Styrfarten 2B,Lägenhet,Eriksberg,Göteborgs kommun,101.0,3.0,3340.0,4850000.0,2022-06-10,0.0,48020.0,0.0,0.0
Lindholmsallén 53,Lägenhet,Lindholmen,Göteborgs kommun,85.2,4.0,5414.0,5000000.0,2022-06-10,-6.0,58685.0,0.0,0.0
Övre Majorsgatan 12B,Lägenhet,Linné,Göteborgs kommun,60.0,2.0,2523.0,5300000.0,2022-06-10,12.0,88333.0,0.0,0.0
Friggagatan 7B,Lägenhet,Stampen,Göteborgs kommun,62.2,2.0,3196.0,3080000.0,2022-06-10,4.0,49518.0,0.0,0.0
Margretelundsgatan 13A,Villa,Örgryte Skår,Göteborgs kommun,166.0,7.0,,13300000.0,2022-06-10,2.0,80120.0,424.0,66.0
Nickes väg 44,Lägenhet,Torslanda - Centralt,Göteborgs kommun,106.5,4.0,6847.0,4100000.0,2022-06-10,6.0,38498.0,0.0,0.0
Södra Viktoriagatan 31 - 1101,Lägenhet,Vasastaden,Göteborgs kommun,23.2,1.0,1830.0,2150000.0,2022-06-10,10.0,92672.0,0.0,0.0
Bergtungegatan 9,Villa,Fiskebäck,Göteborgs kommun,193.0,9.0,,9675000.0,2022-06-10,-7.0,50130.0,898.0,31.0
Aschebergsgatan 32,Lägenhet,Vasastaden,Göteborgs kommun,111.0,3.5,5015.0,6250000.0,2022-06-09,-4.0,56306.0,0.0,0.0
Mölndalsvägen 87F,Lägenhet,Krokslätt,Göteborgs kommun,35.0,1.0,2328.0,2500000.0,2022-06-09,4.0,71429.0,0.0,0.0
Mungårdsgatan 36,Radhus,Fiskebäck - Björnekulla,Göteborgs kommun,107.0,4.0,,5750000.0,2022-06-09,-3.0,53738.0,200.0,10.0
Anders Personsgatan 9,Lägenhet,Nya Gårda,Göteborgs kommun,80.0,3.0,4927.0,4465000.0,2022-06-09,9.0,55813.0,0.0,0.0
Badvädersgatan 19,Lägenhet,Biskopsgården,Göteborgs kommun,66.9,3.0,4381.0,1780000.0,2022-06-09,6.0,26607.0,0.0,0.0
Skrinnarvägen 73,Villa,Trollåsen,Göteborgs kommun,150.0,5.0,,10300000.0,2022-06-09,-2.0,68667.0,466.0,0.0
Fagottgatan 4,Lägenhet,Ruddalen,Göteborgs kommun,31.5,1.0,1530.0,1450000.0,2022-06-09,-3.0,46032.0,0.0,0.0
Träringen 8,Lägenhet,Björkekärr,Göteborgs kommun,64.0,3.0,4294.0,2910000.0,2022-06-09,16.0,45469.0,0.0,0.0
Sixten Camps Gata 6,Lägenhet,Nya Gårda,Göteborgs kommun,86.0,3.0,5004.0,4500000.0,2022-06-09,6.0,52326.0,0.0,0.0
Kavaljersgatan 16,Lägenhet,Hisings Backa,Göteborgs kommun,74.3,3.0,5360.0,2150000.0,2022-06-09,16.0,28937.0,0.0,0.0
Lillekärr norra 34,Lägenhet,Hisings Kärra,Göteborgs kommun,65.0,2.0,3999.0,1765000.0,2022-06-09,5.0,27154.0,0.0,0.0
Östra Midvintersgatan 16,Lägenhet,Kortedala,Göteborgs kommun,54.0,2.0,3665.0,1515000.0,2022-06-09,12.0,28056.0,0.0,0.0
Masthuggstorget 5,Lägenhet,Linnéstaden/Masthuggstorget,Göteborgs kommun,33.2,1.0,2435.0,2190000.0,2022-06-09,0.0,65964.0,0.0,0.0
Lillekärr Södra 106,Lägenhet,Hisings Kärra,Göteborgs kommun,46.5,1.0,3230.0,1490000.0,2022-06-09,-1.0,32043.0,0.0,0.0
Storhöjdsgatan 9,Lägenhet,Strömmensberg,Göteborgs kommun,49.0,2.0,3695.0,2500000.0,2022-06-09,,51020.0,0.0,0.0
Slåttängsgatan 24,Radhus,Utby,Göteborgs kommun,80.0,5.0,,5000000.0,2022-06-09,5.0,62500.0,340.0,35.0
Norra gubberogatan 26,Lägenhet,Olskroken,Göteborgs kommun,42.0,2.0,2005.0,2800000.0,2022-06-09,1.0,66667.0,0.0,0.0
Nordhemsgatan 63,Lägenhet,Linnéstaden,Göteborgs kommun,84.0,3.0,3509.0,6000000.0,2022-06-09,2.0,71429.0,0.0,0.0
Eklandagatan 54 D,Lägenhet,Johanneberg,Göteborgs kommun,45.0,2.0,2914.0,3285000.0,2022-06-09,13.0,73000.0,0.0,0.0
Fjärde långgatan 17,Lägenhet,Linné,Göteborgs kommun,59.7,2.0,3247.0,3375000.0,2022-06-09,0.0,56533.0,0.0,0.0
Smörvattnevägen 92,Villa,Gunnilse,Göteborgs kommun,175.0,5.0,,7180000.0,2022-06-09,10.0,41029.0,971.0,0.0
Stafettgatan 4A,Lägenhet,Lunden,Göteborgs kommun,50.5,2.0,3424.0,2300000.0,2022-06-09,-6.0,45545.0,0.0,0.0
Sandhamnsgatan 31,Radhus,Näset,Göteborgs kommun,120.0,5.0,,5530000.0,2022-06-09,-2.0,46083.0,155.1,0.0
Gamlestadstorget 18,Lägenhet,Gamlestaden,Göteborgs kommun,57.0,2.0,4076.0,2250000.0,2022-06-09,3.0,39474.0,0.0,0.0
Silvertärnegången 34,Villa,Hagen - Carnegie Äng,Göteborgs kommun,145.0,5.0,,7800000.0,2022-06-09,5.0,53793.0,157.0,30.0
Olivedalsgatan 19,Lägenhet,Linnéstaden,Göteborgs kommun,183.0,5.0,7676.0,12400000.0,2022-06-09,4.0,67760.0,0.0,0.0
Fiolgatan 10,Lägenhet,Ruddalen,Göteborgs kommun,57.4,2.0,4098.0,2150000.0,2022-06-09,8.0,37456.0,0.0,0.0
Gisslefjällsvägen 11,Villa,Kärrdalen,Göteborgs kommun,163.0,5.0,,6300000.0,2022-06-09,10.0,38650.0,1113.0,30.0
Oktettgången Lott 57,Fritidshus,Torslanda - Säve,Göteborgs kommun,38.0,2.0,,1000000.0,2022-06-09,0.0,26316.0,200.0,0.0
Fabriksgatan 33,Lägenhet,Gårda,Göteborgs kommun,58.0,2.0,5992.0,1400000.0,2022-06-09,-7.0,24138.0,0.0,0.0
Solarvsplan 1,Lägenhet,Askim,Göteborgs kommun,61.1,2.0,3310.0,2250000.0,2022-06-09,-4.0,36825.0,0.0,0.0
Skogsmilsgatan 35,Lägenhet,Kaverös/Flatås,Göteborgs kommun,88.0,4.0,5442.0,3295000.0,2022-06-09,0.0,37443.0,0.0,0.0
Walter Bengtssons Gata 29,Lägenhet,Majorna,Göteborgs kommun,97.0,3.0,4867.0,5520000.0,2022-06-09,1.0,56907.0,0.0,0.0
Doktor Hjorts gata 1A,Lägenhet,Södra Guldheden,Göteborgs kommun,30.0,1.0,2056.0,2210000.0,2022-06-09,17.0,73667.0,0.0,0.0
Segelflyget  10,Lägenhet,Torslanda - Amhult,Göteborgs kommun,80.0,3.0,4297.0,3950000.0,2022-06-09,,49375.0,0.0,0.0
Bratteråsgatan 70,Lägenhet,Eriksberg,Göteborgs kommun,49.0,1.5,3279.0,3295000.0,2022-06-09,0.0,67245.0,0.0,0.0
Ernst Torulfsgatan 3B,Lägenhet,Munkebäck,Göteborgs kommun,76.5,3.0,4233.0,5025000.0,2022-06-09,5.0,65686.0,0.0,0.0
Karduansmakaregatan 4,Radhus,Utby,Göteborgs kommun,98.0,4.0,,5150000.0,2022-06-09,-2.0,52551.0,277.0,53.0
Klintens väg 5,Villa,Kungsladugård,Göteborgs kommun,177.0,7.0,,11510000.0,2022-06-09,0.0,65028.0,662.0,66.0
